"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","iter_index","Bn","ka","dn0","more_nat_preds_cat"
"3909","8.2","0",0.851851851851852,"a",0.779661016949153,0.0153035533601266,13.3,0,59,0.0381679630716228,109,0.9,1.3,0.5,2
"3910","8.8","0",0.851851851851852,"a",0.779661016949153,0.015738476534523,13.9,0,59,0.0423166738783245,109,0.9,1.3,0.5,2
"3911","9.4","0",0.833333333333333,"a",0.76271186440678,0.0159121028104306,14.7,0,59,0.0476171100417174,109,0.9,1.3,0.5,2
"3912","10","0",0.851851851851852,"a",0.779661016949153,0.0166140194679368,15.4,0,59,0.052999514185488,109,0.9,1.3,0.5,2
"3913","7.1","1",0.0185185185185185,"a",0.0169491525423729,0.0144650276311796,12.1,0,59,0.0311725499148007,109,0.9,1.3,0.5,2
"3914","7.6","1",0.0185185185185185,"a",0.0169491525423729,0.0148597293400087,12.7,0,59,0.0343668304006612,109,0.9,1.3,0.5,2
"3915","8.2","1",0.0185185185185185,"a",0.0169491525423729,0.0153035533601266,13.3,0,59,0.0381679630716228,109,0.9,1.3,0.5,2
"3916","8.8","1",0.0185185185185185,"a",0.0169491525423729,0.015738476534523,13.9,0,59,0.0423166738783245,109,0.9,1.3,0.5,2
"3917","9.4","1",0.0555555555555556,"a",0.0508474576271186,0.0159121028104306,14.7,0,59,0.0476171100417174,109,0.9,1.3,0.5,2
"3918","10","1",0.0185185185185185,"a",0.0169491525423729,0.0166140194679368,15.4,0,59,0.052999514185488,109,0.9,1.3,0.5,2
"3919","7.1","2",0.12962962962963,"a",0.11864406779661,0.0144650276311796,12.1,0,59,0.0311725499148007,109,0.9,1.3,0.5,2
"3920","7.6","2",0.12962962962963,"a",0.11864406779661,0.0148597293400087,12.7,0,59,0.0343668304006612,109,0.9,1.3,0.5,2
"3921","8.2","2",0.12962962962963,"a",0.11864406779661,0.0153035533601266,13.3,0,59,0.0381679630716228,109,0.9,1.3,0.5,2
"3922","8.8","2",0.12962962962963,"a",0.11864406779661,0.015738476534523,13.9,0,59,0.0423166738783245,109,0.9,1.3,0.5,2
"3923","9.4","2",0.111111111111111,"a",0.101694915254237,0.0159121028104306,14.7,0,59,0.0476171100417174,109,0.9,1.3,0.5,2
"3924","10","2",0.12962962962963,"a",0.11864406779661,0.0166140194679368,15.4,0,59,0.052999514185488,109,0.9,1.3,0.5,2
"3925","7.1","0",0.5,"n",0.0847457627118644,0.0137761992942747,13.2,0,59,0.0343668304006612,110,0.7,1.3,0.5,2
"3926","7.6","0",0,"n",0,0.0154688464611225,12.7,0,59,0.0343668304006612,110,0.7,1.3,0.5,2
"3927","8.2","0",0,"n",0,0.0159308455849914,13.3,0,59,0.0381679630716228,110,0.7,1.3,0.5,2
"3928","8.8","0",0,"n",0,0.016383579344257,13.9,0,59,0.0423166738783245,110,0.7,1.3,0.5,2
"3929","9.4","0",0.545454545454545,"n",0.101694915254237,0.0151609233935154,15.9,0,59,0.052569439912038,110,0.7,1.3,0.5,2
"3930","10","0",0.545454545454545,"n",0.101694915254237,0.0155537183012698,16.8,0,59,0.0593047142484954,110,0.7,1.3,0.5,2
"3931","7.1","1",0,"n",0,0.0137761992942747,13.2,0,59,0.0343668304006612,110,0.7,1.3,0.5,2
"3932","7.6","1",0,"n",0,0.0154688464611225,12.7,0,59,0.0343668304006612,110,0.7,1.3,0.5,2
"3933","8.2","1",0,"n",0,0.0159308455849914,13.3,0,59,0.0381679630716228,110,0.7,1.3,0.5,2
"3934","8.8","1",0,"n",0,0.016383579344257,13.9,0,59,0.0423166738783245,110,0.7,1.3,0.5,2
"3935","9.4","1",0,"n",0,0.0151609233935154,15.9,0,59,0.052569439912038,110,0.7,1.3,0.5,2
"3936","10","1",0,"n",0,0.0155537183012698,16.8,0,59,0.0593047142484954,110,0.7,1.3,0.5,2
"3937","7.1","2",0.5,"n",0.0847457627118644,0.0137761992942747,13.2,0,59,0.0343668304006612,110,0.7,1.3,0.5,2
"3938","7.6","2",1,"n",0.0847457627118644,0.0154688464611225,12.7,0,59,0.0343668304006612,110,0.7,1.3,0.5,2
"3939","8.2","2",1,"n",0.0847457627118644,0.0159308455849914,13.3,0,59,0.0381679630716228,110,0.7,1.3,0.5,2
"3940","8.8","2",1,"n",0.0847457627118644,0.016383579344257,13.9,0,59,0.0423166738783245,110,0.7,1.3,0.5,2
"3941","9.4","2",0.454545454545455,"n",0.0847457627118644,0.0151609233935154,15.9,0,59,0.052569439912038,110,0.7,1.3,0.5,2
"3942","10","2",0.454545454545455,"n",0.0847457627118644,0.0155537183012698,16.8,0,59,0.0593047142484954,110,0.7,1.3,0.5,2
"3943","7.1","0",0.836734693877551,"a",0.694915254237288,0.0137761992942747,13.2,0,59,0.0343668304006612,110,0.7,1.3,0.5,2
"3944","7.6","0",0.851851851851852,"a",0.779661016949153,0.0154688464611225,12.7,0,59,0.0343668304006612,110,0.7,1.3,0.5,2
"3945","8.2","0",0.851851851851852,"a",0.779661016949153,0.0159308455849914,13.3,0,59,0.0381679630716228,110,0.7,1.3,0.5,2
"3946","8.8","0",0.851851851851852,"a",0.779661016949153,0.016383579344257,13.9,0,59,0.0423166738783245,110,0.7,1.3,0.5,2
"3947","9.4","0",0.833333333333333,"a",0.677966101694915,0.0151609233935154,15.9,0,59,0.052569439912038,110,0.7,1.3,0.5,2
"3948","10","0",0.833333333333333,"a",0.677966101694915,0.0155537183012698,16.8,0,59,0.0593047142484954,110,0.7,1.3,0.5,2
"3949","7.1","1",0.0204081632653061,"a",0.0169491525423729,0.0137761992942747,13.2,0,59,0.0343668304006612,110,0.7,1.3,0.5,2
"3950","7.6","1",0.0185185185185185,"a",0.0169491525423729,0.0154688464611225,12.7,0,59,0.0343668304006612,110,0.7,1.3,0.5,2
"3951","8.2","1",0.0185185185185185,"a",0.0169491525423729,0.0159308455849914,13.3,0,59,0.0381679630716228,110,0.7,1.3,0.5,2
"3952","8.8","1",0.0185185185185185,"a",0.0169491525423729,0.016383579344257,13.9,0,59,0.0423166738783245,110,0.7,1.3,0.5,2
"3953","9.4","1",0.0208333333333333,"a",0.0169491525423729,0.0151609233935154,15.9,0,59,0.052569439912038,110,0.7,1.3,0.5,2
"3954","10","1",0.0208333333333333,"a",0.0169491525423729,0.0155537183012698,16.8,0,59,0.0593047142484954,110,0.7,1.3,0.5,2
"3955","7.1","2",0.142857142857143,"a",0.11864406779661,0.0137761992942747,13.2,0,59,0.0343668304006612,110,0.7,1.3,0.5,2
"3956","7.6","2",0.12962962962963,"a",0.11864406779661,0.0154688464611225,12.7,0,59,0.0343668304006612,110,0.7,1.3,0.5,2
"3957","8.2","2",0.12962962962963,"a",0.11864406779661,0.0159308455849914,13.3,0,59,0.0381679630716228,110,0.7,1.3,0.5,2
"3958","8.8","2",0.12962962962963,"a",0.11864406779661,0.016383579344257,13.9,0,59,0.0423166738783245,110,0.7,1.3,0.5,2
"3959","9.4","2",0.145833333333333,"a",0.11864406779661,0.0151609233935154,15.9,0,59,0.052569439912038,110,0.7,1.3,0.5,2
"3960","10","2",0.145833333333333,"a",0.11864406779661,0.0155537183012698,16.8,0,59,0.0593047142484954,110,0.7,1.3,0.5,2
"3961","7.1","0",0.761904761904762,"n",0.271186440677966,0.0136336039964716,14.5,0,59,0.038500179531097,111,0.5,1.3,0.5,2
"3962","7.6","0",0.782608695652174,"n",0.305084745762712,0.0137403867095484,15.1,0,59,0.0423166738783245,111,0.5,1.3,0.5,2
"3963","8.2","0",0.722222222222222,"n",0.220338983050847,0.0147220228857467,15.3,0,59,0.0452835049425972,111,0.5,1.3,0.5,2
"3964","8.8","0",0.777777777777778,"n",0.355932203389831,0.0140522517942993,17.1,0,59,0.055190363867122,111,0.5,1.3,0.5,2
"3965","9.4","0",0.8,"n",0.406779661016949,0.0141102220155147,18.3,0,59,0.0636393548066776,111,0.5,1.3,0.5,2
"3966","10","0",0.785714285714286,"n",0.372881355932203,0.0147102640759734,19,0,59,0.0702873296814607,111,0.5,1.3,0.5,2
"3967","7.1","1",0,"n",0,0.0136336039964716,14.5,0,59,0.038500179531097,111,0.5,1.3,0.5,2
"3968","7.6","1",0,"n",0,0.0137403867095484,15.1,0,59,0.0423166738783245,111,0.5,1.3,0.5,2
"3969","8.2","1",0,"n",0,0.0147220228857467,15.3,0,59,0.0452835049425972,111,0.5,1.3,0.5,2
"3970","8.8","1",0.037037037037037,"n",0.0169491525423729,0.0140522517942993,17.1,0,59,0.055190363867122,111,0.5,1.3,0.5,2
"3971","9.4","1",0.0333333333333333,"n",0.0169491525423729,0.0141102220155147,18.3,0,59,0.0636393548066776,111,0.5,1.3,0.5,2
"3972","10","1",0.0357142857142857,"n",0.0169491525423729,0.0147102640759734,19,0,59,0.0702873296814607,111,0.5,1.3,0.5,2
"3973","7.1","2",0.238095238095238,"n",0.0847457627118644,0.0136336039964716,14.5,0,59,0.038500179531097,111,0.5,1.3,0.5,2
"3974","7.6","2",0.217391304347826,"n",0.0847457627118644,0.0137403867095484,15.1,0,59,0.0423166738783245,111,0.5,1.3,0.5,2
"3975","8.2","2",0.277777777777778,"n",0.0847457627118644,0.0147220228857467,15.3,0,59,0.0452835049425972,111,0.5,1.3,0.5,2
"3976","8.8","2",0.185185185185185,"n",0.0847457627118644,0.0140522517942993,17.1,0,59,0.055190363867122,111,0.5,1.3,0.5,2
"3977","9.4","2",0.166666666666667,"n",0.0847457627118644,0.0141102220155147,18.3,0,59,0.0636393548066776,111,0.5,1.3,0.5,2
"3978","10","2",0.178571428571429,"n",0.0847457627118644,0.0147102640759734,19,0,59,0.0702873296814607,111,0.5,1.3,0.5,2
"3979","7.1","0",0.789473684210526,"a",0.508474576271186,0.0136336039964716,14.5,0,59,0.038500179531097,111,0.5,1.3,0.5,2
"3980","7.6","0",0.777777777777778,"a",0.474576271186441,0.0137403867095484,15.1,0,59,0.0423166738783245,111,0.5,1.3,0.5,2
"3981","8.2","0",0.804878048780488,"a",0.559322033898305,0.0147220228857467,15.3,0,59,0.0452835049425972,111,0.5,1.3,0.5,2
"3982","8.8","0",0.78125,"a",0.423728813559322,0.0140522517942993,17.1,0,59,0.055190363867122,111,0.5,1.3,0.5,2
"3983","9.4","0",0.758620689655172,"a",0.372881355932203,0.0141102220155147,18.3,0,59,0.0636393548066776,111,0.5,1.3,0.5,2
"3984","10","0",0.774193548387097,"a",0.406779661016949,0.0147102640759734,19,0,59,0.0702873296814607,111,0.5,1.3,0.5,2
"3985","7.1","1",0.0263157894736842,"a",0.0169491525423729,0.0136336039964716,14.5,0,59,0.038500179531097,111,0.5,1.3,0.5,2
"3986","7.6","1",0.0277777777777778,"a",0.0169491525423729,0.0137403867095484,15.1,0,59,0.0423166738783245,111,0.5,1.3,0.5,2
"3987","8.2","1",0.024390243902439,"a",0.0169491525423729,0.0147220228857467,15.3,0,59,0.0452835049425972,111,0.5,1.3,0.5,2
"3988","8.8","1",0,"a",0,0.0140522517942993,17.1,0,59,0.055190363867122,111,0.5,1.3,0.5,2
"3989","9.4","1",0,"a",0,0.0141102220155147,18.3,0,59,0.0636393548066776,111,0.5,1.3,0.5,2
"3990","10","1",0,"a",0,0.0147102640759734,19,0,59,0.0702873296814607,111,0.5,1.3,0.5,2
"3991","7.1","2",0.184210526315789,"a",0.11864406779661,0.0136336039964716,14.5,0,59,0.038500179531097,111,0.5,1.3,0.5,2
"3992","7.6","2",0.194444444444444,"a",0.11864406779661,0.0137403867095484,15.1,0,59,0.0423166738783245,111,0.5,1.3,0.5,2
"3993","8.2","2",0.170731707317073,"a",0.11864406779661,0.0147220228857467,15.3,0,59,0.0452835049425972,111,0.5,1.3,0.5,2
"3994","8.8","2",0.21875,"a",0.11864406779661,0.0140522517942993,17.1,0,59,0.055190363867122,111,0.5,1.3,0.5,2
"3995","9.4","2",0.241379310344828,"a",0.11864406779661,0.0141102220155147,18.3,0,59,0.0636393548066776,111,0.5,1.3,0.5,2
"3996","10","2",0.225806451612903,"a",0.11864406779661,0.0147102640759734,19,0,59,0.0702873296814607,111,0.5,1.3,0.5,2
"3997","7.1","0",0.814814814814815,"n",0.372881355932203,0.0161864415048806,14.5,0,59,0.038500179531097,112,0.3,1.3,0.5,2
"3998","7.6","0",0.833333333333333,"n",0.423728813559322,0.0163034657381057,15.4,0,59,0.0434100714747237,112,0.3,1.3,0.5,2
"3999","8.2","0",0.848484848484849,"n",0.474576271186441,0.0168298657077641,16.3,0,59,0.0492253380053818,112,0.3,1.3,0.5,2
"4000","8.8","0",0.861111111111111,"n",0.525423728813559,0.0173637705457048,17.3,0,59,0.0560856496180497,112,0.3,1.3,0.5,2
"4001","9.4","0",0.871794871794872,"n",0.576271186440678,0.0179138364805568,18.5,0,59,0.064632479533788,112,0.3,1.3,0.5,2
"4002","10","0",0.901960784313726,"n",0.779661016949153,0.0186797695341851,19.5,0,59,0.0729643112321374,112,0.3,1.3,0.5,2
"4003","7.1","1",0,"n",0,0.0161864415048806,14.5,0,59,0.038500179531097,112,0.3,1.3,0.5,2
"4004","7.6","1",0.0333333333333333,"n",0.0169491525423729,0.0163034657381057,15.4,0,59,0.0434100714747237,112,0.3,1.3,0.5,2
"4005","8.2","1",0.0303030303030303,"n",0.0169491525423729,0.0168298657077641,16.3,0,59,0.0492253380053818,112,0.3,1.3,0.5,2
"4006","8.8","1",0.0277777777777778,"n",0.0169491525423729,0.0173637705457048,17.3,0,59,0.0560856496180497,112,0.3,1.3,0.5,2
"4007","9.4","1",0.0256410256410256,"n",0.0169491525423729,0.0179138364805568,18.5,0,59,0.064632479533788,112,0.3,1.3,0.5,2
"4008","10","1",0,"n",0,0.0186797695341851,19.5,0,59,0.0729643112321374,112,0.3,1.3,0.5,2
"4009","7.1","2",0.185185185185185,"n",0.0847457627118644,0.0161864415048806,14.5,0,59,0.038500179531097,112,0.3,1.3,0.5,2
"4010","7.6","2",0.133333333333333,"n",0.0677966101694915,0.0163034657381057,15.4,0,59,0.0434100714747237,112,0.3,1.3,0.5,2
"4011","8.2","2",0.121212121212121,"n",0.0677966101694915,0.0168298657077641,16.3,0,59,0.0492253380053818,112,0.3,1.3,0.5,2
"4012","8.8","2",0.111111111111111,"n",0.0677966101694915,0.0173637705457048,17.3,0,59,0.0560856496180497,112,0.3,1.3,0.5,2
"4013","9.4","2",0.102564102564103,"n",0.0677966101694915,0.0179138364805568,18.5,0,59,0.064632479533788,112,0.3,1.3,0.5,2
"4014","10","2",0.0980392156862745,"n",0.0847457627118644,0.0186797695341851,19.5,0,59,0.0729643112321374,112,0.3,1.3,0.5,2
"4015","7.1","0",0.75,"a",0.406779661016949,0.0161864415048806,14.5,0,59,0.038500179531097,112,0.3,1.3,0.5,2
"4016","7.6","0",0.689655172413793,"a",0.338983050847458,0.0163034657381057,15.4,0,59,0.0434100714747237,112,0.3,1.3,0.5,2
"4017","8.2","0",0.653846153846154,"a",0.288135593220339,0.0168298657077641,16.3,0,59,0.0492253380053818,112,0.3,1.3,0.5,2
"4018","8.8","0",0.608695652173913,"a",0.23728813559322,0.0173637705457048,17.3,0,59,0.0560856496180497,112,0.3,1.3,0.5,2
"4019","9.4","0",0.55,"a",0.186440677966102,0.0179138364805568,18.5,0,59,0.064632479533788,112,0.3,1.3,0.5,2
"4020","10","0",0,"a",0,0.0186797695341851,19.5,0,59,0.0729643112321374,112,0.3,1.3,0.5,2
"4021","7.1","1",0.03125,"a",0.0169491525423729,0.0161864415048806,14.5,0,59,0.038500179531097,112,0.3,1.3,0.5,2
"4022","7.6","1",0.0689655172413793,"a",0.0338983050847458,0.0163034657381057,15.4,0,59,0.0434100714747237,112,0.3,1.3,0.5,2
"4023","8.2","1",0.0769230769230769,"a",0.0338983050847458,0.0168298657077641,16.3,0,59,0.0492253380053818,112,0.3,1.3,0.5,2
"4024","8.8","1",0.0869565217391304,"a",0.0338983050847458,0.0173637705457048,17.3,0,59,0.0560856496180497,112,0.3,1.3,0.5,2
"4025","9.4","1",0.1,"a",0.0338983050847458,0.0179138364805568,18.5,0,59,0.064632479533788,112,0.3,1.3,0.5,2
"4026","10","1",0.125,"a",0.0169491525423729,0.0186797695341851,19.5,0,59,0.0729643112321374,112,0.3,1.3,0.5,2
"4027","7.1","2",0.21875,"a",0.11864406779661,0.0161864415048806,14.5,0,59,0.038500179531097,112,0.3,1.3,0.5,2
"4028","7.6","2",0.241379310344828,"a",0.11864406779661,0.0163034657381057,15.4,0,59,0.0434100714747237,112,0.3,1.3,0.5,2
"4029","8.2","2",0.269230769230769,"a",0.11864406779661,0.0168298657077641,16.3,0,59,0.0492253380053818,112,0.3,1.3,0.5,2
"4030","8.8","2",0.304347826086957,"a",0.11864406779661,0.0173637705457048,17.3,0,59,0.0560856496180497,112,0.3,1.3,0.5,2
"4031","9.4","2",0.35,"a",0.11864406779661,0.0179138364805568,18.5,0,59,0.064632479533788,112,0.3,1.3,0.5,2
"4032","10","2",0.875,"a",0.11864406779661,0.0186797695341851,19.5,0,59,0.0729643112321374,112,0.3,1.3,0.5,2
"4033","7.1","0",0.818181818181818,"n",0.76271186440678,0.0230006784813608,14.4,0,59,0.0385059724678301,113,0.1,1.3,0.5,2
"4034","7.6","0",0.851851851851852,"n",0.779661016949153,0.024393662663803,14.9,0,59,0.0419585054292268,113,0.1,1.3,0.5,2
"4035","8.2","0",0.851851851851852,"n",0.779661016949153,0.0254994966091867,15.8,0,59,0.0480051295983506,113,0.1,1.3,0.5,2
"4036","8.8","0",0.851851851851852,"n",0.779661016949153,0.0264896659078584,17.1,0,59,0.055190363867122,113,0.1,1.3,0.5,2
"4037","9.4","0",0.851851851851852,"n",0.779661016949153,0.0277429893819171,17.9,0,59,0.0626118869310655,113,0.1,1.3,0.5,2
"4038","10","0",0.851851851851852,"n",0.779661016949153,0.0288900608480161,19.1,0,59,0.0718105016675453,113,0.1,1.3,0.5,2
"4039","7.1","1",0.0363636363636364,"n",0.0338983050847458,0.0230006784813608,14.4,0,59,0.0385059724678301,113,0.1,1.3,0.5,2
"4040","7.6","1",0,"n",0,0.024393662663803,14.9,0,59,0.0419585054292268,113,0.1,1.3,0.5,2
"4041","8.2","1",0,"n",0,0.0254994966091867,15.8,0,59,0.0480051295983506,113,0.1,1.3,0.5,2
"4042","8.8","1",0.0185185185185185,"n",0.0169491525423729,0.0264896659078584,17.1,0,59,0.055190363867122,113,0.1,1.3,0.5,2
"4043","9.4","1",0,"n",0,0.0277429893819171,17.9,0,59,0.0626118869310655,113,0.1,1.3,0.5,2
"4044","10","1",0,"n",0,0.0288900608480161,19.1,0,59,0.0718105016675453,113,0.1,1.3,0.5,2
"4045","7.1","2",0.145454545454545,"n",0.135593220338983,0.0230006784813608,14.4,0,59,0.0385059724678301,113,0.1,1.3,0.5,2
"4046","7.6","2",0.148148148148148,"n",0.135593220338983,0.024393662663803,14.9,0,59,0.0419585054292268,113,0.1,1.3,0.5,2
"4047","8.2","2",0.148148148148148,"n",0.135593220338983,0.0254994966091867,15.8,0,59,0.0480051295983506,113,0.1,1.3,0.5,2
"4048","8.8","2",0.12962962962963,"n",0.11864406779661,0.0264896659078584,17.1,0,59,0.055190363867122,113,0.1,1.3,0.5,2
"4049","9.4","2",0.148148148148148,"n",0.135593220338983,0.0277429893819171,17.9,0,59,0.0626118869310655,113,0.1,1.3,0.5,2
"4050","10","2",0.148148148148148,"n",0.135593220338983,0.0288900608480161,19.1,0,59,0.0718105016675453,113,0.1,1.3,0.5,2
"4051","7.1","0",0,"a",0,0.0230006784813608,14.4,0,59,0.0385059724678301,113,0.1,1.3,0.5,2
"4052","7.6","0",0,"a",0,0.024393662663803,14.9,0,59,0.0419585054292268,113,0.1,1.3,0.5,2
"4053","8.2","0",0,"a",0,0.0254994966091867,15.8,0,59,0.0480051295983506,113,0.1,1.3,0.5,2
"4054","8.8","0",0,"a",0,0.0264896659078584,17.1,0,59,0.055190363867122,113,0.1,1.3,0.5,2
"4055","9.4","0",0,"a",0,0.0277429893819171,17.9,0,59,0.0626118869310655,113,0.1,1.3,0.5,2
"4056","10","0",0,"a",0,0.0288900608480161,19.1,0,59,0.0718105016675453,113,0.1,1.3,0.5,2
"4057","7.1","1",0.25,"a",0.0169491525423729,0.0230006784813608,14.4,0,59,0.0385059724678301,113,0.1,1.3,0.5,2
"4058","7.6","1",0.2,"a",0.0169491525423729,0.024393662663803,14.9,0,59,0.0419585054292268,113,0.1,1.3,0.5,2
"4059","8.2","1",0.2,"a",0.0169491525423729,0.0254994966091867,15.8,0,59,0.0480051295983506,113,0.1,1.3,0.5,2
"4060","8.8","1",0,"a",0,0.0264896659078584,17.1,0,59,0.055190363867122,113,0.1,1.3,0.5,2
"4061","9.4","1",0.2,"a",0.0169491525423729,0.0277429893819171,17.9,0,59,0.0626118869310655,113,0.1,1.3,0.5,2
"4062","10","1",0.2,"a",0.0169491525423729,0.0288900608480161,19.1,0,59,0.0718105016675453,113,0.1,1.3,0.5,2
"4063","7.1","2",0.75,"a",0.0508474576271186,0.0230006784813608,14.4,0,59,0.0385059724678301,113,0.1,1.3,0.5,2
"4064","7.6","2",0.8,"a",0.0677966101694915,0.024393662663803,14.9,0,59,0.0419585054292268,113,0.1,1.3,0.5,2
"4065","8.2","2",0.8,"a",0.0677966101694915,0.0254994966091867,15.8,0,59,0.0480051295983506,113,0.1,1.3,0.5,2
"4066","8.8","2",1,"a",0.0847457627118644,0.0264896659078584,17.1,0,59,0.055190363867122,113,0.1,1.3,0.5,2
"4067","9.4","2",0.8,"a",0.0677966101694915,0.0277429893819171,17.9,0,59,0.0626118869310655,113,0.1,1.3,0.5,2
"4068","10","2",0.8,"a",0.0677966101694915,0.0288900608480161,19.1,0,59,0.0718105016675453,113,0.1,1.3,0.5,2
"4069","7.1","0",0,"n",0,0.0139754254115289,10.9,0,59,0.0279864343182139,114,1,1.2,0.5,2
"4070","7.6","0",0,"n",0,0.0143210733592902,11.2,0,59,0.0300768123508457,114,1,1.2,0.5,2
"4071","8.2","0",0,"n",0,0.014712968010485,11.5,0,59,0.0325910785185769,114,1,1.2,0.5,2
"4072","8.8","0",0,"n",0,0.015106914036291,12,0,59,0.0359095039986148,114,1,1.2,0.5,2
"4073","9.4","0",0,"n",0,0.0154747763291561,12.6,0,59,0.0395126110113193,114,1,1.2,0.5,2
"4074","10","0",0,"n",0,0.0157878221211753,13.2,0,59,0.0437808575942333,114,1,1.2,0.5,2
"4075","7.1","1",0,"n",0,0.0139754254115289,10.9,0,59,0.0279864343182139,114,1,1.2,0.5,2
"4076","7.6","1",0,"n",0,0.0143210733592902,11.2,0,59,0.0300768123508457,114,1,1.2,0.5,2
"4077","8.2","1",0,"n",0,0.014712968010485,11.5,0,59,0.0325910785185769,114,1,1.2,0.5,2
"4078","8.8","1",0,"n",0,0.015106914036291,12,0,59,0.0359095039986148,114,1,1.2,0.5,2
"4079","9.4","1",0,"n",0,0.0154747763291561,12.6,0,59,0.0395126110113193,114,1,1.2,0.5,2
"4080","10","1",0,"n",0,0.0157878221211753,13.2,0,59,0.0437808575942333,114,1,1.2,0.5,2
"4081","7.1","2",1,"n",0.0847457627118644,0.0139754254115289,10.9,0,59,0.0279864343182139,114,1,1.2,0.5,2
"4082","7.6","2",1,"n",0.0847457627118644,0.0143210733592902,11.2,0,59,0.0300768123508457,114,1,1.2,0.5,2
"4083","8.2","2",1,"n",0.0847457627118644,0.014712968010485,11.5,0,59,0.0325910785185769,114,1,1.2,0.5,2
"4084","8.8","2",1,"n",0.0847457627118644,0.015106914036291,12,0,59,0.0359095039986148,114,1,1.2,0.5,2
"4085","9.4","2",1,"n",0.0847457627118644,0.0154747763291561,12.6,0,59,0.0395126110113193,114,1,1.2,0.5,2
"4086","10","2",1,"n",0.0847457627118644,0.0157878221211753,13.2,0,59,0.0437808575942333,114,1,1.2,0.5,2
"4087","7.1","0",0.851851851851852,"a",0.779661016949153,0.0139754254115289,10.9,0,59,0.0279864343182139,114,1,1.2,0.5,2
"4088","7.6","0",0.851851851851852,"a",0.779661016949153,0.0143210733592902,11.2,0,59,0.0300768123508457,114,1,1.2,0.5,2
"4089","8.2","0",0.851851851851852,"a",0.779661016949153,0.014712968010485,11.5,0,59,0.0325910785185769,114,1,1.2,0.5,2
"4090","8.8","0",0.851851851851852,"a",0.779661016949153,0.015106914036291,12,0,59,0.0359095039986148,114,1,1.2,0.5,2
"4091","9.4","0",0.851851851851852,"a",0.779661016949153,0.0154747763291561,12.6,0,59,0.0395126110113193,114,1,1.2,0.5,2
"4092","10","0",0.851851851851852,"a",0.779661016949153,0.0157878221211753,13.2,0,59,0.0437808575942333,114,1,1.2,0.5,2
"4093","7.1","1",0.0185185185185185,"a",0.0169491525423729,0.0139754254115289,10.9,0,59,0.0279864343182139,114,1,1.2,0.5,2
"4094","7.6","1",0.0185185185185185,"a",0.0169491525423729,0.0143210733592902,11.2,0,59,0.0300768123508457,114,1,1.2,0.5,2
"4095","8.2","1",0.0185185185185185,"a",0.0169491525423729,0.014712968010485,11.5,0,59,0.0325910785185769,114,1,1.2,0.5,2
"4096","8.8","1",0.0185185185185185,"a",0.0169491525423729,0.015106914036291,12,0,59,0.0359095039986148,114,1,1.2,0.5,2
"4097","9.4","1",0.0185185185185185,"a",0.0169491525423729,0.0154747763291561,12.6,0,59,0.0395126110113193,114,1,1.2,0.5,2
"4098","10","1",0.0185185185185185,"a",0.0169491525423729,0.0157878221211753,13.2,0,59,0.0437808575942333,114,1,1.2,0.5,2
"4099","7.1","2",0.12962962962963,"a",0.11864406779661,0.0139754254115289,10.9,0,59,0.0279864343182139,114,1,1.2,0.5,2
"4100","7.6","2",0.12962962962963,"a",0.11864406779661,0.0143210733592902,11.2,0,59,0.0300768123508457,114,1,1.2,0.5,2
"4101","8.2","2",0.12962962962963,"a",0.11864406779661,0.014712968010485,11.5,0,59,0.0325910785185769,114,1,1.2,0.5,2
"4102","8.8","2",0.12962962962963,"a",0.11864406779661,0.015106914036291,12,0,59,0.0359095039986148,114,1,1.2,0.5,2
"4103","9.4","2",0.12962962962963,"a",0.11864406779661,0.0154747763291561,12.6,0,59,0.0395126110113193,114,1,1.2,0.5,2
"4104","10","2",0.12962962962963,"a",0.11864406779661,0.0157878221211753,13.2,0,59,0.0437808575942333,114,1,1.2,0.5,2
"4105","7.1","0",0,"n",0,0.0142590865255036,10.9,0,59,0.0279864343182139,115,0.9,1.2,0.5,3
"4106","7.6","0",0,"n",0,0.0146117436734776,11.2,0,59,0.0300768123508457,115,0.9,1.2,0.5,3
"4107","8.2","0",0,"n",0,0.0150115854649845,11.5,0,59,0.0325910785185769,115,0.9,1.2,0.5,3
"4108","8.8","0",0,"n",0,0.0154135188791991,12,0,59,0.0359095039986148,115,0.9,1.2,0.5,3
"4109","9.4","0",0,"n",0,0.0157888414304822,12.6,0,59,0.0395126110113193,115,0.9,1.2,0.5,3
"4110","10","0",0,"n",0,0.016108240578201,13.2,0,59,0.0437808575942333,115,0.9,1.2,0.5,3
"4111","7.1","1",0,"n",0,0.0142590865255036,10.9,0,59,0.0279864343182139,115,0.9,1.2,0.5,3
"4112","7.6","1",0,"n",0,0.0146117436734776,11.2,0,59,0.0300768123508457,115,0.9,1.2,0.5,3
"4113","8.2","1",0,"n",0,0.0150115854649845,11.5,0,59,0.0325910785185769,115,0.9,1.2,0.5,3
"4114","8.8","1",0,"n",0,0.0154135188791991,12,0,59,0.0359095039986148,115,0.9,1.2,0.5,3
"4115","9.4","1",0,"n",0,0.0157888414304822,12.6,0,59,0.0395126110113193,115,0.9,1.2,0.5,3
"4116","10","1",0,"n",0,0.016108240578201,13.2,0,59,0.0437808575942333,115,0.9,1.2,0.5,3
"4117","7.1","2",1,"n",0.0847457627118644,0.0142590865255036,10.9,0,59,0.0279864343182139,115,0.9,1.2,0.5,3
