"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","param_value","param_name","baseline"
"176","14.3","2",0.212121212121212,"a",0.11864406779661,0.0217431432148353,20.3,0,59,0.103729602914384,0.3,"Bn","null"
"177","15.7","2",0.137931034482759,"a",0.0677966101694915,0.0224383392371511,21.3,0,59,0.121669483062769,0.3,"Bn","null"
"178","17.1","2",0.136363636363636,"a",0.0508474576271186,0.0229539278365355,23.3,0,59,0.144688410653727,0.3,"Bn","null"
"179","18.6","2",0.25,"a",0.0677966101694915,0.0239887843317912,24.4,0,59,0.162710335913654,0.3,"Bn","null"
"180","20","2",0.4375,"a",0.11864406779661,0.0245897606579926,26.2,0,59,0.181530455138868,0.3,"Bn","null"
"181","7.1","0",0,"n",0,0.0159928146573842,12.1,0,59,0.0311725499148007,0.4,"Bn","null"
"182","8.5","0",0,"n",0,0.0171386795696458,13.5,0,59,0.0398533891126368,0.4,"Bn","null"
"183","10","0",0,"n",0,0.0183685375307444,15.4,0,59,0.052999514185488,0.4,"Bn","null"
"184","11.4","0",0,"n",0,0.0194879369854814,17.5,0,59,0.0697598688278359,0.4,"Bn","null"
"185","12.8","0",0,"n",0,0.0202816517392676,18.8,0,59,0.0849075506403212,0.4,"Bn","null"
"186","14.3","0",0,"n",0,0.0210606595197994,20.3,0,59,0.103729602914384,0.4,"Bn","null"
"187","15.7","0",0,"n",0,0.0216413545171354,21.7,0,59,0.12201553628296,0.4,"Bn","null"
"188","17.1","0",0,"n",0,0.0221770628130257,23.4,0,59,0.14380539628588,0.4,"Bn","null"
"189","18.6","0",0,"n",0,0.0227037834825016,24.8,0,59,0.164099189433103,0.4,"Bn","null"
"190","20","0",0,"n",0,0.0231351368166847,26.2,0,59,0.182825512225913,0.4,"Bn","null"
"191","7.1","1",0,"n",0,0.0159928146573842,12.1,0,59,0.0311725499148007,0.4,"Bn","null"
"192","8.5","1",0,"n",0,0.0171386795696458,13.5,0,59,0.0398533891126368,0.4,"Bn","null"
"193","10","1",0,"n",0,0.0183685375307444,15.4,0,59,0.052999514185488,0.4,"Bn","null"
"194","11.4","1",0,"n",0,0.0194879369854814,17.5,0,59,0.0697598688278359,0.4,"Bn","null"
"195","12.8","1",0,"n",0,0.0202816517392676,18.8,0,59,0.0849075506403212,0.4,"Bn","null"
"196","14.3","1",0,"n",0,0.0210606595197994,20.3,0,59,0.103729602914384,0.4,"Bn","null"
"197","15.7","1",0,"n",0,0.0216413545171354,21.7,0,59,0.12201553628296,0.4,"Bn","null"
"198","17.1","1",0,"n",0,0.0221770628130257,23.4,0,59,0.14380539628588,0.4,"Bn","null"
"199","18.6","1",0,"n",0,0.0227037834825016,24.8,0,59,0.164099189433103,0.4,"Bn","null"
"200","20","1",0,"n",0,0.0231351368166847,26.2,0,59,0.182825512225913,0.4,"Bn","null"
"201","7.1","2",1,"n",0.0847457627118644,0.0159928146573842,12.1,0,59,0.0311725499148007,0.4,"Bn","null"
"202","8.5","2",1,"n",0.0847457627118644,0.0171386795696458,13.5,0,59,0.0398533891126368,0.4,"Bn","null"
"203","10","2",1,"n",0.0847457627118644,0.0183685375307444,15.4,0,59,0.052999514185488,0.4,"Bn","null"
"204","11.4","2",1,"n",0.0847457627118644,0.0194879369854814,17.5,0,59,0.0697598688278359,0.4,"Bn","null"
"205","12.8","2",1,"n",0.0847457627118644,0.0202816517392676,18.8,0,59,0.0849075506403212,0.4,"Bn","null"
"206","14.3","2",1,"n",0.0847457627118644,0.0210606595197994,20.3,0,59,0.103729602914384,0.4,"Bn","null"
"207","15.7","2",1,"n",0.0847457627118644,0.0216413545171354,21.7,0,59,0.12201553628296,0.4,"Bn","null"
"208","17.1","2",1,"n",0.0847457627118644,0.0221770628130257,23.4,0,59,0.14380539628588,0.4,"Bn","null"
"209","18.6","2",1,"n",0.0847457627118644,0.0227037834825016,24.8,0,59,0.164099189433103,0.4,"Bn","null"
"210","20","2",1,"n",0.0847457627118644,0.0231351368166847,26.2,0,59,0.182825512225913,0.4,"Bn","null"
"211","7.1","0",0.851851851851852,"a",0.779661016949153,0.0159928146573842,12.1,0,59,0.0311725499148007,0.4,"Bn","null"
"212","8.5","0",0.851851851851852,"a",0.779661016949153,0.0171386795696458,13.5,0,59,0.0398533891126368,0.4,"Bn","null"
"213","10","0",0.851851851851852,"a",0.779661016949153,0.0183685375307444,15.4,0,59,0.052999514185488,0.4,"Bn","null"
"214","11.4","0",0.851851851851852,"a",0.779661016949153,0.0194879369854814,17.5,0,59,0.0697598688278359,0.4,"Bn","null"
"215","12.8","0",0.851851851851852,"a",0.779661016949153,0.0202816517392676,18.8,0,59,0.0849075506403212,0.4,"Bn","null"
"216","14.3","0",0.851851851851852,"a",0.779661016949153,0.0210606595197994,20.3,0,59,0.103729602914384,0.4,"Bn","null"
"217","15.7","0",0.851851851851852,"a",0.779661016949153,0.0216413545171354,21.7,0,59,0.12201553628296,0.4,"Bn","null"
"218","17.1","0",0.851851851851852,"a",0.779661016949153,0.0221770628130257,23.4,0,59,0.14380539628588,0.4,"Bn","null"
"219","18.6","0",0.851851851851852,"a",0.779661016949153,0.0227037834825016,24.8,0,59,0.164099189433103,0.4,"Bn","null"
"220","20","0",0.851851851851852,"a",0.779661016949153,0.0231351368166847,26.2,0,59,0.182825512225913,0.4,"Bn","null"
"221","7.1","1",0.0185185185185185,"a",0.0169491525423729,0.0159928146573842,12.1,0,59,0.0311725499148007,0.4,"Bn","null"
"222","8.5","1",0.0185185185185185,"a",0.0169491525423729,0.0171386795696458,13.5,0,59,0.0398533891126368,0.4,"Bn","null"
"223","10","1",0.0185185185185185,"a",0.0169491525423729,0.0183685375307444,15.4,0,59,0.052999514185488,0.4,"Bn","null"
"224","11.4","1",0.0185185185185185,"a",0.0169491525423729,0.0194879369854814,17.5,0,59,0.0697598688278359,0.4,"Bn","null"
