"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","iter_index"
"960","20","2",0.875,"a",0.11864406779661,0.0391460594486942,37.9,0,59,0.235384654734049,16
"961","7.1","0",0.880952380952381,"n",0.627118644067797,0.0161602577316133,16.6,0,59,0.0452847486846697,17
"962","8.5","0",0.897959183673469,"n",0.745762711864407,0.0174048501107328,19.5,0,59,0.0641359624413149,17
"963","10","0",0.851851851851852,"n",0.779661016949153,0.0185365993809278,22.1,0,59,0.0867035324595973,17
"964","11.4","0",0.851851851851852,"n",0.779661016949153,0.0197752987043619,24.3,0,59,0.109041267268836,17
"965","12.8","0",0.901960784313726,"n",0.779661016949153,0.0209245602826862,26.8,0,59,0.136033630445182,17
"966","14.3","0",0.851851851851852,"n",0.779661016949153,0.0219407221762896,29.3,0,59,0.162722391397958,17
"967","15.7","0",0.901960784313726,"n",0.779661016949153,0.0234903664451276,30.8,0,59,0.181532444067623,17
"968","17.1","0",0.901960784313726,"n",0.779661016949153,0.0243244930619234,33,0,59,0.203546568052826,17
"969","18.6","0",0.901960784313726,"n",0.779661016949153,0.0254430590321749,35.8,0,59,0.219957418922549,17
"970","20","0",0.901960784313726,"n",0.779661016949153,0.0262101515193349,37.9,0,59,0.235384654734049,17
"971","7.1","1",0,"n",0,0.0161602577316133,16.6,0,59,0.0452847486846697,17
"972","8.5","1",0,"n",0,0.0174048501107328,19.5,0,59,0.0641359624413149,17
"973","10","1",0.0185185185185185,"n",0.0169491525423729,0.0185365993809278,22.1,0,59,0.0867035324595973,17
"974","11.4","1",0.0185185185185185,"n",0.0169491525423729,0.0197752987043619,24.3,0,59,0.109041267268836,17
"975","12.8","1",0,"n",0,0.0209245602826862,26.8,0,59,0.136033630445182,17
"976","14.3","1",0.0185185185185185,"n",0.0169491525423729,0.0219407221762896,29.3,0,59,0.162722391397958,17
"977","15.7","1",0,"n",0,0.0234903664451276,30.8,0,59,0.181532444067623,17
"978","17.1","1",0,"n",0,0.0243244930619234,33,0,59,0.203546568052826,17
"979","18.6","1",0,"n",0,0.0254430590321749,35.8,0,59,0.219957418922549,17
"980","20","1",0,"n",0,0.0262101515193349,37.9,0,59,0.235384654734049,17
"981","7.1","2",0.119047619047619,"n",0.0847457627118644,0.0161602577316133,16.6,0,59,0.0452847486846697,17
"982","8.5","2",0.102040816326531,"n",0.0847457627118644,0.0174048501107328,19.5,0,59,0.0641359624413149,17
"983","10","2",0.12962962962963,"n",0.11864406779661,0.0185365993809278,22.1,0,59,0.0867035324595973,17
"984","11.4","2",0.12962962962963,"n",0.11864406779661,0.0197752987043619,24.3,0,59,0.109041267268836,17
"985","12.8","2",0.0980392156862745,"n",0.0847457627118644,0.0209245602826862,26.8,0,59,0.136033630445182,17
"986","14.3","2",0.12962962962963,"n",0.11864406779661,0.0219407221762896,29.3,0,59,0.162722391397958,17
"987","15.7","2",0.0980392156862745,"n",0.0847457627118644,0.0234903664451276,30.8,0,59,0.181532444067623,17
"988","17.1","2",0.0980392156862745,"n",0.0847457627118644,0.0243244930619234,33,0,59,0.203546568052826,17
"989","18.6","2",0.0980392156862745,"n",0.0847457627118644,0.0254430590321749,35.8,0,59,0.219957418922549,17
"990","20","2",0.0980392156862745,"n",0.0847457627118644,0.0262101515193349,37.9,0,59,0.235384654734049,17
"991","7.1","0",0.529411764705882,"a",0.152542372881356,0.0161602577316133,16.6,0,59,0.0452847486846697,17
"992","8.5","0",0.2,"a",0.0338983050847458,0.0174048501107328,19.5,0,59,0.0641359624413149,17
"993","10","0",0,"a",0,0.0185365993809278,22.1,0,59,0.0867035324595973,17
"994","11.4","0",0,"a",0,0.0197752987043619,24.3,0,59,0.109041267268836,17
"995","12.8","0",0,"a",0,0.0209245602826862,26.8,0,59,0.136033630445182,17
"996","14.3","0",0,"a",0,0.0219407221762896,29.3,0,59,0.162722391397958,17
"997","15.7","0",0,"a",0,0.0234903664451276,30.8,0,59,0.181532444067623,17
"998","17.1","0",0,"a",0,0.0243244930619234,33,0,59,0.203546568052826,17
"999","18.6","0",0,"a",0,0.0254430590321749,35.8,0,59,0.219957418922549,17
"1000","20","0",0,"a",0,0.0262101515193349,37.9,0,59,0.235384654734049,17
"1001","7.1","1",0.0588235294117647,"a",0.0169491525423729,0.0161602577316133,16.6,0,59,0.0452847486846697,17
"1002","8.5","1",0.1,"a",0.0169491525423729,0.0174048501107328,19.5,0,59,0.0641359624413149,17
"1003","10","1",0,"a",0,0.0185365993809278,22.1,0,59,0.0867035324595973,17
"1004","11.4","1",0,"a",0,0.0197752987043619,24.3,0,59,0.109041267268836,17
"1005","12.8","1",0.125,"a",0.0169491525423729,0.0209245602826862,26.8,0,59,0.136033630445182,17
"1006","14.3","1",0,"a",0,0.0219407221762896,29.3,0,59,0.162722391397958,17
"1007","15.7","1",0.125,"a",0.0169491525423729,0.0234903664451276,30.8,0,59,0.181532444067623,17
"1008","17.1","1",0.125,"a",0.0169491525423729,0.0243244930619234,33,0,59,0.203546568052826,17
"1009","18.6","1",0.125,"a",0.0169491525423729,0.0254430590321749,35.8,0,59,0.219957418922549,17
"1010","20","1",0.125,"a",0.0169491525423729,0.0262101515193349,37.9,0,59,0.235384654734049,17
"1011","7.1","2",0.411764705882353,"a",0.11864406779661,0.0161602577316133,16.6,0,59,0.0452847486846697,17
"1012","8.5","2",0.7,"a",0.11864406779661,0.0174048501107328,19.5,0,59,0.0641359624413149,17
"1013","10","2",1,"a",0.0847457627118644,0.0185365993809278,22.1,0,59,0.0867035324595973,17
"1014","11.4","2",1,"a",0.0847457627118644,0.0197752987043619,24.3,0,59,0.109041267268836,17
"1015","12.8","2",0.875,"a",0.11864406779661,0.0209245602826862,26.8,0,59,0.136033630445182,17
"1016","14.3","2",1,"a",0.0847457627118644,0.0219407221762896,29.3,0,59,0.162722391397958,17
"1017","15.7","2",0.875,"a",0.11864406779661,0.0234903664451276,30.8,0,59,0.181532444067623,17
"1018","17.1","2",0.875,"a",0.11864406779661,0.0243244930619234,33,0,59,0.203546568052826,17
"1019","18.6","2",0.875,"a",0.11864406779661,0.0254430590321749,35.8,0,59,0.219957418922549,17
"1020","20","2",0.875,"a",0.11864406779661,0.0262101515193349,37.9,0,59,0.235384654734049,17
"1021","7.1","0",0.880952380952381,"n",0.627118644067797,0.0116389855257826,16.6,0,59,0.0452847486846697,18
"1022","8.5","0",0.897959183673469,"n",0.745762711864407,0.0118504271606409,19.5,0,59,0.0641359624413149,18
"1023","10","0",0.901960784313726,"n",0.779661016949153,0.0124964076618392,22.1,0,59,0.0867035324595973,18
"1024","11.4","0",0.849056603773585,"n",0.76271186440678,0.0133786059693787,24,0,59,0.10837188963516,18
"1025","12.8","0",0.901960784313726,"n",0.779661016949153,0.0141633767971189,26.7,0,59,0.135327955890245,18
"1026","14.3","0",0.851851851851852,"n",0.779661016949153,0.0146871537487608,29.3,0,59,0.162722391397958,18
"1027","15.7","0",0.901960784313726,"n",0.779661016949153,0.0157503938518276,30.8,0,59,0.181532444067623,18
"1028","17.1","0",0.901960784313726,"n",0.779661016949153,0.0162795056117956,33.2,0,59,0.204680881715935,18
"1029","18.6","0",0.901960784313726,"n",0.779661016949153,0.0170260154571638,35.8,0,59,0.22044411077836,18
"1030","20","0",0.891304347826087,"n",0.694915254237288,0.0181321845360207,36.7,0,59,0.230890338392088,18
"1031","7.1","1",0,"n",0,0.0116389855257826,16.6,0,59,0.0452847486846697,18
"1032","8.5","1",0,"n",0,0.0118504271606409,19.5,0,59,0.0641359624413149,18
"1033","10","1",0.0196078431372549,"n",0.0169491525423729,0.0124964076618392,22.1,0,59,0.0867035324595973,18
"1034","11.4","1",0.0188679245283019,"n",0.0169491525423729,0.0133786059693787,24,0,59,0.10837188963516,18
"1035","12.8","1",0,"n",0,0.0141633767971189,26.7,0,59,0.135327955890245,18
"1036","14.3","1",0.0185185185185185,"n",0.0169491525423729,0.0146871537487608,29.3,0,59,0.162722391397958,18
"1037","15.7","1",0,"n",0,0.0157503938518276,30.8,0,59,0.181532444067623,18
"1038","17.1","1",0,"n",0,0.0162795056117956,33.2,0,59,0.204680881715935,18
"1039","18.6","1",0,"n",0,0.0170260154571638,35.8,0,59,0.22044411077836,18
"1040","20","1",0,"n",0,0.0181321845360207,36.7,0,59,0.230890338392088,18
"1041","7.1","2",0.119047619047619,"n",0.0847457627118644,0.0116389855257826,16.6,0,59,0.0452847486846697,18
"1042","8.5","2",0.102040816326531,"n",0.0847457627118644,0.0118504271606409,19.5,0,59,0.0641359624413149,18
"1043","10","2",0.0784313725490196,"n",0.0677966101694915,0.0124964076618392,22.1,0,59,0.0867035324595973,18
"1044","11.4","2",0.132075471698113,"n",0.11864406779661,0.0133786059693787,24,0,59,0.10837188963516,18
"1045","12.8","2",0.0980392156862745,"n",0.0847457627118644,0.0141633767971189,26.7,0,59,0.135327955890245,18
"1046","14.3","2",0.12962962962963,"n",0.11864406779661,0.0146871537487608,29.3,0,59,0.162722391397958,18
"1047","15.7","2",0.0980392156862745,"n",0.0847457627118644,0.0157503938518276,30.8,0,59,0.181532444067623,18
"1048","17.1","2",0.0980392156862745,"n",0.0847457627118644,0.0162795056117956,33.2,0,59,0.204680881715935,18
"1049","18.6","2",0.0980392156862745,"n",0.0847457627118644,0.0170260154571638,35.8,0,59,0.22044411077836,18
"1050","20","2",0.108695652173913,"n",0.0847457627118644,0.0181321845360207,36.7,0,59,0.230890338392088,18
"1051","7.1","0",0.529411764705882,"a",0.152542372881356,0.0116389855257826,16.6,0,59,0.0452847486846697,18
"1052","8.5","0",0.2,"a",0.0338983050847458,0.0118504271606409,19.5,0,59,0.0641359624413149,18
"1053","10","0",0,"a",0,0.0124964076618392,22.1,0,59,0.0867035324595973,18
"1054","11.4","0",0.166666666666667,"a",0.0169491525423729,0.0133786059693787,24,0,59,0.10837188963516,18
"1055","12.8","0",0,"a",0,0.0141633767971189,26.7,0,59,0.135327955890245,18
"1056","14.3","0",0,"a",0,0.0146871537487608,29.3,0,59,0.162722391397958,18
"1057","15.7","0",0,"a",0,0.0157503938518276,30.8,0,59,0.181532444067623,18
"1058","17.1","0",0,"a",0,0.0162795056117956,33.2,0,59,0.204680881715935,18
"1059","18.6","0",0,"a",0,0.0170260154571638,35.8,0,59,0.22044411077836,18
"1060","20","0",0.384615384615385,"a",0.0847457627118644,0.0181321845360207,36.7,0,59,0.230890338392088,18
"1061","7.1","1",0.0588235294117647,"a",0.0169491525423729,0.0116389855257826,16.6,0,59,0.0452847486846697,18
"1062","8.5","1",0.1,"a",0.0169491525423729,0.0118504271606409,19.5,0,59,0.0641359624413149,18
"1063","10","1",0,"a",0,0.0124964076618392,22.1,0,59,0.0867035324595973,18
"1064","11.4","1",0,"a",0,0.0133786059693787,24,0,59,0.10837188963516,18
"1065","12.8","1",0.125,"a",0.0169491525423729,0.0141633767971189,26.7,0,59,0.135327955890245,18
"1066","14.3","1",0,"a",0,0.0146871537487608,29.3,0,59,0.162722391397958,18
"1067","15.7","1",0.125,"a",0.0169491525423729,0.0157503938518276,30.8,0,59,0.181532444067623,18
"1068","17.1","1",0.125,"a",0.0169491525423729,0.0162795056117956,33.2,0,59,0.204680881715935,18
"1069","18.6","1",0.125,"a",0.0169491525423729,0.0170260154571638,35.8,0,59,0.22044411077836,18
"1070","20","1",0.0769230769230769,"a",0.0169491525423729,0.0181321845360207,36.7,0,59,0.230890338392088,18
"1071","7.1","2",0.411764705882353,"a",0.11864406779661,0.0116389855257826,16.6,0,59,0.0452847486846697,18
"1072","8.5","2",0.7,"a",0.11864406779661,0.0118504271606409,19.5,0,59,0.0641359624413149,18
"1073","10","2",1,"a",0.135593220338983,0.0124964076618392,22.1,0,59,0.0867035324595973,18
"1074","11.4","2",0.833333333333333,"a",0.0847457627118644,0.0133786059693787,24,0,59,0.10837188963516,18
"1075","12.8","2",0.875,"a",0.11864406779661,0.0141633767971189,26.7,0,59,0.135327955890245,18
"1076","14.3","2",1,"a",0.0847457627118644,0.0146871537487608,29.3,0,59,0.162722391397958,18
"1077","15.7","2",0.875,"a",0.11864406779661,0.0157503938518276,30.8,0,59,0.181532444067623,18
"1078","17.1","2",0.875,"a",0.11864406779661,0.0162795056117956,33.2,0,59,0.204680881715935,18
"1079","18.6","2",0.875,"a",0.11864406779661,0.0170260154571638,35.8,0,59,0.22044411077836,18
"1080","20","2",0.538461538461538,"a",0.11864406779661,0.0181321845360207,36.7,0,59,0.230890338392088,18
"1081","7.1","0",0.772727272727273,"n",0.288135593220339,0.014418481370141,11.7,0,59,0.0300768123508457,19
"1082","8.5","0",0.857142857142857,"n",0.610169491525424,0.0121517047475298,15.4,0,59,0.0472143068438731,19
"1083","10","0",0.571428571428571,"n",0.135593220338983,0.0161986276592792,14.1,0,59,0.0480064114426798,19
"1084","11.4","0",0.75,"n",0.254237288135593,0.0150255385383945,17.7,0,59,0.0697613126817393,19
"1085","12.8","0",0.8125,"n",0.440677966101695,0.0136109685922031,22,0,59,0.104389210026611,19
"1086","14.3","0",0.833333333333333,"n",0.423728813559322,0.0143510691970794,23.7,0,59,0.125495223026905,19
"1087","15.7","0",0.705882352941177,"n",0.203389830508475,0.0178737889076521,21.7,0,59,0.121322293470408,19
"1088","17.1","0",0.6875,"n",0.186440677966102,0.0187270482021902,22.7,0,59,0.138152067433214,19
"1089","18.6","0",0.583333333333333,"n",0.11864406779661,0.0202162821784793,22.7,0,59,0.149450489059954,19
"1090","20","0",0.333333333333333,"n",0.0508474576271186,0.0212851548526274,22.8,0,59,0.161345158459013,19
"1091","7.1","1",0.0454545454545455,"n",0.0169491525423729,0.014418481370141,11.7,0,59,0.0300768123508457,19
"1092","8.5","1",0.0238095238095238,"n",0.0169491525423729,0.0121517047475298,15.4,0,59,0.0472143068438731,19
"1093","10","1",0,"n",0,0.0161986276592792,14.1,0,59,0.0480064114426798,19
"1094","11.4","1",0,"n",0,0.0150255385383945,17.7,0,59,0.0697613126817393,19
"1095","12.8","1",0.03125,"n",0.0169491525423729,0.0136109685922031,22,0,59,0.104389210026611,19
"1096","14.3","1",0,"n",0,0.0143510691970794,23.7,0,59,0.125495223026905,19
"1097","15.7","1",0,"n",0,0.0178737889076521,21.7,0,59,0.121322293470408,19
"1098","17.1","1",0,"n",0,0.0187270482021902,22.7,0,59,0.138152067433214,19
"1099","18.6","1",0,"n",0,0.0202162821784793,22.7,0,59,0.149450489059954,19
"1100","20","1",0.111111111111111,"n",0.0169491525423729,0.0212851548526274,22.8,0,59,0.161345158459013,19
"1101","7.1","2",0.181818181818182,"n",0.0677966101694915,0.014418481370141,11.7,0,59,0.0300768123508457,19
"1102","8.5","2",0.119047619047619,"n",0.0847457627118644,0.0121517047475298,15.4,0,59,0.0472143068438731,19
"1103","10","2",0.428571428571429,"n",0.101694915254237,0.0161986276592792,14.1,0,59,0.0480064114426798,19
"1104","11.4","2",0.25,"n",0.0847457627118644,0.0150255385383945,17.7,0,59,0.0697613126817393,19
"1105","12.8","2",0.15625,"n",0.0847457627118644,0.0136109685922031,22,0,59,0.104389210026611,19
"1106","14.3","2",0.166666666666667,"n",0.0847457627118644,0.0143510691970794,23.7,0,59,0.125495223026905,19
"1107","15.7","2",0.294117647058824,"n",0.0847457627118644,0.0178737889076521,21.7,0,59,0.121322293470408,19
"1108","17.1","2",0.3125,"n",0.0847457627118644,0.0187270482021902,22.7,0,59,0.138152067433214,19
"1109","18.6","2",0.416666666666667,"n",0.0847457627118644,0.0202162821784793,22.7,0,59,0.149450489059954,19
"1110","20","2",0.555555555555556,"n",0.0847457627118644,0.0212851548526274,22.8,0,59,0.161345158459013,19
"1111","7.1","0",0.756756756756757,"a",0.474576271186441,0.014418481370141,11.7,0,59,0.0300768123508457,19
"1112","8.5","0",0.529411764705882,"a",0.152542372881356,0.0121517047475298,15.4,0,59,0.0472143068438731,19
"1113","10","0",0.822222222222222,"a",0.627118644067797,0.0161986276592792,14.1,0,59,0.0480064114426798,19
"1114","11.4","0",0.743589743589744,"a",0.491525423728814,0.0150255385383945,17.7,0,59,0.0697613126817393,19
"1115","12.8","0",0.703703703703704,"a",0.322033898305085,0.0136109685922031,22,0,59,0.104389210026611,19
"1116","14.3","0",0.689655172413793,"a",0.338983050847458,0.0143510691970794,23.7,0,59,0.125495223026905,19
"1117","15.7","0",0.785714285714286,"a",0.559322033898305,0.0178737889076521,21.7,0,59,0.121322293470408,19
"1118","17.1","0",0.790697674418605,"a",0.576271186440678,0.0187270482021902,22.7,0,59,0.138152067433214,19
"1119","18.6","0",0.808510638297872,"a",0.644067796610169,0.0202162821784793,22.7,0,59,0.149450489059954,19
"1120","20","0",0.84,"a",0.711864406779661,0.0212851548526274,22.8,0,59,0.161345158459013,19
"1121","7.1","1",0.0540540540540541,"a",0.0338983050847458,0.014418481370141,11.7,0,59,0.0300768123508457,19
"1122","8.5","1",0.117647058823529,"a",0.0338983050847458,0.0121517047475298,15.4,0,59,0.0472143068438731,19
"1123","10","1",0.0666666666666667,"a",0.0508474576271186,0.0161986276592792,14.1,0,59,0.0480064114426798,19
"1124","11.4","1",0.128205128205128,"a",0.0847457627118644,0.0150255385383945,17.7,0,59,0.0697613126817393,19
"1125","12.8","1",0.0740740740740741,"a",0.0338983050847458,0.0136109685922031,22,0,59,0.104389210026611,19
"1126","14.3","1",0.103448275862069,"a",0.0508474576271186,0.0143510691970794,23.7,0,59,0.125495223026905,19
"1127","15.7","1",0.0714285714285714,"a",0.0508474576271186,0.0178737889076521,21.7,0,59,0.121322293470408,19
"1128","17.1","1",0.0697674418604651,"a",0.0508474576271186,0.0187270482021902,22.7,0,59,0.138152067433214,19
"1129","18.6","1",0.0638297872340425,"a",0.0508474576271186,0.0202162821784793,22.7,0,59,0.149450489059954,19
"1130","20","1",0.04,"a",0.0338983050847458,0.0212851548526274,22.8,0,59,0.161345158459013,19
"1131","7.1","2",0.189189189189189,"a",0.11864406779661,0.014418481370141,11.7,0,59,0.0300768123508457,19
"1132","8.5","2",0.352941176470588,"a",0.101694915254237,0.0121517047475298,15.4,0,59,0.0472143068438731,19
"1133","10","2",0.111111111111111,"a",0.0847457627118644,0.0161986276592792,14.1,0,59,0.0480064114426798,19
"1134","11.4","2",0.128205128205128,"a",0.0847457627118644,0.0150255385383945,17.7,0,59,0.0697613126817393,19
"1135","12.8","2",0.222222222222222,"a",0.101694915254237,0.0136109685922031,22,0,59,0.104389210026611,19
"1136","14.3","2",0.206896551724138,"a",0.101694915254237,0.0143510691970794,23.7,0,59,0.125495223026905,19
"1137","15.7","2",0.142857142857143,"a",0.101694915254237,0.0178737889076521,21.7,0,59,0.121322293470408,19
"1138","17.1","2",0.13953488372093,"a",0.101694915254237,0.0187270482021902,22.7,0,59,0.138152067433214,19
"1139","18.6","2",0.127659574468085,"a",0.101694915254237,0.0202162821784793,22.7,0,59,0.149450489059954,19
"1140","20","2",0.12,"a",0.101694915254237,0.0212851548526274,22.8,0,59,0.161345158459013,19
"1141","7.1","0",0,"n",0,0.0150823498609031,11,0,59,0.0282405091693075,20
"1142","8.5","0",0,"n",0,0.01604208993412,11.8,0,59,0.0343668304006612,20
"1143","10","0",0.4,"n",0.0677966101694915,0.0169394892265828,13.1,0,59,0.0441496421254111,20
"1144","11.4","0",0.4,"n",0.0677966101694915,0.0177054305179178,14.5,0,59,0.0556115355845266,20
"1145","12.8","0",0.285714285714286,"n",0.0338983050847458,0.0176151942564781,17.3,0,59,0.0757082084114769,20
"1146","14.3","0",0.5,"n",0.101694915254237,0.0182218468666968,18.3,0,59,0.0920464252888831,20
"1147","15.7","0",0.615384615384615,"n",0.135593220338983,0.0180622781151433,20.4,0,59,0.11241046040049,20
"1148","17.1","0",0.583333333333333,"n",0.11864406779661,0.018940175546586,21.4,0,59,0.128994307539635,20
"1149","18.6","0",0.444444444444444,"n",0.0677966101694915,0.0207510062927215,21.7,0,59,0.141685393861228,20
"1150","20","0",0.666666666666667,"n",0.203389830508475,0.0218885749574672,21.7,0,59,0.153758504197163,20
"1151","7.1","1",0,"n",0,0.0150823498609031,11,0,59,0.0282405091693075,20
"1152","8.5","1",0,"n",0,0.01604208993412,11.8,0,59,0.0343668304006612,20
"1153","10","1",0,"n",0,0.0169394892265828,13.1,0,59,0.0441496421254111,20
"1154","11.4","1",0,"n",0,0.0177054305179178,14.5,0,59,0.0556115355845266,20
"1155","12.8","1",0,"n",0,0.0176151942564781,17.3,0,59,0.0757082084114769,20
"1156","14.3","1",0,"n",0,0.0182218468666968,18.3,0,59,0.0920464252888831,20
"1157","15.7","1",0,"n",0,0.0180622781151433,20.4,0,59,0.11241046040049,20
"1158","17.1","1",0,"n",0,0.018940175546586,21.4,0,59,0.128994307539635,20
"1159","18.6","1",0,"n",0,0.0207510062927215,21.7,0,59,0.141685393861228,20
"1160","20","1",0,"n",0,0.0218885749574672,21.7,0,59,0.153758504197163,20
"1161","7.1","2",1,"n",0.0847457627118644,0.0150823498609031,11,0,59,0.0282405091693075,20
"1162","8.5","2",1,"n",0.0847457627118644,0.01604208993412,11.8,0,59,0.0343668304006612,20
"1163","10","2",0.6,"n",0.101694915254237,0.0169394892265828,13.1,0,59,0.0441496421254111,20
"1164","11.4","2",0.6,"n",0.101694915254237,0.0177054305179178,14.5,0,59,0.0556115355845266,20
"1165","12.8","2",0.714285714285714,"n",0.0847457627118644,0.0176151942564781,17.3,0,59,0.0757082084114769,20
"1166","14.3","2",0.5,"n",0.101694915254237,0.0182218468666968,18.3,0,59,0.0920464252888831,20
"1167","15.7","2",0.384615384615385,"n",0.0847457627118644,0.0180622781151433,20.4,0,59,0.11241046040049,20
"1168","17.1","2",0.416666666666667,"n",0.0847457627118644,0.018940175546586,21.4,0,59,0.128994307539635,20
"1169","18.6","2",0.555555555555556,"n",0.0847457627118644,0.0207510062927215,21.7,0,59,0.141685393861228,20
"1170","20","2",0.333333333333333,"n",0.101694915254237,0.0218885749574672,21.7,0,59,0.153758504197163,20
"1171","7.1","0",0.833333333333333,"a",0.76271186440678,0.0150823498609031,11,0,59,0.0282405091693075,20
"1172","8.5","0",0.833333333333333,"a",0.76271186440678,0.01604208993412,11.8,0,59,0.0343668304006612,20
"1173","10","0",0.836734693877551,"a",0.694915254237288,0.0169394892265828,13.1,0,59,0.0441496421254111,20
"1174","11.4","0",0.836734693877551,"a",0.694915254237288,0.0177054305179178,14.5,0,59,0.0556115355845266,20
"1175","12.8","0",0.826923076923077,"a",0.728813559322034,0.0176151942564781,17.3,0,59,0.0757082084114769,20
"1176","14.3","0",0.829787234042553,"a",0.661016949152542,0.0182218468666968,18.3,0,59,0.0920464252888831,20
"1177","15.7","0",0.804347826086957,"a",0.627118644067797,0.0180622781151433,20.4,0,59,0.11241046040049,20
"1178","17.1","0",0.808510638297872,"a",0.644067796610169,0.018940175546586,21.4,0,59,0.128994307539635,20
"1179","18.6","0",0.82,"a",0.694915254237288,0.0207510062927215,21.7,0,59,0.141685393861228,20
"1180","20","0",0.804878048780488,"a",0.559322033898305,0.0218885749574672,21.7,0,59,0.153758504197163,20
"1181","7.1","1",0.0555555555555556,"a",0.0508474576271186,0.0150823498609031,11,0,59,0.0282405091693075,20
"1182","8.5","1",0.0555555555555556,"a",0.0508474576271186,0.01604208993412,11.8,0,59,0.0343668304006612,20
"1183","10","1",0.0612244897959184,"a",0.0508474576271186,0.0169394892265828,13.1,0,59,0.0441496421254111,20
"1184","11.4","1",0.0612244897959184,"a",0.0508474576271186,0.0177054305179178,14.5,0,59,0.0556115355845266,20
"1185","12.8","1",0.0576923076923077,"a",0.0508474576271186,0.0176151942564781,17.3,0,59,0.0757082084114769,20
"1186","14.3","1",0.0638297872340425,"a",0.0508474576271186,0.0182218468666968,18.3,0,59,0.0920464252888831,20
"1187","15.7","1",0.0652173913043478,"a",0.0508474576271186,0.0180622781151433,20.4,0,59,0.11241046040049,20
"1188","17.1","1",0.0638297872340425,"a",0.0508474576271186,0.018940175546586,21.4,0,59,0.128994307539635,20
"1189","18.6","1",0.06,"a",0.0508474576271186,0.0207510062927215,21.7,0,59,0.141685393861228,20
"1190","20","1",0.0731707317073171,"a",0.0508474576271186,0.0218885749574672,21.7,0,59,0.153758504197163,20
"1191","7.1","2",0.111111111111111,"a",0.101694915254237,0.0150823498609031,11,0,59,0.0282405091693075,20
"1192","8.5","2",0.111111111111111,"a",0.101694915254237,0.01604208993412,11.8,0,59,0.0343668304006612,20
"1193","10","2",0.102040816326531,"a",0.0847457627118644,0.0169394892265828,13.1,0,59,0.0441496421254111,20
"1194","11.4","2",0.102040816326531,"a",0.0847457627118644,0.0177054305179178,14.5,0,59,0.0556115355845266,20
"1195","12.8","2",0.115384615384615,"a",0.101694915254237,0.0176151942564781,17.3,0,59,0.0757082084114769,20
"1196","14.3","2",0.106382978723404,"a",0.0847457627118644,0.0182218468666968,18.3,0,59,0.0920464252888831,20
"1197","15.7","2",0.130434782608696,"a",0.101694915254237,0.0180622781151433,20.4,0,59,0.11241046040049,20
"1198","17.1","2",0.127659574468085,"a",0.101694915254237,0.018940175546586,21.4,0,59,0.128994307539635,20
"1199","18.6","2",0.12,"a",0.101694915254237,0.0207510062927215,21.7,0,59,0.141685393861228,20
"1200","20","2",0.121951219512195,"a",0.0847457627118644,0.0218885749574672,21.7,0,59,0.153758504197163,20
"1201","7.1","0",0.901960784313726,"n",0.779661016949153,0.0234375815914213,16.6,0,59,0.0460509446734196,21
"1202","8.5","0",0.901960784313726,"n",0.779661016949153,0.0261639749380646,19.5,0,59,0.0651331026350401,21
"1203","10","0",0.851851851851852,"n",0.779661016949153,0.0279172255060254,22.1,0,59,0.0879098706918959,21
"1204","11.4","0",0.901960784313726,"n",0.779661016949153,0.030241025758995,24.2,0,59,0.10837188963516,21
"1205","12.8","0",0.901960784313726,"n",0.779661016949153,0.0320600629234244,27.1,0,59,0.138152067433214,21
"1206","14.3","0",0.901960784313726,"n",0.779661016949153,0.0335271218292992,29.3,0,59,0.164099189433103,21
"1207","15.7","0",0.901960784313726,"n",0.779661016949153,0.0348242130181328,31.4,0,59,0.187297261772593,21
"1208","17.1","0",0.901960784313726,"n",0.779661016949153,0.0361603983768151,33.8,0,59,0.209114191955671,21
"1209","18.6","0",0.901960784313726,"n",0.779661016949153,0.0380127557287008,35.8,0,59,0.223305317857555,21
"1210","20","0",0.901960784313726,"n",0.779661016949153,0.039157371040338,37.9,0,59,0.238077649202721,21
"1211","7.1","1",0,"n",0,0.0234375815914213,16.6,0,59,0.0460509446734196,21
"1212","8.5","1",0,"n",0,0.0261639749380646,19.5,0,59,0.0651331026350401,21
"1213","10","1",0.0185185185185185,"n",0.0169491525423729,0.0279172255060254,22.1,0,59,0.0879098706918959,21
"1214","11.4","1",0,"n",0,0.030241025758995,24.2,0,59,0.10837188963516,21
"1215","12.8","1",0,"n",0,0.0320600629234244,27.1,0,59,0.138152067433214,21
"1216","14.3","1",0,"n",0,0.0335271218292992,29.3,0,59,0.164099189433103,21
"1217","15.7","1",0,"n",0,0.0348242130181328,31.4,0,59,0.187297261772593,21
"1218","17.1","1",0,"n",0,0.0361603983768151,33.8,0,59,0.209114191955671,21
"1219","18.6","1",0,"n",0,0.0380127557287008,35.8,0,59,0.223305317857555,21
"1220","20","1",0,"n",0,0.039157371040338,37.9,0,59,0.238077649202721,21
"1221","7.1","2",0.0980392156862745,"n",0.0847457627118644,0.0234375815914213,16.6,0,59,0.0460509446734196,21
"1222","8.5","2",0.0980392156862745,"n",0.0847457627118644,0.0261639749380646,19.5,0,59,0.0651331026350401,21
"1223","10","2",0.12962962962963,"n",0.11864406779661,0.0279172255060254,22.1,0,59,0.0879098706918959,21
"1224","11.4","2",0.0980392156862745,"n",0.0847457627118644,0.030241025758995,24.2,0,59,0.10837188963516,21
