"","Time","Wstart","A","h","S.day","Fit","Beh","S.cum","W","N","yn","ya","iter_id"
"933",33,"8.8",3,"n",0.927395086302125,0.0073179498010849,0,0.0708674415571335,18.4,0.5,1,1,9
"934",34,"8.8",3,"n",0.927596038328517,0.00789086540264552,0,0.0657363580348747,18.8,0.5,1,1,9
"935",35,"8.8",3,"n",0.92779125624047,0.00850679075437244,0,0.0609896182018497,19.2,0.5,1,1,9
"936",36,"8.8",3,"n",0.927981017809309,0.00916886282033208,0,0.0565972079747536,19.6,0.5,1,1,9
"937",37,"8.8",3,"n",0.928165582039296,0.00988044221203691,0,0.0525315804816863,20,0.5,1,1,9
"938",38,"8.8",3,"n",0.928389345497555,0.0106451288468684,0,0.0487697596213449,20.5,0.5,1,1,9
"939",39,"8.8",3,"n",0.928605803061885,0.0114662333195598,0,0.0452878817983141,21,0.5,1,1,9
"940",40,"8.8",3,"n",0.928815358472214,0.0123477941681522,0,0.0420640801669483,21.5,0.5,1,1,9
"941",41,"8.8",3,"n",0.929018384438498,0.0132941322034799,0,0.0390783037995898,22,0.5,1,1,9
"942",42,"8.8",3,"n",0.929215225665929,0.0143098698864985,0,0.0363121548837776,22.5,0.5,1,1,9
"943",43,"8.8",3,"n",0.929406201525493,0.015399952014608,0,0.0337487419397371,23,0.5,1,1,9
"944",44,"8.8",3,"n",0.929591608418154,0.0165696678043799,0,0.0313725473018494,23.5,0.5,1,1,9
"945",45,"8.8",3,"n",0.929771721873495,0.0178246744638496,0,0.0291693073243982,24,0.5,1,1,9
"946",46,"8.8",3,"n",0.918810680227596,0.0191710223536727,1,0.0268010711044981,24.5,0.5,1,1,9
"947",47,"8.8",4,"n",0.930049526804429,0.0208650408253025,2,0.0249263234985903,24.8,0.5,1,1,9
"948",48,"8.8",6,"n",0.918912239602036,0.0224343330370728,1,0.0229051037511345,24.8,0.5,1,1,9
"949",49,"8.8",7,"n",0.930150577193944,0.0244140104682779,2,0.0213051954748049,25.1,0.5,1,1,9
"950",50,"8.8",9,"n",0.930150577193944,0.0262473744218162,2,0.0198170398681196,25.1,0.5,1,1,9
"951",51,"8.8",11,"a",0.911657038030695,0.0282184143786683,2,0.0180663438687061,25.1,0.5,1,1,9
"952",52,"8.8",13,"n",0.930117077238907,0.0309528838165106,2,0.016803814955554,25,0.5,1,1,9
"953",53,"8.8",15,"n",0.930117077238907,0.0332784813589226,2,0.0156295152529233,25,0.5,1,1,9
"954",54,"8.8",17,"n",0.918979021340098,0.0357788091126241,1,0.0143631966311516,25,0.5,1,1,9
"955",55,"8.8",18,"n",0.93021703515338,0.0389332164084113,2,0.0133608901855548,25.3,0.5,1,1,9
"956",56,"8.8",20,"n",0.919077841779336,0.0418539060639669,1,0.0122796981159904,25.3,0.5,1,1,9
"957",57,"8.8",21,"n",0.93031539226069,0.0455390220081224,2,0.0114239921696205,25.6,0.5,1,1,9
"958",58,"8.8",23,"n",0.919175079633795,0.048950089815736,1,0.0105006489122468,25.6,0.5,1,1,9
"959",59,"8.8",24,"a",0.911913709427164,0.0532543700327885,2,0.00957568570095928,25.9,0.5,1,1,9
"960",60,"8.8",26,"o",NA,NA,NA,NA,25.8,0.5,1,1,9
"961",1,"9.4",1,"a",0.901962470425049,0.000669955633410837,2,0.901962470425049,9.4,0.5,1,1,9
"962",2,"9.4",3,"n",0.920269225980579,0.000742775509379145,0,0.83004830452159,9.4,0.5,1,1,9
"963",3,"9.4",3,"n",0.920519630226717,0.000807128488500408,0,0.764075758348528,9.6,0.5,1,1,9
"964",4,"9.4",3,"n",0.920763049721336,0.000876818333903013,0,0.703532725475133,9.8,0.5,1,1,9
"965",5,"9.4",3,"n",0.920999815536902,0.000952273588919948,0,0.647953510386772,10,0.5,1,1,9
"966",6,"9.4",3,"n",0.921343159391811,0.00103395632969244,0,0.596987534398763,10.3,0.5,1,1,9
"967",7,"9.4",3,"n",0.921673183983549,0.00112222717361354,0,0.550227401627796,10.6,0.5,1,1,9
"968",8,"9.4",3,"n",0.92199076044583,0.00121759772673778,0,0.507304580444945,10.9,0.5,1,1,9
"969",9,"9.4",3,"n",0.922296680984094,0.00132061814388357,0,0.467885330792401,11.2,0.5,1,1,9
"970",10,"9.4",3,"n",0.922591667912213,0.0014318799699837,0,0.431667107727419,11.5,0.5,1,1,9
"971",11,"9.4",3,"n",0.922876381449667,0.00155201918658553,0,0.398375378370324,11.8,0.5,1,1,9
"972",12,"9.4",3,"n",0.923151426475915,0.00168171947812512,0,0.367760798815447,12.1,0.5,1,1,9
"973",13,"9.4",3,"n",0.923417358403457,0.00182171573362021,0,0.339596705366505,12.4,0.5,1,1,9
"974",14,"9.4",3,"n",0.923674688302779,0.00197279780051988,0,0.313676880978057,12.7,0.5,1,1,9
"975",15,"9.4",3,"n",0.923923887389647,0.00213581450861756,0,0.289813563257506,13,0.5,1,1,9
"976",16,"9.4",3,"n",0.924165390966792,0.00231167798318523,0,0.267835664995352,13.3,0.5,1,1,9
"977",17,"9.4",3,"n",0.924399601896895,0.00250136826782372,0,0.247587182095494,13.6,0.5,1,1,9
"978",18,"9.4",3,"n",0.924626893671662,0.00270593827895516,0,0.228925767093876,13.9,0.5,1,1,9
"979",19,"9.4",3,"n",0.924847613131472,0.0029265191154131,0,0.211721449281063,14.2,0.5,1,1,9
"980",20,"9.4",3,"n",0.925062082881865,0.00316432574822149,0,0.195855484862707,14.5,0.5,1,1,9
"981",21,"9.4",3,"n",0.925270603446143,0.00342066311740246,0,0.181219322667154,14.8,0.5,1,1,9
"982",22,"9.4",3,"n",0.925539858467806,0.00369693266452246,0,0.167725706252989,15.2,0.5,1,1,9
"983",23,"9.4",3,"n",0.925799647746171,0.00399435273445985,0,0.155280399766995,15.6,0.5,1,1,9
"984",24,"9.4",3,"n",0.926050533621112,0.00431448936514933,0,0.143797497065125,16,0.5,1,1,9
"985",25,"9.4",3,"n",0.92629303204564,0.00465902152043312,0,0.133198619557029,16.4,0.5,1,1,9
"986",26,"9.4",3,"n",0.92652761743212,0.00502974907426871,0,0.123412199623422,16.8,0.5,1,1,9
"987",27,"9.4",3,"n",0.926754726890598,0.00542860134942195,0,0.114372839356972,17.2,0.5,1,1,9
"988",28,"9.4",3,"n",0.92697476394764,0.00585764624868516,0,0.106020735764951,17.6,0.5,1,1,9
"989",29,"9.4",3,"n",0.927188101819583,0.00631910001922773,0,0.09830116474742,18,0.5,1,1,9
"990",30,"9.4",3,"n",0.927395086302125,0.00681533769342668,0,0.091164017164533,18.4,0.5,1,1,9
"991",31,"9.4",3,"n",0.927596038328517,0.00734890425244974,0,0.0845633811599337,18.8,0.5,1,1,9
"992",32,"9.4",3,"n",0.92779125624047,0.00792252656198501,0,0.0784571656383165,19.2,0.5,1,1,9
"993",33,"9.4",3,"n",0.927981017809309,0.00853912613284168,0,0.0728067604234785,19.6,0.5,1,1,9
"994",34,"9.4",3,"n",0.928165582039296,0.00920183276270031,0,0.0675767291648536,20,0.5,1,1,9
"995",35,"9.4",3,"n",0.928389345497555,0.00991399911908254,0,0.062737515360224,20.5,0.5,1,1,9
"996",36,"9.4",3,"n",0.928605803061885,0.0106787084181468,0,0.0582584208331881,21,0.5,1,1,9
"997",37,"9.4",3,"n",0.928815358472214,0.0114997218226894,0,0.0541113160302027,21.5,0.5,1,1,9
"998",38,"9.4",3,"n",0.929018384438498,0.0123810633812139,0,0.0502704073982199,22,0.5,1,1,9
"999",39,"9.4",3,"n",0.929215225665929,0.0133270380743833,0,0.0467120279548551,22.5,0.5,1,1,9
"1000",40,"9.4",3,"n",0.929406201525493,0.0143422510805636,0,0.0434144484670745,23,0.5,1,1,9
"1001",41,"9.4",3,"n",0.929591608418154,0.0154316283418625,0,0.0403577069790949,23.5,0.5,1,1,9
"1002",42,"9.4",3,"n",0.929771721873495,0.0166004385174279,0,0.037523454708819,24,0.5,1,1,9
"1003",43,"9.4",3,"n",0.918810680227596,0.0178543164164834,1,0.0344769509454994,24.5,0.5,1,1,9
"1004",44,"9.4",4,"n",0.930049526804429,0.019431986154167,2,0.0320652719125212,24.8,0.5,1,1,9
"1005",45,"9.4",6,"n",0.918912239602036,0.0208934960925507,1,0.0294651708265831,24.8,0.5,1,1,9
"1006",46,"9.4",7,"n",0.930150577193944,0.0227372051346267,2,0.0274070456514644,25.1,0.5,1,1,9
"1007",47,"9.4",9,"n",0.930150577193944,0.0244446498148931,2,0.0254926793318904,25.1,0.5,1,1,9
"1008",48,"9.4",11,"a",0.911657038030695,0.0262803146224315,2,0.0232405805311775,25.1,0.5,1,1,9
"1009",49,"9.4",13,"n",0.930117077238907,0.0288269749764677,2,0.0216164608369943,25,0.5,1,1,9
"1010",50,"9.4",15,"n",0.930117077238907,0.0309928456125565,2,0.0201058393739544,25,0.5,1,1,9
"1011",51,"9.4",17,"n",0.918979021340098,0.0333214456233403,1,0.0184768445910978,25,0.5,1,1,9
"1012",52,"9.4",18,"n",0.93021703515338,0.0362592016243738,0,0.0171874755945208,25.3,0.5,1,1,9
"1013",53,"9.4",18,"n",0.930412192468821,0.038979292201841,0,0.0159914368509024,25.9,0.5,1,1,9
"1014",54,"9.4",18,"n",0.930601289431816,0.0418946489710229,0,0.0148816517533173,26.5,0.5,1,1,9
"1015",55,"9.4",18,"n",0.930784644894719,0.0450189027747876,2,0.0138516129426583,27.1,0.5,1,1,9
"1016",56,"9.4",20,"n",0.9196389924973,0.0483666152226648,1,0.0127384833710488,27.1,0.5,1,1,9
"1017",57,"9.4",21,"n",0.93087426275776,0.0525930453332826,2,0.0118579263166771,27.4,0.5,1,1,9
"1018",58,"9.4",23,"n",0.93087426275776,0.0564985491998384,2,0.0110382384178726,27.4,0.5,1,1,9
"1019",59,"9.4",25,"a",0.901431076232133,0.0606940716487946,1,0.00995021113672978,27.4,0.5,1,1,9
"1020",60,"9.4",26,"o",NA,NA,NA,NA,27.6,0.5,1,1,9
"1021",1,"10",1,"a",0.902679246521921,0.000797355298120609,2,0.902679246521921,10,0.5,1,1,9
"1022",2,"10",3,"n",0.920999815536902,0.000883320737895403,0,0.831367419535679,10,0.5,1,1,9
"1023",3,"10",3,"n",0.921343159391811,0.000959088941163865,0,0.765974684930419,10.3,0.5,1,1,9
"1024",4,"10",3,"n",0.921673183983549,0.00104096821188424,0,0.705978326710615,10.6,0.5,1,1,9
"1025",5,"10",3,"n",0.92199076044583,0.00112943311140407,0,0.650905494302195,10.9,0.5,1,1,9
"1026",6,"10",3,"n",0.922296680984094,0.00122499395857062,0,0.600327977029225,11.2,0.5,1,1,9
"1027",7,"10",3,"n",0.922591667912213,0.00132819946534291,0,0.553857589621758,11.5,0.5,1,1,9
"1028",8,"10",3,"n",0.922876381449667,0.00143963956269903,0,0.511142088148562,11.8,0.5,1,1,9
"1029",9,"10",3,"n",0.923151426475915,0.00155994843040368,0,0.471861547806223,12.1,0.5,1,1,9
"1030",10,"10",3,"n",0.923417358403457,0.00168980774514827,0,0.435725144007389,12.4,0.5,1,1,9
"1031",11,"10",3,"n",0.923674688302779,0.00182995016258939,0,0.402468286576709,12.7,0.5,1,1,9
"1032",12,"10",3,"n",0.923923887389647,0.0019811630498957,0,0.371850063885003,13,0.5,1,1,9
"1033",13,"10",3,"n",0.924165390966792,0.00214429248657382,0,0.34365095967131,13.3,0.5,1,1,9
"1034",14,"10",3,"n",0.924399601896895,0.00232024755258432,0,0.317670810311645,13.6,0.5,1,1,9
"1035",15,"10",3,"n",0.924626893671662,0.00251000492408597,0,0.293726974548616,13.9,0.5,1,1,9
"1036",16,"10",3,"n",0.924847613131472,0.00271461379856563,0,0.271652691323616,14.2,0.5,1,1,9
"1037",17,"10",3,"n",0.925062082881865,0.00293520117262792,0,0.251295604456289,14.5,0.5,1,1,9
"1038",18,"10",3,"n",0.925270603446143,0.0031729774973414,0,0.232516435578634,14.8,0.5,1,1,9
"1039",19,"10",3,"n",0.925539858467806,0.00342924273777178,0,0.215203228876887,15.2,0.5,1,1,9
"1040",20,"10",3,"n",0.925799647746171,0.00370512702008183,0,0.199235073488061,15.6,0.5,1,1,9
"1041",21,"10",3,"n",0.926050533621112,0.00400208298750366,0,0.18450174611966,16,0.5,1,1,9
"1042",22,"10",3,"n",0.92629303204564,0.00432166803236365,0,0.170902681830895,16.4,0.5,1,1,9
"1043",23,"10",3,"n",0.92652761743212,0.00466555170216449,0,0.158346054609539,16.8,0.5,1,1,9
"1044",24,"10",3,"n",0.926754726890598,0.00503552362000295,0,0.146747954593867,17.2,0.5,1,1,9
"1045",25,"10",3,"n",0.92697476394764,0.00543350195460873,0,0.136031650569449,17.6,0.5,1,1,9
"1046",26,"10",3,"n",0.927188101819583,0.00586154247767164,0,0.126126927878872,18,0.5,1,1,9
"1047",27,"10",3,"n",0.927395086302125,0.00632184824866552,0,0.116969493165248,18.4,0.5,1,1,9
"1048",28,"10",3,"n",0.927596038328517,0.00681677997009141,0,0.108500438465379,18.8,0.5,1,1,9
"1049",29,"10",3,"n",0.92779125624047,0.00734886705895696,0,0.100665758106436,19.2,0.5,1,1,9
"1050",30,"10",3,"n",0.927981017809309,0.00792081948339923,0,0.0934159126661558,19.6,0.5,1,1,9
"1051",31,"10",3,"n",0.928165582039296,0.00853554041665417,0,0.0867054349515146,20,0.5,1,1,9
"1052",32,"10",3,"n",0.928389345497555,0.00919613976409307,0,0.0804964020057175,20.5,0.5,1,1,9
"1053",33,"10",3,"n",0.928605803061885,0.00990547749033521,0,0.0747494260281116,21,0.5,1,1,9
"1054",34,"10",3,"n",0.928815358472214,0.0106670424174326,0,0.0694284149318927,21.5,0.5,1,1,9
"1055",35,"10",3,"n",0.929018384438498,0.0114845672179437,0,0.0645002738741526,22,0.5,1,1,9
"1056",36,"10",3,"n",0.929215225665929,0.0123620451546662,0,0.059934636543485,22.5,0.5,1,1,9
"1057",37,"10",3,"n",0.929406201525493,0.0133037479511884,0,0.0557036228896914,23,0.5,1,1,9
"1058",38,"10",3,"n",0.929591608418154,0.014314244868769,0,0.0517816203967465,23.5,0.5,1,1,9
"1059",39,"10",3,"n",0.929771721873495,0.0153984230700264,0,0.0481450863576827,24,0.5,1,1,9
"1060",40,"10",3,"n",0.918810680227596,0.0165615093552194,1,0.0442362195459188,24.5,0.5,1,1,9
"1061",41,"10",4,"n",0.930049526804429,0.0180249421470776,2,0.0411418750562986,24.8,0.5,1,1,9
"1062",42,"10",6,"n",0.918912239602036,0.0193806261146218,1,0.0378057725494105,24.8,0.5,1,1,9
"1063",43,"10",7,"n",0.930150577193944,0.0210908346623125,2,0.0351650611580971,25.1,0.5,1,1,9
"1064",44,"10",9,"n",0.930150577193944,0.0226746455675368,2,0.0327088019332644,25.1,0.5,1,1,9
"1065",45,"10",11,"a",0.911657038030695,0.0243773923529039,2,0.0298192094880125,25.1,0.5,1,1,9
"1066",46,"10",13,"n",0.930117077238907,0.0267396524525961,2,0.0277353559745648,25,0.5,1,1,9
"1067",47,"10",15,"n",0.930117077238907,0.0287486953061586,2,0.0257971282352429,25,0.5,1,1,9
"1068",48,"10",17,"n",0.918979021340098,0.0309086845190504,1,0.0237070196590085,25,0.5,1,1,9
"1069",49,"10",18,"n",0.93021703515338,0.0336337215554473,0,0.0220526735395258,25.3,0.5,1,1,9
"1070",50,"10",18,"n",0.930412192468821,0.0361568540291262,0,0.0205180763377093,25.9,0.5,1,1,9
"1071",51,"10",18,"n",0.930601289431816,0.0388611137319526,0,0.0190941482965327,26.5,0.5,1,1,9
"1072",52,"10",18,"n",0.930784644894719,0.0417591445157781,0,0.0177725400417553,27.1,0.5,1,1,9
"1073",53,"10",18,"n",0.930962554355024,0.0448644536035524,0,0.0165455692746495,27.7,0.5,1,1,9
"1074",54,"10",18,"n",0.931135292127551,0.048191469564138,0,0.0154061634799674,28.3,0.5,1,1,9
"1075",55,"10",18,"n",0.931303113273455,0.0517556041228181,2,0.0143478080124934,28.9,0.5,1,1,9
"1076",56,"10",20,"n",0.920151561220034,0.0555733180585012,1,0.0132021579427811,28.9,0.5,1,1,9
"1077",57,"10",21,"n",0.931385254979909,0.0603958308616205,2,0.0122962952418222,29.2,0.5,1,1,9
"1078",58,"10",23,"n",0.931385254979909,0.0648451653477414,2,0.0114525880791128,29.2,0.5,1,1,9
"1079",59,"10",25,"a",0.901926702025441,0.0696222803625339,1,0.0103293949958501,29.2,0.5,1,1,9
"1080",60,"10",26,"o",NA,NA,NA,NA,29.4,0.5,1,1,9
"1081",1,"7.1",1,"n",0.916745403273673,0.00035572997307438,0,0.916745403273673,7.1,0.75,1,1,12
"1082",2,"7.1",1,"n",0.917110190735348,0.000388035731408173,0,0.840756551652071,7.3,0.75,1,1,12
"1083",3,"7.1",1,"n",0.917461667534241,0.000423106989027177,0,0.771361907869047,7.5,0.75,1,1,12
"1084",4,"7.1",1,"n",0.917800654124066,0.000461171299030197,0,0.7079564636086,7.7,0.75,1,1,12
"1085",5,"7.1",1,"n",0.918127900782503,0.000502474362987169,0,0.649994581778368,7.9,0.75,1,1,12
"1086",6,"7.1",1,"n",0.918444095207969,0.000547281443640826,0,0.596983685551515,8.1,0.75,1,1,12
"1087",7,"7.1",1,"n",0.918749869129754,0.000595878885275975,0,0.548478682973053,8.3,0.75,1,1,12
"1088",8,"7.1",1,"n",0.919045804079926,0.000648575749828836,0,0.504077032213668,8.5,0.75,1,1,12
"1089",9,"7.1",1,"n",0.919332436450322,0.000705705577403879,0,0.463414366183639,8.7,0.75,1,1,12
"1090",10,"7.1",1,"n",0.919610261937245,0.000767628280503962,0,0.426160606671619,8.9,0.75,1,1,12
"1091",11,"7.1",1,"n",0.919879739459983,0.000834732181964652,0,0.392016507833197,9.1,0.75,1,1,12
"1092",12,"7.1",1,"n",0.920141294625414,0.000907436207318451,0,0.360710577032172,9.3,0.75,1,1,12
"1093",13,"7.1",1,"n",0.920395322799818,0.000986192243103125,0,0.331996327984834,9.5,0.75,1,1,12
"1094",14,"7.1",1,"n",0.920642191839617,0.001071487673474,0,0.305649827078663,9.7,0.75,1,1,12
"1095",15,"7.1",1,"n",0.920882244525094,0.00116384810838721,0,0.281467498798905,9.9,0.75,1,1,12
"1096",16,"7.1",1,"n",0.921230236844076,0.00126384031759394,0,0.259296370582425,10.2,0.75,1,1,12
"1097",17,"7.1",1,"n",0.921564600212583,0.00137190494519976,0,0.238958356092367,10.5,0.75,1,1,12
"1098",18,"7.1",1,"n",0.921886234329857,0.0014886693183346,0,0.220292419059645,10.8,0.75,1,1,12
"1099",19,"7.1",1,"n",0.922195956639012,0.00161480805645911,0,0.203152778135031,11.1,0.75,1,1,12
"1100",20,"7.1",1,"n",0.922494511827977,0.00175104655885106,0,0.187407322892173,11.4,0.75,1,1,12
"1101",21,"7.1",1,"n",0.922782580016003,0.00189816474396282,2,0.172936212932332,11.7,0.75,1,1,12
"1102",22,"7.1",3,"n",0.922782580016003,0.00205700105861329,2,0.159582524747894,11.7,0.75,1,1,12
"1103",23,"7.1",5,"n",0.911728003965972,0.00222912861941718,1,0.145495856756248,11.7,0.75,1,1,12
"1104",24,"7.1",6,"a",0.904611308720388,0.00244494916216303,2,0.131617197393663,11.9,0.75,1,1,12
"1105",25,"7.1",8,"n",0.92296910901065,0.00270276210190376,0,0.121478607408908,11.9,0.75,1,1,12
"1106",26,"7.1",8,"n",0.923241056913457,0.00292833430232666,0,0.112154037896575,12.2,0.75,1,1,12
"1107",27,"7.1",8,"n",0.923504066767515,0.00317179817816655,0,0.103574710101885,12.5,0.75,1,1,12
"1108",28,"7.1",8,"n",0.923758635888498,0.00343452540416915,0,0.0956780329162643,12.8,0.75,1,1,12
"1109",29,"7.1",8,"n",0.924005223107795,0.00371799003628877,0,0.0884070021513077,13.1,0.75,1,1,12
"1110",30,"7.1",8,"n",0.924244252550069,0.00402377599531711,0,0.0817096636235278,13.4,0.75,1,1,12
"1111",31,"7.1",8,"n",0.924476116964965,0.00435358508772455,0,0.0755386325451924,13.7,0.75,1,1,12
"1112",32,"7.1",8,"n",0.924701180674075,0.0047092456017331,0,0.0698506627010445,14,0.75,1,1,12
"1113",33,"7.1",8,"n",0.924919782184782,0.00509272151929148,0,0.0646062597309127,14.3,0.75,1,1,12
"1114",34,"7.1",8,"n",0.925132236514717,0.00550612238745916,0,0.05976933355771,14.6,0.75,1,1,12
"1115",35,"7.1",8,"n",0.925338837264106,0.0059517138957373,0,0.0553068856183419,14.9,0.75,1,1,12
"1116",36,"7.1",8,"n",0.925605670392162,0.00643192920912557,0,0.051192366940068,15.3,0.75,1,1,12
"1117",37,"7.1",8,"n",0.925863183001415,0.00694888699893172,0,0.0473971278005078,15.7,0.75,1,1,12
"1118",38,"7.1",8,"n",0.926111925343644,0.00750530653611819,0,0.043895045283087,16.1,0.75,1,1,12
"1119",39,"7.1",8,"n",0.926352402557775,0.00810410311187091,0,0.04066228065837,16.5,0.75,1,1,12
"1120",40,"7.1",8,"n",0.926585079354931,0.00874840189272946,0,0.0376770625505882,16.9,0.75,1,1,12
"1121",41,"7.1",8,"n",0.926810384119214,0.00944155273773663,0,0.0349194928149943,17.3,0.75,1,1,12
"1122",42,"7.1",8,"n",0.927028712508733,0.0101871460435883,0,0.0323713724657421,17.7,0.75,1,1,12
"1123",43,"7.1",8,"n",0.927240430627533,0.0109890296882173,0,0.030016045345139,18.1,0.75,1,1,12
"1124",44,"7.1",8,"n",0.927445877827794,0.0118513271479978,0,0.0278382575240413,18.5,0.75,1,1,12
"1125",45,"7.1",8,"n",0.927645369192333,0.0127784568688313,0,0.0258240306785605,18.9,0.75,1,1,12
"1126",46,"7.1",8,"n",0.927839197739799,0.0137751529767858,0,0.0239605479072036,19.3,0.75,1,1,12
"1127",47,"7.1",8,"n",0.928027636388566,0.0148464874197402,2,0.0222360506408971,19.7,0.75,1,1,12
"1128",48,"7.1",10,"n",0.928027636388566,0.0159978936376459,2,0.0206356695188882,19.7,0.75,1,1,12
"1129",49,"7.1",12,"n",0.928027636388566,0.0172385961477418,2,0.0191504716089094,19.7,0.75,1,1,12
"1130",50,"7.1",14,"n",0.928027636388566,0.0185755202450932,2,0.0177721669029425,19.7,0.75,1,1,12
"1131",51,"7.1",16,"n",0.916913358761321,0.020016128309907,1,0.0162955372474438,19.7,0.75,1,1,12
"1132",52,"7.1",17,"n",0.92811991472712,0.0218299015044859,0,0.0151242126405302,19.9,0.75,1,1,12
"1133",53,"7.1",17,"n",0.928345190780417,0.0235205614685083,0,0.0140404900691766,20.4,0.75,1,1,12
"1134",54,"7.1",17,"n",0.92856307617371,0.0253360083103739,0,0.013037480649621,20.9,0.75,1,1,12
"1135",55,"7.1",17,"n",0.928773981251073,0.0272851774537223,2,0.0121088728084323,21.4,0.75,1,1,12
"1136",56,"7.1",19,"n",0.917651209758687,0.0293776290082639,1,0.011111721781472,21.4,0.75,1,1,12
"1137",57,"7.1",20,"a",0.910387391777786,0.0320139380800133,2,0.0101159714107947,21.6,0.75,1,1,12
"1138",58,"7.1",22,"n",0.928815358472214,0.0351651817337861,2,0.00939586961221195,21.5,0.75,1,1,12
"1139",59,"7.1",24,"n",0.928815358472214,0.037860250062648,2,0.00872702800202482,21.5,0.75,1,1,12
"1140",60,"7.1",26,"o",NA,NA,NA,NA,21.5,0.75,1,1,12
"1141",1,"7.6",1,"n",0.917632673662425,0.000410616706091207,0,0.917632673662425,7.6,0.75,1,1,12
"1142",2,"7.6",1,"n",0.917965700578743,0.000447473937967321,0,0.842355320152473,7.8,0.75,1,1,12
"1143",3,"7.6",1,"n",0.918287338800907,0.000487462590034906,0,0.7735242252676,8,0.75,1,1,12
"1144",4,"7.6",1,"n",0.918598247272051,0.00053083884470348,0,0.710557997553289,8.2,0.75,1,1,12
"1145",5,"7.6",1,"n",0.918899031948676,0.000577879226615014,0,0.652931056095107,8.4,0.75,1,1,12
"1146",6,"7.6",1,"n",0.919190251201075,0.000628882180221178,0,0.600167861469044,8.6,0.75,1,1,12
"1147",7,"7.6",1,"n",0.919472420552458,0.000684169767248335,0,0.551837796322735,8.8,0.75,1,1,12
"1148",8,"7.6",1,"n",0.919746016850727,0.000744089493013022,0,0.507550615115518,9,0.75,1,1,12
"1149",9,"7.6",1,"n",0.920011481951757,0.000809016271210214,0,0.466952393577954,9.2,0.75,1,1,12
"1150",10,"7.6",1,"n",0.920269225980579,0.000879354537504171,0,0.429721917807762,9.4,0.75,1,1,12
"1151",11,"7.6",1,"n",0.920519630226717,0.00095554052301074,0,0.395567460880717,9.6,0.75,1,1,12
"1152",12,"7.6",1,"n",0.920763049721336,0.00103804469957408,0,0.364223901651054,9.8,0.75,1,1,12
"1153",13,"7.6",1,"n",0.920999815536902,0.00112737440961412,0,0.335450146234752,10,0.75,1,1,12
"1154",14,"7.6",1,"n",0.921343159391811,0.00122407669425743,0,0.309064697550371,10.3,0.75,1,1,12
"1155",15,"7.6",1,"n",0.921673183983549,0.00132857847999377,0,0.284856643848163,10.6,0.75,1,1,12
"1156",16,"7.6",1,"n",0.92199076044583,0.00144148544525462,0,0.262635193679615,10.9,0.75,1,1,12
"1157",17,"7.6",1,"n",0.922296680984094,0.00156344890545063,0,0.242227567440324,11.2,0.75,1,1,12
"1158",18,"7.6",1,"n",0.922591667912213,0.00169516917677988,0,0.223477135459086,11.5,0.75,1,1,12
"1159",19,"7.6",1,"n",0.922876381449667,0.00183739918290828,0,0.206241770109218,11.8,0.75,1,1,12
"1160",20,"7.6",1,"n",0.923151426475915,0.0019909483218349,0,0.190392384275243,12.1,0.75,1,1,12
"1161",21,"7.6",1,"n",0.923417358403457,0.00215668661146443,0,0.175811632547581,12.4,0.75,1,1,12
"1162",22,"7.6",1,"n",0.923674688302779,0.00233554913370184,0,0.162392754893389,12.7,0.75,1,1,12
"1163",23,"7.6",1,"n",0.923923887389647,0.00252854079826885,0,0.150038545385014,13,0.75,1,1,12
"1164",24,"7.6",1,"n",0.924165390966792,0.00273674144892249,0,0.13866043095583,13.3,0.75,1,1,12
"1165",25,"7.6",1,"n",0.924399601896895,0.0029613113363394,0,0.128177647174421,13.6,0.75,1,1,12
"1166",26,"7.6",1,"n",0.924626893671662,0.00320349698362343,0,0.118516499745028,13.9,0.75,1,1,12
"1167",27,"7.6",1,"n",0.924847613131472,0.00346463747220509,0,0.109609701905885,14.2,0.75,1,1,12
"1168",28,"7.6",1,"n",0.925062082881865,0.00374617117783767,0,0.101395779149119,14.5,0.75,1,1,12
"1169",29,"7.6",1,"n",0.925270603446143,0.00404964298846532,0,0.0938185337601969,14.8,0.75,1,1,12
"1170",30,"7.6",1,"n",0.925539858467806,0.00437671203795144,0,0.0868327924580697,15.2,0.75,1,1,12
"1171",31,"7.6",1,"n",0.925799647746171,0.00472882069627656,0,0.0803897686704973,15.6,0.75,1,1,12
"1172",32,"7.6",1,"n",0.926050533621112,0.00510782295909133,0,0.0744449881749918,16,0.75,1,1,12
"1173",33,"7.6",1,"n",0.92629303204564,0.00551570651238474,0,0.068957873817215,16.4,0.75,1,1,12
"1174",34,"7.6",1,"n",0.92652761743212,0.00595460218480082,0,0.0638913745310489,16.8,0.75,1,1,12
"1175",35,"7.6",1,"n",0.926754726890598,0.00642679405639743,0,0.0592116333541872,17.2,0.75,1,1,12
"1176",36,"7.6",1,"n",0.92697476394764,0.0069347302688817,0,0.0548876898514519,17.6,0.75,1,1,12
"1177",37,"7.6",1,"n",0.927188101819583,0.00748103458539612,0,0.0508912129666296,18,0.75,1,1,12
"1178",38,"7.6",1,"n",0.927395086302125,0.00806851875117334,0,0.0471962608412073,18.4,0.75,1,1,12
"1179",39,"7.6",1,"n",0.927596038328517,0.00870019570984097,0,0.0437790645802232,18.8,0.75,1,1,12
"1180",40,"7.6",1,"n",0.92779125624047,0.0093792937338524,0,0.0406178333239179,19.2,0.75,1,1,12
