"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","yn","Bn","ka","dn0","seeds","iter_id"
"1228","8.8","0",0.416666666666667,"n",0.277777777777778,0.159432047682883,1.1,22.5,18,0.0873248968312143,1,0.94,1.3,1,2,56
"1229","9.4","0",0.363636363636364,"n",0.235294117647059,0.178107803888643,0.9,24.4,17,0.101598148942839,1,0.94,1.3,1,2,56
"1230","10","0",0.3,"n",0.1875,0.198590546213915,0.699999999999999,25.7,16,0.112729240671452,1,0.94,1.3,1,2,56
"1231","7.1","1",0,"n",0,0.103808098901586,1.8,18.2,22,0.0590637549557212,1,0.94,1.3,1,2,56
"1232","7.6","1",0,"n",0,0.1164444696424,1.6,18.9,21,0.0638473605521784,1,0.94,1.3,1,2,56
"1233","8.2","1",0.0714285714285714,"n",0.05,0.129178656369424,1.5,21.2,20,0.0786203689154736,1,0.94,1.3,1,2,56
"1234","8.8","1",0.0833333333333333,"n",0.0555555555555556,0.159432047682883,1.1,22.5,18,0.0873248968312143,1,0.94,1.3,1,2,56
"1235","9.4","1",0.0909090909090909,"n",0.0588235294117647,0.178107803888643,0.9,24.4,17,0.101598148942839,1,0.94,1.3,1,2,56
"1236","10","1",0.1,"n",0.0625,0.198590546213915,0.699999999999999,25.7,16,0.112729240671452,1,0.94,1.3,1,2,56
"1237","7.1","2",0.4375,"n",0.318181818181818,0.103808098901586,1.8,18.2,22,0.0590637549557212,1,0.94,1.3,1,2,56
"1238","7.6","2",0.466666666666667,"n",0.333333333333333,0.1164444696424,1.6,18.9,21,0.0638473605521784,1,0.94,1.3,1,2,56
"1239","8.2","2",0.428571428571429,"n",0.3,0.129178656369424,1.5,21.2,20,0.0786203689154736,1,0.94,1.3,1,2,56
"1240","8.8","2",0.5,"n",0.333333333333333,0.159432047682883,1.1,22.5,18,0.0873248968312143,1,0.94,1.3,1,2,56
"1241","9.4","2",0.545454545454545,"n",0.352941176470588,0.178107803888643,0.9,24.4,17,0.101598148942839,1,0.94,1.3,1,2,56
"1242","10","2",0.6,"n",0.375,0.198590546213915,0.699999999999999,25.7,16,0.112729240671452,1,0.94,1.3,1,2,56
"1243","7.1","0",0,"a",0,0.103808098901586,1.8,18.2,22,0.0590637549557212,1,0.94,1.3,1,2,56
"1244","7.6","0",0,"a",0,0.1164444696424,1.6,18.9,21,0.0638473605521784,1,0.94,1.3,1,2,56
"1245","8.2","0",0,"a",0,0.129178656369424,1.5,21.2,20,0.0786203689154736,1,0.94,1.3,1,2,56
"1246","8.8","0",0,"a",0,0.159432047682883,1.1,22.5,18,0.0873248968312143,1,0.94,1.3,1,2,56
"1247","9.4","0",0,"a",0,0.178107803888643,0.9,24.4,17,0.101598148942839,1,0.94,1.3,1,2,56
"1248","10","0",0,"a",0,0.198590546213915,0.699999999999999,25.7,16,0.112729240671452,1,0.94,1.3,1,2,56
"1249","7.1","1",0,"a",0,0.103808098901586,1.8,18.2,22,0.0590637549557212,1,0.94,1.3,1,2,56
"1250","7.6","1",0,"a",0,0.1164444696424,1.6,18.9,21,0.0638473605521784,1,0.94,1.3,1,2,56
"1251","8.2","1",0,"a",0,0.129178656369424,1.5,21.2,20,0.0786203689154736,1,0.94,1.3,1,2,56
"1252","8.8","1",0,"a",0,0.159432047682883,1.1,22.5,18,0.0873248968312143,1,0.94,1.3,1,2,56
"1253","9.4","1",0,"a",0,0.178107803888643,0.9,24.4,17,0.101598148942839,1,0.94,1.3,1,2,56
"1254","10","1",0,"a",0,0.198590546213915,0.699999999999999,25.7,16,0.112729240671452,1,0.94,1.3,1,2,56
"1255","7.1","2",1,"a",0.272727272727273,0.103808098901586,1.8,18.2,22,0.0590637549557212,1,0.94,1.3,1,2,56
"1256","7.6","2",1,"a",0.285714285714286,0.1164444696424,1.6,18.9,21,0.0638473605521784,1,0.94,1.3,1,2,56
"1257","8.2","2",1,"a",0.3,0.129178656369424,1.5,21.2,20,0.0786203689154736,1,0.94,1.3,1,2,56
"1258","8.8","2",1,"a",0.333333333333333,0.159432047682883,1.1,22.5,18,0.0873248968312143,1,0.94,1.3,1,2,56
"1259","9.4","2",1,"a",0.352941176470588,0.178107803888643,0.9,24.4,17,0.101598148942839,1,0.94,1.3,1,2,56
"1260","10","2",1,"a",0.375,0.198590546213915,0.699999999999999,25.7,16,0.112729240671452,1,0.94,1.3,1,2,56
"1261","7.1","0",0.818181818181818,"n",0.76271186440678,0.0186296015302678,12.2,0,59,0.0305683147628974,0.65,1,1.3,1,2,2
"1262","7.6","0",0.818181818181818,"n",0.76271186440678,0.0191234668049563,12.7,0,59,0.0334063707686411,0.65,1,1.3,1,2,2
"1263","8.2","0",0.818181818181818,"n",0.76271186440678,0.0196572181171104,13.3,0,59,0.0371074474001108,0.65,1,1.3,1,2,2
"1264","8.8","0",0.818181818181818,"n",0.76271186440678,0.0201786662526751,13.9,0,59,0.0411472271811644,0.65,1,1.3,1,2,2
"1265","9.4","0",0.818181818181818,"n",0.76271186440678,0.02074384809413,14.7,0,59,0.0463088841261248,0.65,1,1.3,1,2,2
"1266","10","0",0.818181818181818,"n",0.76271186440678,0.021247853476217,15.6,0,59,0.0523963914269319,0.65,1,1.3,1,2,2
"1267","7.1","1",0.0545454545454545,"n",0.0508474576271186,0.0186296015302678,12.2,0,59,0.0305683147628974,0.65,1,1.3,1,2,2
"1268","7.6","1",0.0545454545454545,"n",0.0508474576271186,0.0191234668049563,12.7,0,59,0.0334063707686411,0.65,1,1.3,1,2,2
"1269","8.2","1",0.0545454545454545,"n",0.0508474576271186,0.0196572181171104,13.3,0,59,0.0371074474001108,0.65,1,1.3,1,2,2
"1270","8.8","1",0.0545454545454545,"n",0.0508474576271186,0.0201786662526751,13.9,0,59,0.0411472271811644,0.65,1,1.3,1,2,2
"1271","9.4","1",0.0545454545454545,"n",0.0508474576271186,0.02074384809413,14.7,0,59,0.0463088841261248,0.65,1,1.3,1,2,2
"1272","10","1",0.0545454545454545,"n",0.0508474576271186,0.021247853476217,15.6,0,59,0.0523963914269319,0.65,1,1.3,1,2,2
"1273","7.1","2",0.127272727272727,"n",0.11864406779661,0.0186296015302678,12.2,0,59,0.0305683147628974,0.65,1,1.3,1,2,2
"1274","7.6","2",0.127272727272727,"n",0.11864406779661,0.0191234668049563,12.7,0,59,0.0334063707686411,0.65,1,1.3,1,2,2
"1275","8.2","2",0.127272727272727,"n",0.11864406779661,0.0196572181171104,13.3,0,59,0.0371074474001108,0.65,1,1.3,1,2,2
"1276","8.8","2",0.127272727272727,"n",0.11864406779661,0.0201786662526751,13.9,0,59,0.0411472271811644,0.65,1,1.3,1,2,2
"1277","9.4","2",0.127272727272727,"n",0.11864406779661,0.02074384809413,14.7,0,59,0.0463088841261248,0.65,1,1.3,1,2,2
"1278","10","2",0.127272727272727,"n",0.11864406779661,0.021247853476217,15.6,0,59,0.0523963914269319,0.65,1,1.3,1,2,2
"1279","7.1","0",0,"a",0,0.0186296015302678,12.2,0,59,0.0305683147628974,0.65,1,1.3,1,2,2
"1280","7.6","0",0,"a",0,0.0191234668049563,12.7,0,59,0.0334063707686411,0.65,1,1.3,1,2,2
"1281","8.2","0",0,"a",0,0.0196572181171104,13.3,0,59,0.0371074474001108,0.65,1,1.3,1,2,2
"1282","8.8","0",0,"a",0,0.0201786662526751,13.9,0,59,0.0411472271811644,0.65,1,1.3,1,2,2
"1283","9.4","0",0,"a",0,0.02074384809413,14.7,0,59,0.0463088841261248,0.65,1,1.3,1,2,2
"1284","10","0",0,"a",0,0.021247853476217,15.6,0,59,0.0523963914269319,0.65,1,1.3,1,2,2
"1285","7.1","1",0,"a",0,0.0186296015302678,12.2,0,59,0.0305683147628974,0.65,1,1.3,1,2,2
"1286","7.6","1",0,"a",0,0.0191234668049563,12.7,0,59,0.0334063707686411,0.65,1,1.3,1,2,2
"1287","8.2","1",0,"a",0,0.0196572181171104,13.3,0,59,0.0371074474001108,0.65,1,1.3,1,2,2
"1288","8.8","1",0,"a",0,0.0201786662526751,13.9,0,59,0.0411472271811644,0.65,1,1.3,1,2,2
"1289","9.4","1",0,"a",0,0.02074384809413,14.7,0,59,0.0463088841261248,0.65,1,1.3,1,2,2
"1290","10","1",0,"a",0,0.021247853476217,15.6,0,59,0.0523963914269319,0.65,1,1.3,1,2,2
"1291","7.1","2",1,"a",0.0677966101694915,0.0186296015302678,12.2,0,59,0.0305683147628974,0.65,1,1.3,1,2,2
"1292","7.6","2",1,"a",0.0677966101694915,0.0191234668049563,12.7,0,59,0.0334063707686411,0.65,1,1.3,1,2,2
"1293","8.2","2",1,"a",0.0677966101694915,0.0196572181171104,13.3,0,59,0.0371074474001108,0.65,1,1.3,1,2,2
"1294","8.8","2",1,"a",0.0677966101694915,0.0201786662526751,13.9,0,59,0.0411472271811644,0.65,1,1.3,1,2,2
"1295","9.4","2",1,"a",0.0677966101694915,0.02074384809413,14.7,0,59,0.0463088841261248,0.65,1,1.3,1,2,2
"1296","10","2",1,"a",0.0677966101694915,0.021247853476217,15.6,0,59,0.0523963914269319,0.65,1,1.3,1,2,2
"1297","7.1","0",0.818181818181818,"n",0.76271186440678,0.0126549357848211,12.2,0,59,0.0305683147628974,0.72,1,1.3,1,2,8
"1298","7.6","0",0.818181818181818,"n",0.76271186440678,0.0130235964010729,12.7,0,59,0.0334063707686411,0.72,1,1.3,1,2,8
"1299","8.2","0",0.818181818181818,"n",0.76271186440678,0.0134228921676314,13.3,0,59,0.0371074474001108,0.72,1,1.3,1,2,8
"1300","8.8","0",0.818181818181818,"n",0.76271186440678,0.0138141373225027,13.9,0,59,0.0411472271811644,0.72,1,1.3,1,2,8
"1301","9.4","0",0.818181818181818,"n",0.76271186440678,0.0142395824839917,14.7,0,59,0.0463088841261248,0.72,1,1.3,1,2,8
"1302","10","0",0.818181818181818,"n",0.76271186440678,0.0146194488688175,15.6,0,59,0.0523963914269319,0.72,1,1.3,1,2,8
"1303","7.1","1",0.0545454545454545,"n",0.0508474576271186,0.0126549357848211,12.2,0,59,0.0305683147628974,0.72,1,1.3,1,2,8
"1304","7.6","1",0.0545454545454545,"n",0.0508474576271186,0.0130235964010729,12.7,0,59,0.0334063707686411,0.72,1,1.3,1,2,8
"1305","8.2","1",0.0545454545454545,"n",0.0508474576271186,0.0134228921676314,13.3,0,59,0.0371074474001108,0.72,1,1.3,1,2,8
"1306","8.8","1",0.0545454545454545,"n",0.0508474576271186,0.0138141373225027,13.9,0,59,0.0411472271811644,0.72,1,1.3,1,2,8
"1307","9.4","1",0.0545454545454545,"n",0.0508474576271186,0.0142395824839917,14.7,0,59,0.0463088841261248,0.72,1,1.3,1,2,8
"1308","10","1",0.0545454545454545,"n",0.0508474576271186,0.0146194488688175,15.6,0,59,0.0523963914269319,0.72,1,1.3,1,2,8
"1309","7.1","2",0.127272727272727,"n",0.11864406779661,0.0126549357848211,12.2,0,59,0.0305683147628974,0.72,1,1.3,1,2,8
"1310","7.6","2",0.127272727272727,"n",0.11864406779661,0.0130235964010729,12.7,0,59,0.0334063707686411,0.72,1,1.3,1,2,8
"1311","8.2","2",0.127272727272727,"n",0.11864406779661,0.0134228921676314,13.3,0,59,0.0371074474001108,0.72,1,1.3,1,2,8
"1312","8.8","2",0.127272727272727,"n",0.11864406779661,0.0138141373225027,13.9,0,59,0.0411472271811644,0.72,1,1.3,1,2,8
"1313","9.4","2",0.127272727272727,"n",0.11864406779661,0.0142395824839917,14.7,0,59,0.0463088841261248,0.72,1,1.3,1,2,8
"1314","10","2",0.127272727272727,"n",0.11864406779661,0.0146194488688175,15.6,0,59,0.0523963914269319,0.72,1,1.3,1,2,8
"1315","7.1","0",0,"a",0,0.0126549357848211,12.2,0,59,0.0305683147628974,0.72,1,1.3,1,2,8
"1316","7.6","0",0,"a",0,0.0130235964010729,12.7,0,59,0.0334063707686411,0.72,1,1.3,1,2,8
"1317","8.2","0",0,"a",0,0.0134228921676314,13.3,0,59,0.0371074474001108,0.72,1,1.3,1,2,8
"1318","8.8","0",0,"a",0,0.0138141373225027,13.9,0,59,0.0411472271811644,0.72,1,1.3,1,2,8
"1319","9.4","0",0,"a",0,0.0142395824839917,14.7,0,59,0.0463088841261248,0.72,1,1.3,1,2,8
"1320","10","0",0,"a",0,0.0146194488688175,15.6,0,59,0.0523963914269319,0.72,1,1.3,1,2,8
"1321","7.1","1",0,"a",0,0.0126549357848211,12.2,0,59,0.0305683147628974,0.72,1,1.3,1,2,8
"1322","7.6","1",0,"a",0,0.0130235964010729,12.7,0,59,0.0334063707686411,0.72,1,1.3,1,2,8
"1323","8.2","1",0,"a",0,0.0134228921676314,13.3,0,59,0.0371074474001108,0.72,1,1.3,1,2,8
"1324","8.8","1",0,"a",0,0.0138141373225027,13.9,0,59,0.0411472271811644,0.72,1,1.3,1,2,8
"1325","9.4","1",0,"a",0,0.0142395824839917,14.7,0,59,0.0463088841261248,0.72,1,1.3,1,2,8
"1326","10","1",0,"a",0,0.0146194488688175,15.6,0,59,0.0523963914269319,0.72,1,1.3,1,2,8
"1327","7.1","2",1,"a",0.0677966101694915,0.0126549357848211,12.2,0,59,0.0305683147628974,0.72,1,1.3,1,2,8
"1328","7.6","2",1,"a",0.0677966101694915,0.0130235964010729,12.7,0,59,0.0334063707686411,0.72,1,1.3,1,2,8
"1329","8.2","2",1,"a",0.0677966101694915,0.0134228921676314,13.3,0,59,0.0371074474001108,0.72,1,1.3,1,2,8
"1330","8.8","2",1,"a",0.0677966101694915,0.0138141373225027,13.9,0,59,0.0411472271811644,0.72,1,1.3,1,2,8
"1331","9.4","2",1,"a",0.0677966101694915,0.0142395824839917,14.7,0,59,0.0463088841261248,0.72,1,1.3,1,2,8
"1332","10","2",1,"a",0.0677966101694915,0.0146194488688175,15.6,0,59,0.0523963914269319,0.72,1,1.3,1,2,8
"1333","7.1","0",0.818181818181818,"n",0.76271186440678,0.00859639426306309,12.2,0,59,0.0305683147628974,0.79,1,1.3,1,2,14
"1334","7.6","0",0.818181818181818,"n",0.76271186440678,0.00886942022322436,12.7,0,59,0.0334063707686411,0.79,1,1.3,1,2,14
"1335","8.2","0",0.818181818181818,"n",0.76271186440678,0.00916579513288457,13.3,0,59,0.0371074474001108,0.79,1,1.3,1,2,14
"1336","8.8","0",0.620689655172414,"n",0.545454545454545,0.0635160752688019,5,16.2,33,0.0736545834223382,0.79,1,1.3,1,2,14
"1337","9.4","0",0.655172413793103,"n",0.575757575757576,0.0661224892881529,5.2,16.7,33,0.0808905333153078,0.79,1,1.3,1,2,14
"1338","10","0",0.56,"n",0.482758620689655,0.0892794450196509,4.4,20.3,29,0.101598148942839,0.79,1,1.3,1,2,14
"1339","7.1","1",0.0545454545454545,"n",0.0508474576271186,0.00859639426306309,12.2,0,59,0.0305683147628974,0.79,1,1.3,1,2,14
"1340","7.6","1",0.0545454545454545,"n",0.0508474576271186,0.00886942022322436,12.7,0,59,0.0334063707686411,0.79,1,1.3,1,2,14
"1341","8.2","1",0.0545454545454545,"n",0.0508474576271186,0.00916579513288457,13.3,0,59,0.0371074474001108,0.79,1,1.3,1,2,14
"1342","8.8","1",0.172413793103448,"n",0.151515151515152,0.0635160752688019,5,16.2,33,0.0736545834223382,0.79,1,1.3,1,2,14
"1343","9.4","1",0.103448275862069,"n",0.0909090909090909,0.0661224892881529,5.2,16.7,33,0.0808905333153078,0.79,1,1.3,1,2,14
"1344","10","1",0.2,"n",0.172413793103448,0.0892794450196509,4.4,20.3,29,0.101598148942839,0.79,1,1.3,1,2,14
"1345","7.1","2",0.127272727272727,"n",0.11864406779661,0.00859639426306309,12.2,0,59,0.0305683147628974,0.79,1,1.3,1,2,14
"1346","7.6","2",0.127272727272727,"n",0.11864406779661,0.00886942022322436,12.7,0,59,0.0334063707686411,0.79,1,1.3,1,2,14
"1347","8.2","2",0.127272727272727,"n",0.11864406779661,0.00916579513288457,13.3,0,59,0.0371074474001108,0.79,1,1.3,1,2,14
"1348","8.8","2",0.206896551724138,"n",0.181818181818182,0.0635160752688019,5,16.2,33,0.0736545834223382,0.79,1,1.3,1,2,14
"1349","9.4","2",0.241379310344828,"n",0.212121212121212,0.0661224892881529,5.2,16.7,33,0.0808905333153078,0.79,1,1.3,1,2,14
"1350","10","2",0.24,"n",0.206896551724138,0.0892794450196509,4.4,20.3,29,0.101598148942839,0.79,1,1.3,1,2,14
"1351","7.1","0",0,"a",0,0.00859639426306309,12.2,0,59,0.0305683147628974,0.79,1,1.3,1,2,14
"1352","7.6","0",0,"a",0,0.00886942022322436,12.7,0,59,0.0334063707686411,0.79,1,1.3,1,2,14
"1353","8.2","0",0,"a",0,0.00916579513288457,13.3,0,59,0.0371074474001108,0.79,1,1.3,1,2,14
"1354","8.8","0",0,"a",0,0.0635160752688019,5,16.2,33,0.0736545834223382,0.79,1,1.3,1,2,14
"1355","9.4","0",0,"a",0,0.0661224892881529,5.2,16.7,33,0.0808905333153078,0.79,1,1.3,1,2,14
"1356","10","0",0,"a",0,0.0892794450196509,4.4,20.3,29,0.101598148942839,0.79,1,1.3,1,2,14
"1357","7.1","1",0,"a",0,0.00859639426306309,12.2,0,59,0.0305683147628974,0.79,1,1.3,1,2,14
"1358","7.6","1",0,"a",0,0.00886942022322436,12.7,0,59,0.0334063707686411,0.79,1,1.3,1,2,14
"1359","8.2","1",0,"a",0,0.00916579513288457,13.3,0,59,0.0371074474001108,0.79,1,1.3,1,2,14
"1360","8.8","1",0,"a",0,0.0635160752688019,5,16.2,33,0.0736545834223382,0.79,1,1.3,1,2,14
"1361","9.4","1",0,"a",0,0.0661224892881529,5.2,16.7,33,0.0808905333153078,0.79,1,1.3,1,2,14
"1362","10","1",0,"a",0,0.0892794450196509,4.4,20.3,29,0.101598148942839,0.79,1,1.3,1,2,14
"1363","7.1","2",1,"a",0.0677966101694915,0.00859639426306309,12.2,0,59,0.0305683147628974,0.79,1,1.3,1,2,14
"1364","7.6","2",1,"a",0.0677966101694915,0.00886942022322436,12.7,0,59,0.0334063707686411,0.79,1,1.3,1,2,14
"1365","8.2","2",1,"a",0.0677966101694915,0.00916579513288457,13.3,0,59,0.0371074474001108,0.79,1,1.3,1,2,14
"1366","8.8","2",1,"a",0.121212121212121,0.0635160752688019,5,16.2,33,0.0736545834223382,0.79,1,1.3,1,2,14
"1367","9.4","2",1,"a",0.121212121212121,0.0661224892881529,5.2,16.7,33,0.0808905333153078,0.79,1,1.3,1,2,14
"1368","10","2",1,"a",0.137931034482759,0.0892794450196509,4.4,20.3,29,0.101598148942839,0.79,1,1.3,1,2,14
"1369","7.1","0",0.523809523809524,"n",0.44,0.0973325959584379,2.5,17.3,25,0.0581388249819421,0.86,1,1.3,1,2,20
"1370","7.6","0",0.545454545454545,"n",0.461538461538462,0.0908477481354999,2.7,17.3,26,0.0614224861024591,0.86,1,1.3,1,2,20
"1371","8.2","0",0.375,"n",0.3,0.154381915648355,1.5,21.2,20,0.0786203689154736,0.86,1,1.3,1,2,20
"1372","8.8","0",0.6,"n",0.517241379310345,0.0733215304641891,3.7,18.2,29,0.0774996901503023,0.86,1,1.3,1,2,20
"1373","9.4","0",0.62962962962963,"n",0.548387096774194,0.0634527398868153,4.6,17.8,31,0.0837811241519084,0.86,1,1.3,1,2,20
"1374","10","0",0.545454545454545,"n",0.461538461538462,0.0976531465255921,3.4,21.8,26,0.104828335740565,0.86,1,1.3,1,2,20
"1375","7.1","1",0.142857142857143,"n",0.12,0.0973325959584379,2.5,17.3,25,0.0581388249819421,0.86,1,1.3,1,2,20
"1376","7.6","1",0.136363636363636,"n",0.115384615384615,0.0908477481354999,2.7,17.3,26,0.0614224861024591,0.86,1,1.3,1,2,20
"1377","8.2","1",0.1875,"n",0.15,0.154381915648355,1.5,21.2,20,0.0786203689154736,0.86,1,1.3,1,2,20
"1378","8.8","1",0.12,"n",0.103448275862069,0.0733215304641891,3.7,18.2,29,0.0774996901503023,0.86,1,1.3,1,2,20
"1379","9.4","1",0.111111111111111,"n",0.0967741935483871,0.0634527398868153,4.6,17.8,31,0.0837811241519084,0.86,1,1.3,1,2,20
"1380","10","1",0.136363636363636,"n",0.115384615384615,0.0976531465255921,3.4,21.8,26,0.104828335740565,0.86,1,1.3,1,2,20
"1381","7.1","2",0.333333333333333,"n",0.28,0.0973325959584379,2.5,17.3,25,0.0581388249819421,0.86,1,1.3,1,2,20
"1382","7.6","2",0.318181818181818,"n",0.269230769230769,0.0908477481354999,2.7,17.3,26,0.0614224861024591,0.86,1,1.3,1,2,20
"1383","8.2","2",0.4375,"n",0.35,0.154381915648355,1.5,21.2,20,0.0786203689154736,0.86,1,1.3,1,2,20
"1384","8.8","2",0.28,"n",0.241379310344828,0.0733215304641891,3.7,18.2,29,0.0774996901503023,0.86,1,1.3,1,2,20
"1385","9.4","2",0.259259259259259,"n",0.225806451612903,0.0634527398868153,4.6,17.8,31,0.0837811241519084,0.86,1,1.3,1,2,20
"1386","10","2",0.318181818181818,"n",0.269230769230769,0.0976531465255921,3.4,21.8,26,0.104828335740565,0.86,1,1.3,1,2,20
"1387","7.1","0",0,"a",0,0.0973325959584379,2.5,17.3,25,0.0581388249819421,0.86,1,1.3,1,2,20
"1388","7.6","0",0,"a",0,0.0908477481354999,2.7,17.3,26,0.0614224861024591,0.86,1,1.3,1,2,20
"1389","8.2","0",0,"a",0,0.154381915648355,1.5,21.2,20,0.0786203689154736,0.86,1,1.3,1,2,20
"1390","8.8","0",0,"a",0,0.0733215304641891,3.7,18.2,29,0.0774996901503023,0.86,1,1.3,1,2,20
"1391","9.4","0",0,"a",0,0.0634527398868153,4.6,17.8,31,0.0837811241519084,0.86,1,1.3,1,2,20
"1392","10","0",0,"a",0,0.0976531465255921,3.4,21.8,26,0.104828335740565,0.86,1,1.3,1,2,20
"1393","7.1","1",0,"a",0,0.0973325959584379,2.5,17.3,25,0.0581388249819421,0.86,1,1.3,1,2,20
"1394","7.6","1",0,"a",0,0.0908477481354999,2.7,17.3,26,0.0614224861024591,0.86,1,1.3,1,2,20
"1395","8.2","1",0,"a",0,0.154381915648355,1.5,21.2,20,0.0786203689154736,0.86,1,1.3,1,2,20
"1396","8.8","1",0,"a",0,0.0733215304641891,3.7,18.2,29,0.0774996901503023,0.86,1,1.3,1,2,20
"1397","9.4","1",0,"a",0,0.0634527398868153,4.6,17.8,31,0.0837811241519084,0.86,1,1.3,1,2,20
"1398","10","1",0,"a",0,0.0976531465255921,3.4,21.8,26,0.104828335740565,0.86,1,1.3,1,2,20
"1399","7.1","2",1,"a",0.16,0.0973325959584379,2.5,17.3,25,0.0581388249819421,0.86,1,1.3,1,2,20
"1400","7.6","2",1,"a",0.153846153846154,0.0908477481354999,2.7,17.3,26,0.0614224861024591,0.86,1,1.3,1,2,20
"1401","8.2","2",1,"a",0.2,0.154381915648355,1.5,21.2,20,0.0786203689154736,0.86,1,1.3,1,2,20
"1402","8.8","2",1,"a",0.137931034482759,0.0733215304641891,3.7,18.2,29,0.0774996901503023,0.86,1,1.3,1,2,20
"1403","9.4","2",1,"a",0.129032258064516,0.0634527398868153,4.6,17.8,31,0.0837811241519084,0.86,1,1.3,1,2,20
"1404","10","2",1,"a",0.153846153846154,0.0976531465255921,3.4,21.8,26,0.104828335740565,0.86,1,1.3,1,2,20
"1405","7.1","0",0.611111111111111,"n",0.458333333333333,0.0932259412367032,2.2,17.6,24,0.0581388249819421,0.93,1,1.3,1,2,26
"1406","7.6","0",0.588235294117647,"n",0.434782608695652,0.104045850703268,2,18.3,23,0.062869491373542,0.93,1,1.3,1,2,26
"1407","8.2","0",0.5,"n",0.35,0.138336156316235,1.5,21.2,20,0.0786203689154736,0.93,1,1.3,1,2,26
"1408","8.8","0",0.461538461538462,"n",0.315789473684211,0.155807064266268,1.2,22.2,19,0.0861347362791,0.93,1,1.3,1,2,26
"1409","9.4","0",0.363636363636364,"n",0.235294117647059,0.187827587194527,0.9,24.4,17,0.101598148942839,0.93,1,1.3,1,2,26
"1410","10","0",0.5,"n",0.416666666666667,0.0998380394184878,2.8,22.8,24,0.107437993537192,0.93,1,1.3,1,2,26
"1411","7.1","1",0,"n",0,0.0932259412367032,2.2,17.6,24,0.0581388249819421,0.93,1,1.3,1,2,26
"1412","7.6","1",0,"n",0,0.104045850703268,2,18.3,23,0.062869491373542,0.93,1,1.3,1,2,26
"1413","8.2","1",0.0714285714285714,"n",0.05,0.138336156316235,1.5,21.2,20,0.0786203689154736,0.93,1,1.3,1,2,26
"1414","8.8","1",0,"n",0,0.155807064266268,1.2,22.2,19,0.0861347362791,0.93,1,1.3,1,2,26
"1415","9.4","1",0.0909090909090909,"n",0.0588235294117647,0.187827587194527,0.9,24.4,17,0.101598148942839,0.93,1,1.3,1,2,26
"1416","10","1",0.15,"n",0.125,0.0998380394184878,2.8,22.8,24,0.107437993537192,0.93,1,1.3,1,2,26
"1417","7.1","2",0.388888888888889,"n",0.291666666666667,0.0932259412367032,2.2,17.6,24,0.0581388249819421,0.93,1,1.3,1,2,26
"1418","7.6","2",0.411764705882353,"n",0.304347826086957,0.104045850703268,2,18.3,23,0.062869491373542,0.93,1,1.3,1,2,26
"1419","8.2","2",0.428571428571429,"n",0.3,0.138336156316235,1.5,21.2,20,0.0786203689154736,0.93,1,1.3,1,2,26
"1420","8.8","2",0.538461538461538,"n",0.368421052631579,0.155807064266268,1.2,22.2,19,0.0861347362791,0.93,1,1.3,1,2,26
"1421","9.4","2",0.545454545454545,"n",0.352941176470588,0.187827587194527,0.9,24.4,17,0.101598148942839,0.93,1,1.3,1,2,26
"1422","10","2",0.35,"n",0.291666666666667,0.0998380394184878,2.8,22.8,24,0.107437993537192,0.93,1,1.3,1,2,26
"1423","7.1","0",0,"a",0,0.0932259412367032,2.2,17.6,24,0.0581388249819421,0.93,1,1.3,1,2,26
"1424","7.6","0",0,"a",0,0.104045850703268,2,18.3,23,0.062869491373542,0.93,1,1.3,1,2,26
"1425","8.2","0",0,"a",0,0.138336156316235,1.5,21.2,20,0.0786203689154736,0.93,1,1.3,1,2,26
"1426","8.8","0",0,"a",0,0.155807064266268,1.2,22.2,19,0.0861347362791,0.93,1,1.3,1,2,26
"1427","9.4","0",0,"a",0,0.187827587194527,0.9,24.4,17,0.101598148942839,0.93,1,1.3,1,2,26
"1428","10","0",0,"a",0,0.0998380394184878,2.8,22.8,24,0.107437993537192,0.93,1,1.3,1,2,26
"1429","7.1","1",0,"a",0,0.0932259412367032,2.2,17.6,24,0.0581388249819421,0.93,1,1.3,1,2,26
"1430","7.6","1",0,"a",0,0.104045850703268,2,18.3,23,0.062869491373542,0.93,1,1.3,1,2,26
"1431","8.2","1",0,"a",0,0.138336156316235,1.5,21.2,20,0.0786203689154736,0.93,1,1.3,1,2,26
"1432","8.8","1",0,"a",0,0.155807064266268,1.2,22.2,19,0.0861347362791,0.93,1,1.3,1,2,26
"1433","9.4","1",0,"a",0,0.187827587194527,0.9,24.4,17,0.101598148942839,0.93,1,1.3,1,2,26
"1434","10","1",0,"a",0,0.0998380394184878,2.8,22.8,24,0.107437993537192,0.93,1,1.3,1,2,26
"1435","7.1","2",1,"a",0.25,0.0932259412367032,2.2,17.6,24,0.0581388249819421,0.93,1,1.3,1,2,26
"1436","7.6","2",1,"a",0.260869565217391,0.104045850703268,2,18.3,23,0.062869491373542,0.93,1,1.3,1,2,26
"1437","8.2","2",1,"a",0.3,0.138336156316235,1.5,21.2,20,0.0786203689154736,0.93,1,1.3,1,2,26
"1438","8.8","2",1,"a",0.315789473684211,0.155807064266268,1.2,22.2,19,0.0861347362791,0.93,1,1.3,1,2,26
"1439","9.4","2",1,"a",0.352941176470588,0.187827587194527,0.9,24.4,17,0.101598148942839,0.93,1,1.3,1,2,26
