"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","yn","Bn","ka","dn0"
"320","7.6","2",0.4375,"a",0.333333333333333,0.111292557127591,1.7,18.9,21,0.0643402457574889,1,1,1.14,1
"321","8.2","2",0.466666666666667,"a",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.14,1
"322","8.8","2",0.538461538461538,"a",0.388888888888889,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.14,1
"323","9.4","2",0.583333333333333,"a",0.411764705882353,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.14,1
"324","10","2",0.636363636363636,"a",0.4375,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.14,1
"325","7.1","0",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.22,1
"326","7.6","0",0,"n",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.22,1
"327","8.2","0",0,"n",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.22,1
"328","8.8","0",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.22,1
"329","9.4","0",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.22,1
"330","10","0",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.22,1
"331","7.1","1",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.22,1
"332","7.6","1",0,"n",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.22,1
"333","8.2","1",0,"n",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.22,1
"334","8.8","1",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.22,1
"335","9.4","1",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.22,1
"336","10","1",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.22,1
"337","7.1","2",1,"n",0.227272727272727,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.22,1
"338","7.6","2",1,"n",0.238095238095238,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.22,1
"339","8.2","2",1,"n",0.25,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.22,1
"340","8.8","2",1,"n",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.22,1
"341","9.4","2",1,"n",0.294117647058824,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.22,1
"342","10","2",1,"n",0.3125,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.22,1
"343","7.1","0",0.529411764705882,"a",0.409090909090909,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.22,1
"344","7.6","0",0.5,"a",0.380952380952381,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.22,1
"345","8.2","0",0.466666666666667,"a",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.22,1
"346","8.8","0",0.384615384615385,"a",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.22,1
"347","9.4","0",0.333333333333333,"a",0.235294117647059,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.22,1
"348","10","0",0.272727272727273,"a",0.1875,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.22,1
"349","7.1","1",0.0588235294117647,"a",0.0454545454545455,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.22,1
"350","7.6","1",0.0625,"a",0.0476190476190476,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.22,1
"351","8.2","1",0.0666666666666667,"a",0.05,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.22,1
"352","8.8","1",0.0769230769230769,"a",0.0555555555555556,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.22,1
"353","9.4","1",0.0833333333333333,"a",0.0588235294117647,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.22,1
"354","10","1",0.0909090909090909,"a",0.0625,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.22,1
"355","7.1","2",0.411764705882353,"a",0.318181818181818,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.22,1
"356","7.6","2",0.4375,"a",0.333333333333333,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.22,1
"357","8.2","2",0.466666666666667,"a",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.22,1
"358","8.8","2",0.538461538461538,"a",0.388888888888889,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.22,1
"359","9.4","2",0.583333333333333,"a",0.411764705882353,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.22,1
"360","10","2",0.636363636363636,"a",0.4375,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.22,1
"361","7.1","0",0.785714285714286,"n",0.745762711864407,0.0198152107754463,12.3,0,59,0.0308423858115958,1,0.1,1.3,1
"362","7.6","0",0.785714285714286,"n",0.745762711864407,0.0204750051953014,12.9,0,59,0.0340004172000557,1,0.1,1.3,1
"363","8.2","0",0.785714285714286,"n",0.745762711864407,0.0212434640086741,13.5,0,59,0.0377567767012637,1,0.1,1.3,1
"364","8.8","0",0.785714285714286,"n",0.745762711864407,0.0224523253071563,13.9,0,59,0.0411472271811644,1,0.1,1.3,1
"365","9.4","0",0.785714285714286,"n",0.745762711864407,0.0233333966607051,14.9,0,59,0.047086836514185,1,0.1,1.3,1
"366","10","0",0.785714285714286,"n",0.745762711864407,0.0241157377865093,15.8,0,59,0.0532525310736428,1,0.1,1.3,1
"367","7.1","1",0.0892857142857143,"n",0.0847457627118644,0.0198152107754463,12.3,0,59,0.0308423858115958,1,0.1,1.3,1
"368","7.6","1",0.0892857142857143,"n",0.0847457627118644,0.0204750051953014,12.9,0,59,0.0340004172000557,1,0.1,1.3,1
"369","8.2","1",0.0892857142857143,"n",0.0847457627118644,0.0212434640086741,13.5,0,59,0.0377567767012637,1,0.1,1.3,1
"370","8.8","1",0.0892857142857143,"n",0.0847457627118644,0.0224523253071563,13.9,0,59,0.0411472271811644,1,0.1,1.3,1
"371","9.4","1",0.0892857142857143,"n",0.0847457627118644,0.0233333966607051,14.9,0,59,0.047086836514185,1,0.1,1.3,1
"372","10","1",0.0892857142857143,"n",0.0847457627118644,0.0241157377865093,15.8,0,59,0.0532525310736428,1,0.1,1.3,1
"373","7.1","2",0.125,"n",0.11864406779661,0.0198152107754463,12.3,0,59,0.0308423858115958,1,0.1,1.3,1
"374","7.6","2",0.125,"n",0.11864406779661,0.0204750051953014,12.9,0,59,0.0340004172000557,1,0.1,1.3,1
"375","8.2","2",0.125,"n",0.11864406779661,0.0212434640086741,13.5,0,59,0.0377567767012637,1,0.1,1.3,1
"376","8.8","2",0.125,"n",0.11864406779661,0.0224523253071563,13.9,0,59,0.0411472271811644,1,0.1,1.3,1
"377","9.4","2",0.125,"n",0.11864406779661,0.0233333966607051,14.9,0,59,0.047086836514185,1,0.1,1.3,1
"378","10","2",0.125,"n",0.11864406779661,0.0241157377865093,15.8,0,59,0.0532525310736428,1,0.1,1.3,1
"379","7.1","0",0,"a",0,0.0198152107754463,12.3,0,59,0.0308423858115958,1,0.1,1.3,1
"380","7.6","0",0,"a",0,0.0204750051953014,12.9,0,59,0.0340004172000557,1,0.1,1.3,1
"381","8.2","0",0,"a",0,0.0212434640086741,13.5,0,59,0.0377567767012637,1,0.1,1.3,1
"382","8.8","0",0,"a",0,0.0224523253071563,13.9,0,59,0.0411472271811644,1,0.1,1.3,1
"383","9.4","0",0,"a",0,0.0233333966607051,14.9,0,59,0.047086836514185,1,0.1,1.3,1
"384","10","0",0,"a",0,0.0241157377865093,15.8,0,59,0.0532525310736428,1,0.1,1.3,1
"385","7.1","1",0,"a",0,0.0198152107754463,12.3,0,59,0.0308423858115958,1,0.1,1.3,1
"386","7.6","1",0,"a",0,0.0204750051953014,12.9,0,59,0.0340004172000557,1,0.1,1.3,1
"387","8.2","1",0,"a",0,0.0212434640086741,13.5,0,59,0.0377567767012637,1,0.1,1.3,1
"388","8.8","1",0,"a",0,0.0224523253071563,13.9,0,59,0.0411472271811644,1,0.1,1.3,1
"389","9.4","1",0,"a",0,0.0233333966607051,14.9,0,59,0.047086836514185,1,0.1,1.3,1
"390","10","1",0,"a",0,0.0241157377865093,15.8,0,59,0.0532525310736428,1,0.1,1.3,1
"391","7.1","2",1,"a",0.0508474576271186,0.0198152107754463,12.3,0,59,0.0308423858115958,1,0.1,1.3,1
"392","7.6","2",1,"a",0.0508474576271186,0.0204750051953014,12.9,0,59,0.0340004172000557,1,0.1,1.3,1
"393","8.2","2",1,"a",0.0508474576271186,0.0212434640086741,13.5,0,59,0.0377567767012637,1,0.1,1.3,1
"394","8.8","2",1,"a",0.0508474576271186,0.0224523253071563,13.9,0,59,0.0411472271811644,1,0.1,1.3,1
"395","9.4","2",1,"a",0.0508474576271186,0.0233333966607051,14.9,0,59,0.047086836514185,1,0.1,1.3,1
"396","10","2",1,"a",0.0508474576271186,0.0241157377865093,15.8,0,59,0.0532525310736428,1,0.1,1.3,1
"397","7.1","0",0.785714285714286,"n",0.745762711864407,0.0132218442203193,12.3,0,59,0.0308423858115958,1,0.28,1.3,1
"398","7.6","0",0.785714285714286,"n",0.745762711864407,0.0136622513939309,12.9,0,59,0.0340004172000557,1,0.28,1.3,1
"399","8.2","0",0.785714285714286,"n",0.745762711864407,0.0141751974456095,13.5,0,59,0.0377567767012637,1,0.28,1.3,1
"400","8.8","0",0.785714285714286,"n",0.745762711864407,0.0149821167022683,13.9,0,59,0.0411472271811644,1,0.28,1.3,1
"401","9.4","0",0.785714285714286,"n",0.745762711864407,0.0155702481363698,14.9,0,59,0.047086836514185,1,0.28,1.3,1
"402","10","0",0.785714285714286,"n",0.745762711864407,0.0160924840484485,15.8,0,59,0.0532525310736428,1,0.28,1.3,1
"403","7.1","1",0.0892857142857143,"n",0.0847457627118644,0.0132218442203193,12.3,0,59,0.0308423858115958,1,0.28,1.3,1
"404","7.6","1",0.0892857142857143,"n",0.0847457627118644,0.0136622513939309,12.9,0,59,0.0340004172000557,1,0.28,1.3,1
"405","8.2","1",0.0892857142857143,"n",0.0847457627118644,0.0141751974456095,13.5,0,59,0.0377567767012637,1,0.28,1.3,1
"406","8.8","1",0.0892857142857143,"n",0.0847457627118644,0.0149821167022683,13.9,0,59,0.0411472271811644,1,0.28,1.3,1
"407","9.4","1",0.0892857142857143,"n",0.0847457627118644,0.0155702481363698,14.9,0,59,0.047086836514185,1,0.28,1.3,1
"408","10","1",0.0892857142857143,"n",0.0847457627118644,0.0160924840484485,15.8,0,59,0.0532525310736428,1,0.28,1.3,1
"409","7.1","2",0.125,"n",0.11864406779661,0.0132218442203193,12.3,0,59,0.0308423858115958,1,0.28,1.3,1
"410","7.6","2",0.125,"n",0.11864406779661,0.0136622513939309,12.9,0,59,0.0340004172000557,1,0.28,1.3,1
"411","8.2","2",0.125,"n",0.11864406779661,0.0141751974456095,13.5,0,59,0.0377567767012637,1,0.28,1.3,1
"412","8.8","2",0.125,"n",0.11864406779661,0.0149821167022683,13.9,0,59,0.0411472271811644,1,0.28,1.3,1
"413","9.4","2",0.125,"n",0.11864406779661,0.0155702481363698,14.9,0,59,0.047086836514185,1,0.28,1.3,1
"414","10","2",0.125,"n",0.11864406779661,0.0160924840484485,15.8,0,59,0.0532525310736428,1,0.28,1.3,1
"415","7.1","0",0,"a",0,0.0132218442203193,12.3,0,59,0.0308423858115958,1,0.28,1.3,1
"416","7.6","0",0,"a",0,0.0136622513939309,12.9,0,59,0.0340004172000557,1,0.28,1.3,1
"417","8.2","0",0,"a",0,0.0141751974456095,13.5,0,59,0.0377567767012637,1,0.28,1.3,1
"418","8.8","0",0,"a",0,0.0149821167022683,13.9,0,59,0.0411472271811644,1,0.28,1.3,1
"419","9.4","0",0,"a",0,0.0155702481363698,14.9,0,59,0.047086836514185,1,0.28,1.3,1
"420","10","0",0,"a",0,0.0160924840484485,15.8,0,59,0.0532525310736428,1,0.28,1.3,1
"421","7.1","1",0,"a",0,0.0132218442203193,12.3,0,59,0.0308423858115958,1,0.28,1.3,1
"422","7.6","1",0,"a",0,0.0136622513939309,12.9,0,59,0.0340004172000557,1,0.28,1.3,1
"423","8.2","1",0,"a",0,0.0141751974456095,13.5,0,59,0.0377567767012637,1,0.28,1.3,1
"424","8.8","1",0,"a",0,0.0149821167022683,13.9,0,59,0.0411472271811644,1,0.28,1.3,1
"425","9.4","1",0,"a",0,0.0155702481363698,14.9,0,59,0.047086836514185,1,0.28,1.3,1
"426","10","1",0,"a",0,0.0160924840484485,15.8,0,59,0.0532525310736428,1,0.28,1.3,1
"427","7.1","2",1,"a",0.0508474576271186,0.0132218442203193,12.3,0,59,0.0308423858115958,1,0.28,1.3,1
"428","7.6","2",1,"a",0.0508474576271186,0.0136622513939309,12.9,0,59,0.0340004172000557,1,0.28,1.3,1
"429","8.2","2",1,"a",0.0508474576271186,0.0141751974456095,13.5,0,59,0.0377567767012637,1,0.28,1.3,1
"430","8.8","2",1,"a",0.0508474576271186,0.0149821167022683,13.9,0,59,0.0411472271811644,1,0.28,1.3,1
"431","9.4","2",1,"a",0.0508474576271186,0.0155702481363698,14.9,0,59,0.047086836514185,1,0.28,1.3,1
"432","10","2",1,"a",0.0508474576271186,0.0160924840484485,15.8,0,59,0.0532525310736428,1,0.28,1.3,1
"433","7.1","0",0.818181818181818,"n",0.76271186440678,0.00890850393381003,12.2,0,59,0.0305683147628974,1,0.46,1.3,1
"434","7.6","0",0.785714285714286,"n",0.745762711864407,0.00911500757443115,12.9,0,59,0.0340004172000557,1,0.46,1.3,1
"435","8.2","0",0.818181818181818,"n",0.76271186440678,0.00964763480040988,13.3,0,59,0.0371074474001108,1,0.46,1.3,1
"436","8.8","0",0.818181818181818,"n",0.76271186440678,0.0100351743169264,13.9,0,59,0.0411472271811644,1,0.46,1.3,1
"437","9.4","0",0.785714285714286,"n",0.745762711864407,0.0103884230539099,14.9,0,59,0.047086836514185,1,0.46,1.3,1
"438","10","0",0.785714285714286,"n",0.745762711864407,0.0107369801172241,15.8,0,59,0.0532525310736428,1,0.46,1.3,1
"439","7.1","1",0.0545454545454545,"n",0.0508474576271186,0.00890850393381003,12.2,0,59,0.0305683147628974,1,0.46,1.3,1
"440","7.6","1",0.0892857142857143,"n",0.0847457627118644,0.00911500757443115,12.9,0,59,0.0340004172000557,1,0.46,1.3,1
"441","8.2","1",0.0545454545454545,"n",0.0508474576271186,0.00964763480040988,13.3,0,59,0.0371074474001108,1,0.46,1.3,1
"442","8.8","1",0.0545454545454545,"n",0.0508474576271186,0.0100351743169264,13.9,0,59,0.0411472271811644,1,0.46,1.3,1
"443","9.4","1",0.0892857142857143,"n",0.0847457627118644,0.0103884230539099,14.9,0,59,0.047086836514185,1,0.46,1.3,1
"444","10","1",0.0892857142857143,"n",0.0847457627118644,0.0107369801172241,15.8,0,59,0.0532525310736428,1,0.46,1.3,1
"445","7.1","2",0.127272727272727,"n",0.11864406779661,0.00890850393381003,12.2,0,59,0.0305683147628974,1,0.46,1.3,1
"446","7.6","2",0.125,"n",0.11864406779661,0.00911500757443115,12.9,0,59,0.0340004172000557,1,0.46,1.3,1
"447","8.2","2",0.127272727272727,"n",0.11864406779661,0.00964763480040988,13.3,0,59,0.0371074474001108,1,0.46,1.3,1
"448","8.8","2",0.127272727272727,"n",0.11864406779661,0.0100351743169264,13.9,0,59,0.0411472271811644,1,0.46,1.3,1
"449","9.4","2",0.125,"n",0.11864406779661,0.0103884230539099,14.9,0,59,0.047086836514185,1,0.46,1.3,1
"450","10","2",0.125,"n",0.11864406779661,0.0107369801172241,15.8,0,59,0.0532525310736428,1,0.46,1.3,1
"451","7.1","0",0,"a",0,0.00890850393381003,12.2,0,59,0.0305683147628974,1,0.46,1.3,1
"452","7.6","0",0,"a",0,0.00911500757443115,12.9,0,59,0.0340004172000557,1,0.46,1.3,1
"453","8.2","0",0,"a",0,0.00964763480040988,13.3,0,59,0.0371074474001108,1,0.46,1.3,1
"454","8.8","0",0,"a",0,0.0100351743169264,13.9,0,59,0.0411472271811644,1,0.46,1.3,1
"455","9.4","0",0,"a",0,0.0103884230539099,14.9,0,59,0.047086836514185,1,0.46,1.3,1
"456","10","0",0,"a",0,0.0107369801172241,15.8,0,59,0.0532525310736428,1,0.46,1.3,1
"457","7.1","1",0,"a",0,0.00890850393381003,12.2,0,59,0.0305683147628974,1,0.46,1.3,1
"458","7.6","1",0,"a",0,0.00911500757443115,12.9,0,59,0.0340004172000557,1,0.46,1.3,1
"459","8.2","1",0,"a",0,0.00964763480040988,13.3,0,59,0.0371074474001108,1,0.46,1.3,1
"460","8.8","1",0,"a",0,0.0100351743169264,13.9,0,59,0.0411472271811644,1,0.46,1.3,1
"461","9.4","1",0,"a",0,0.0103884230539099,14.9,0,59,0.047086836514185,1,0.46,1.3,1
"462","10","1",0,"a",0,0.0107369801172241,15.8,0,59,0.0532525310736428,1,0.46,1.3,1
"463","7.1","2",1,"a",0.0677966101694915,0.00890850393381003,12.2,0,59,0.0305683147628974,1,0.46,1.3,1
"464","7.6","2",1,"a",0.0508474576271186,0.00911500757443115,12.9,0,59,0.0340004172000557,1,0.46,1.3,1
"465","8.2","2",1,"a",0.0677966101694915,0.00964763480040988,13.3,0,59,0.0371074474001108,1,0.46,1.3,1
"466","8.8","2",1,"a",0.0677966101694915,0.0100351743169264,13.9,0,59,0.0411472271811644,1,0.46,1.3,1
"467","9.4","2",1,"a",0.0508474576271186,0.0103884230539099,14.9,0,59,0.047086836514185,1,0.46,1.3,1
"468","10","2",1,"a",0.0508474576271186,0.0107369801172241,15.8,0,59,0.0532525310736428,1,0.46,1.3,1
"469","7.1","0",0.6,"n",0.48,0.0976365436337406,2.5,17.3,25,0.0581388249819421,1,0.64,1.3,1
"470","7.6","0",0.619047619047619,"n",0.5,0.0913623381219374,2.7,17.3,26,0.0614224861024591,1,0.64,1.3,1
"471","8.2","0",0.466666666666667,"n",0.35,0.155224525519709,1.5,21.2,20,0.0786203689154736,1,0.64,1.3,1
"472","8.8","0",0.555555555555556,"n",0.5,0.0669494496223763,4.1,17.8,30,0.0774996901503023,1,0.64,1.3,1
"473","9.4","0",0.571428571428571,"n",0.516129032258065,0.0631937679172963,4.7,17.9,31,0.0849534336062737,1,0.64,1.3,1
"474","10","0",0.5,"n",0.444444444444444,0.0894514469787894,3.8,21.4,27,0.104828335740565,1,0.64,1.3,1
"475","7.1","1",0.05,"n",0.04,0.0976365436337406,2.5,17.3,25,0.0581388249819421,1,0.64,1.3,1
"476","7.6","1",0.0476190476190476,"n",0.0384615384615385,0.0913623381219374,2.7,17.3,26,0.0614224861024591,1,0.64,1.3,1
"477","8.2","1",0.0666666666666667,"n",0.05,0.155224525519709,1.5,21.2,20,0.0786203689154736,1,0.64,1.3,1
"478","8.8","1",0.185185185185185,"n",0.166666666666667,0.0669494496223763,4.1,17.8,30,0.0774996901503023,1,0.64,1.3,1
"479","9.4","1",0.178571428571429,"n",0.161290322580645,0.0631937679172963,4.7,17.9,31,0.0849534336062737,1,0.64,1.3,1
"480","10","1",0.208333333333333,"n",0.185185185185185,0.0894514469787894,3.8,21.4,27,0.104828335740565,1,0.64,1.3,1
"481","7.1","2",0.35,"n",0.28,0.0976365436337406,2.5,17.3,25,0.0581388249819421,1,0.64,1.3,1
"482","7.6","2",0.333333333333333,"n",0.269230769230769,0.0913623381219374,2.7,17.3,26,0.0614224861024591,1,0.64,1.3,1
"483","8.2","2",0.466666666666667,"n",0.35,0.155224525519709,1.5,21.2,20,0.0786203689154736,1,0.64,1.3,1
"484","8.8","2",0.259259259259259,"n",0.233333333333333,0.0669494496223763,4.1,17.8,30,0.0774996901503023,1,0.64,1.3,1
"485","9.4","2",0.25,"n",0.225806451612903,0.0631937679172963,4.7,17.9,31,0.0849534336062737,1,0.64,1.3,1
"486","10","2",0.291666666666667,"n",0.259259259259259,0.0894514469787894,3.8,21.4,27,0.104828335740565,1,0.64,1.3,1
"487","7.1","0",0,"a",0,0.0976365436337406,2.5,17.3,25,0.0581388249819421,1,0.64,1.3,1
"488","7.6","0",0,"a",0,0.0913623381219374,2.7,17.3,26,0.0614224861024591,1,0.64,1.3,1
"489","8.2","0",0,"a",0,0.155224525519709,1.5,21.2,20,0.0786203689154736,1,0.64,1.3,1
"490","8.8","0",0,"a",0,0.0669494496223763,4.1,17.8,30,0.0774996901503023,1,0.64,1.3,1
"491","9.4","0",0,"a",0,0.0631937679172963,4.7,17.9,31,0.0849534336062737,1,0.64,1.3,1
"492","10","0",0,"a",0,0.0894514469787894,3.8,21.4,27,0.104828335740565,1,0.64,1.3,1
"493","7.1","1",0,"a",0,0.0976365436337406,2.5,17.3,25,0.0581388249819421,1,0.64,1.3,1
"494","7.6","1",0,"a",0,0.0913623381219374,2.7,17.3,26,0.0614224861024591,1,0.64,1.3,1
"495","8.2","1",0,"a",0,0.155224525519709,1.5,21.2,20,0.0786203689154736,1,0.64,1.3,1
"496","8.8","1",0,"a",0,0.0669494496223763,4.1,17.8,30,0.0774996901503023,1,0.64,1.3,1
"497","9.4","1",0,"a",0,0.0631937679172963,4.7,17.9,31,0.0849534336062737,1,0.64,1.3,1
"498","10","1",0,"a",0,0.0894514469787894,3.8,21.4,27,0.104828335740565,1,0.64,1.3,1
"499","7.1","2",1,"a",0.2,0.0976365436337406,2.5,17.3,25,0.0581388249819421,1,0.64,1.3,1
"500","7.6","2",1,"a",0.192307692307692,0.0913623381219374,2.7,17.3,26,0.0614224861024591,1,0.64,1.3,1
"501","8.2","2",1,"a",0.25,0.155224525519709,1.5,21.2,20,0.0786203689154736,1,0.64,1.3,1
"502","8.8","2",1,"a",0.1,0.0669494496223763,4.1,17.8,30,0.0774996901503023,1,0.64,1.3,1
"503","9.4","2",1,"a",0.0967741935483871,0.0631937679172963,4.7,17.9,31,0.0849534336062737,1,0.64,1.3,1
"504","10","2",1,"a",0.111111111111111,0.0894514469787894,3.8,21.4,27,0.104828335740565,1,0.64,1.3,1
"505","7.1","0",0.578947368421053,"n",0.458333333333333,0.0937718472182532,2.2,17.6,24,0.0581388249819421,1,0.82,1.3,1
"506","7.6","0",0.555555555555556,"n",0.434782608695652,0.104738547949847,2,18.3,23,0.062869491373542,1,0.82,1.3,1
"507","8.2","0",0.466666666666667,"n",0.35,0.139263408796124,1.5,21.2,20,0.0786203689154736,1,0.82,1.3,1
"508","8.8","0",0.428571428571429,"n",0.315789473684211,0.157016253762352,1.2,22.2,19,0.0861347362791,1,0.82,1.3,1
"509","9.4","0",0.333333333333333,"n",0.235294117647059,0.189247109492681,0.9,24.4,17,0.101598148942839,1,0.82,1.3,1
"510","10","0",0.5,"n",0.416666666666667,0.100094859401846,2.8,22.8,24,0.107437993537192,1,0.82,1.3,1
"511","7.1","1",0,"n",0,0.0937718472182532,2.2,17.6,24,0.0581388249819421,1,0.82,1.3,1
"512","7.6","1",0,"n",0,0.104738547949847,2,18.3,23,0.062869491373542,1,0.82,1.3,1
"513","8.2","1",0.0666666666666667,"n",0.05,0.139263408796124,1.5,21.2,20,0.0786203689154736,1,0.82,1.3,1
"514","8.8","1",0,"n",0,0.157016253762352,1.2,22.2,19,0.0861347362791,1,0.82,1.3,1
"515","9.4","1",0.0833333333333333,"n",0.0588235294117647,0.189247109492681,0.9,24.4,17,0.101598148942839,1,0.82,1.3,1
"516","10","1",0.15,"n",0.125,0.100094859401846,2.8,22.8,24,0.107437993537192,1,0.82,1.3,1
"517","7.1","2",0.421052631578947,"n",0.333333333333333,0.0937718472182532,2.2,17.6,24,0.0581388249819421,1,0.82,1.3,1
"518","7.6","2",0.444444444444444,"n",0.347826086956522,0.104738547949847,2,18.3,23,0.062869491373542,1,0.82,1.3,1
"519","8.2","2",0.466666666666667,"n",0.35,0.139263408796124,1.5,21.2,20,0.0786203689154736,1,0.82,1.3,1
"520","8.8","2",0.571428571428571,"n",0.421052631578947,0.157016253762352,1.2,22.2,19,0.0861347362791,1,0.82,1.3,1
"521","9.4","2",0.583333333333333,"n",0.411764705882353,0.189247109492681,0.9,24.4,17,0.101598148942839,1,0.82,1.3,1
"522","10","2",0.35,"n",0.291666666666667,0.100094859401846,2.8,22.8,24,0.107437993537192,1,0.82,1.3,1
"523","7.1","0",0,"a",0,0.0937718472182532,2.2,17.6,24,0.0581388249819421,1,0.82,1.3,1
"524","7.6","0",0,"a",0,0.104738547949847,2,18.3,23,0.062869491373542,1,0.82,1.3,1
"525","8.2","0",0,"a",0,0.139263408796124,1.5,21.2,20,0.0786203689154736,1,0.82,1.3,1
"526","8.8","0",0,"a",0,0.157016253762352,1.2,22.2,19,0.0861347362791,1,0.82,1.3,1
"527","9.4","0",0,"a",0,0.189247109492681,0.9,24.4,17,0.101598148942839,1,0.82,1.3,1
"528","10","0",0,"a",0,0.100094859401846,2.8,22.8,24,0.107437993537192,1,0.82,1.3,1
"529","7.1","1",0,"a",0,0.0937718472182532,2.2,17.6,24,0.0581388249819421,1,0.82,1.3,1
"530","7.6","1",0,"a",0,0.104738547949847,2,18.3,23,0.062869491373542,1,0.82,1.3,1
"531","8.2","1",0,"a",0,0.139263408796124,1.5,21.2,20,0.0786203689154736,1,0.82,1.3,1
"532","8.8","1",0,"a",0,0.157016253762352,1.2,22.2,19,0.0861347362791,1,0.82,1.3,1
"533","9.4","1",0,"a",0,0.189247109492681,0.9,24.4,17,0.101598148942839,1,0.82,1.3,1
"534","10","1",0,"a",0,0.100094859401846,2.8,22.8,24,0.107437993537192,1,0.82,1.3,1
"535","7.1","2",1,"a",0.208333333333333,0.0937718472182532,2.2,17.6,24,0.0581388249819421,1,0.82,1.3,1
"536","7.6","2",1,"a",0.217391304347826,0.104738547949847,2,18.3,23,0.062869491373542,1,0.82,1.3,1
"537","8.2","2",1,"a",0.25,0.139263408796124,1.5,21.2,20,0.0786203689154736,1,0.82,1.3,1
"538","8.8","2",1,"a",0.263157894736842,0.157016253762352,1.2,22.2,19,0.0861347362791,1,0.82,1.3,1
"539","9.4","2",1,"a",0.294117647058824,0.189247109492681,0.9,24.4,17,0.101598148942839,1,0.82,1.3,1
"540","10","2",1,"a",0.166666666666667,0.100094859401846,2.8,22.8,24,0.107437993537192,1,0.82,1.3,1
"541","7.1","0",0.767857142857143,"n",0.728813559322034,0.421052038864348,12.4,0,59,0.0311185908730597,0.1,1,1.3,1
"542","7.6","0",0.767857142857143,"n",0.728813559322034,0.42293598383115,13,0,59,0.0343008140850957,0.1,1,1.3,1
"543","8.2","0",0.767857142857143,"n",0.728813559322034,0.425115830180376,13.6,0,59,0.038084995079863,0.1,1,1.3,1
"544","8.8","0",0.767857142857143,"n",0.728813559322034,0.427181962577724,14.2,0,59,0.0422119616272972,0.1,1,1.3,1
"545","9.4","0",0.767857142857143,"n",0.728813559322034,0.43119148708405,15,0,59,0.0474796717069972,0.1,1,1.3,1
"546","10","0",0.767857142857143,"n",0.728813559322034,0.433730085078734,15.9,0,59,0.0536845578769371,0.1,1,1.3,1
"547","7.1","1",0.125,"n",0.11864406779661,0.421052038864348,12.4,0,59,0.0311185908730597,0.1,1,1.3,1
"548","7.6","1",0.125,"n",0.11864406779661,0.42293598383115,13,0,59,0.0343008140850957,0.1,1,1.3,1
"549","8.2","1",0.125,"n",0.11864406779661,0.425115830180376,13.6,0,59,0.038084995079863,0.1,1,1.3,1
"550","8.8","1",0.125,"n",0.11864406779661,0.427181962577724,14.2,0,59,0.0422119616272972,0.1,1,1.3,1
