"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","yn","Bn","ka","dn0","iter_id"
"443","9.4","1",0.0833333333333333,"n",0.0588235294117647,0.189247109492681,0.9,24.4,17,0.101598148942839,1,0.82,1.3,1,8
"444","10","1",0.15,"n",0.125,0.100094859401846,2.8,22.8,24,0.107437993537192,1,0.82,1.3,1,8
"445","7.1","2",0.421052631578947,"n",0.333333333333333,0.0937718472182532,2.2,17.6,24,0.0581388249819421,1,0.82,1.3,1,8
"446","7.6","2",0.444444444444444,"n",0.347826086956522,0.104738547949847,2,18.3,23,0.062869491373542,1,0.82,1.3,1,8
"447","8.2","2",0.466666666666667,"n",0.35,0.139263408796124,1.5,21.2,20,0.0786203689154736,1,0.82,1.3,1,8
"448","8.8","2",0.571428571428571,"n",0.421052631578947,0.157016253762352,1.2,22.2,19,0.0861347362791,1,0.82,1.3,1,8
"449","9.4","2",0.583333333333333,"n",0.411764705882353,0.189247109492681,0.9,24.4,17,0.101598148942839,1,0.82,1.3,1,8
"450","10","2",0.35,"n",0.291666666666667,0.100094859401846,2.8,22.8,24,0.107437993537192,1,0.82,1.3,1,8
"451","7.1","0",0,"a",0,0.0937718472182532,2.2,17.6,24,0.0581388249819421,1,0.82,1.3,1,8
"452","7.6","0",0,"a",0,0.104738547949847,2,18.3,23,0.062869491373542,1,0.82,1.3,1,8
"453","8.2","0",0,"a",0,0.139263408796124,1.5,21.2,20,0.0786203689154736,1,0.82,1.3,1,8
"454","8.8","0",0,"a",0,0.157016253762352,1.2,22.2,19,0.0861347362791,1,0.82,1.3,1,8
"455","9.4","0",0,"a",0,0.189247109492681,0.9,24.4,17,0.101598148942839,1,0.82,1.3,1,8
"456","10","0",0,"a",0,0.100094859401846,2.8,22.8,24,0.107437993537192,1,0.82,1.3,1,8
"457","7.1","1",0,"a",0,0.0937718472182532,2.2,17.6,24,0.0581388249819421,1,0.82,1.3,1,8
"458","7.6","1",0,"a",0,0.104738547949847,2,18.3,23,0.062869491373542,1,0.82,1.3,1,8
"459","8.2","1",0,"a",0,0.139263408796124,1.5,21.2,20,0.0786203689154736,1,0.82,1.3,1,8
"460","8.8","1",0,"a",0,0.157016253762352,1.2,22.2,19,0.0861347362791,1,0.82,1.3,1,8
"461","9.4","1",0,"a",0,0.189247109492681,0.9,24.4,17,0.101598148942839,1,0.82,1.3,1,8
"462","10","1",0,"a",0,0.100094859401846,2.8,22.8,24,0.107437993537192,1,0.82,1.3,1,8
"463","7.1","2",1,"a",0.208333333333333,0.0937718472182532,2.2,17.6,24,0.0581388249819421,1,0.82,1.3,1,8
"464","7.6","2",1,"a",0.217391304347826,0.104738547949847,2,18.3,23,0.062869491373542,1,0.82,1.3,1,8
"465","8.2","2",1,"a",0.25,0.139263408796124,1.5,21.2,20,0.0786203689154736,1,0.82,1.3,1,8
"466","8.8","2",1,"a",0.263157894736842,0.157016253762352,1.2,22.2,19,0.0861347362791,1,0.82,1.3,1,8
"467","9.4","2",1,"a",0.294117647058824,0.189247109492681,0.9,24.4,17,0.101598148942839,1,0.82,1.3,1,8
"468","10","2",1,"a",0.166666666666667,0.100094859401846,2.8,22.8,24,0.107437993537192,1,0.82,1.3,1,8
"469","7.1","0",0.529411764705882,"n",0.409090909090909,0.108414650325315,1.8,18.2,22,0.0590637549557212,1,0.88,1.3,1,9
"470","7.6","0",0.5,"n",0.380952380952381,0.121318623822842,1.6,18.9,21,0.0638473605521784,1,0.88,1.3,1,9
"471","8.2","0",0.466666666666667,"n",0.35,0.134315291776781,1.5,21.2,20,0.0786203689154736,1,0.88,1.3,1,9
"472","8.8","0",0.428571428571429,"n",0.315789473684211,0.151803416446037,1.2,22.2,19,0.0861347362791,1,0.88,1.3,1,9
"473","9.4","0",0.333333333333333,"n",0.235294117647059,0.183848703314362,0.9,24.4,17,0.101598148942839,1,0.88,1.3,1,9
"474","10","0",0.272727272727273,"n",0.1875,0.2044938292258,0.699999999999999,25.7,16,0.112729240671452,1,0.88,1.3,1,9
"475","7.1","1",0,"n",0,0.108414650325315,1.8,18.2,22,0.0590637549557212,1,0.88,1.3,1,9
"476","7.6","1",0,"n",0,0.121318623822842,1.6,18.9,21,0.0638473605521784,1,0.88,1.3,1,9
"477","8.2","1",0.0666666666666667,"n",0.05,0.134315291776781,1.5,21.2,20,0.0786203689154736,1,0.88,1.3,1,9
"478","8.8","1",0,"n",0,0.151803416446037,1.2,22.2,19,0.0861347362791,1,0.88,1.3,1,9
"479","9.4","1",0.0833333333333333,"n",0.0588235294117647,0.183848703314362,0.9,24.4,17,0.101598148942839,1,0.88,1.3,1,9
"480","10","1",0.0909090909090909,"n",0.0625,0.2044938292258,0.699999999999999,25.7,16,0.112729240671452,1,0.88,1.3,1,9
"481","7.1","2",0.470588235294118,"n",0.363636363636364,0.108414650325315,1.8,18.2,22,0.0590637549557212,1,0.88,1.3,1,9
"482","7.6","2",0.5,"n",0.380952380952381,0.121318623822842,1.6,18.9,21,0.0638473605521784,1,0.88,1.3,1,9
"483","8.2","2",0.466666666666667,"n",0.35,0.134315291776781,1.5,21.2,20,0.0786203689154736,1,0.88,1.3,1,9
"484","8.8","2",0.571428571428571,"n",0.421052631578947,0.151803416446037,1.2,22.2,19,0.0861347362791,1,0.88,1.3,1,9
"485","9.4","2",0.583333333333333,"n",0.411764705882353,0.183848703314362,0.9,24.4,17,0.101598148942839,1,0.88,1.3,1,9
"486","10","2",0.636363636363636,"n",0.4375,0.2044938292258,0.699999999999999,25.7,16,0.112729240671452,1,0.88,1.3,1,9
"487","7.1","0",0,"a",0,0.108414650325315,1.8,18.2,22,0.0590637549557212,1,0.88,1.3,1,9
"488","7.6","0",0,"a",0,0.121318623822842,1.6,18.9,21,0.0638473605521784,1,0.88,1.3,1,9
"489","8.2","0",0,"a",0,0.134315291776781,1.5,21.2,20,0.0786203689154736,1,0.88,1.3,1,9
"490","8.8","0",0,"a",0,0.151803416446037,1.2,22.2,19,0.0861347362791,1,0.88,1.3,1,9
"491","9.4","0",0,"a",0,0.183848703314362,0.9,24.4,17,0.101598148942839,1,0.88,1.3,1,9
"492","10","0",0,"a",0,0.2044938292258,0.699999999999999,25.7,16,0.112729240671452,1,0.88,1.3,1,9
"493","7.1","1",0,"a",0,0.108414650325315,1.8,18.2,22,0.0590637549557212,1,0.88,1.3,1,9
"494","7.6","1",0,"a",0,0.121318623822842,1.6,18.9,21,0.0638473605521784,1,0.88,1.3,1,9
"495","8.2","1",0,"a",0,0.134315291776781,1.5,21.2,20,0.0786203689154736,1,0.88,1.3,1,9
"496","8.8","1",0,"a",0,0.151803416446037,1.2,22.2,19,0.0861347362791,1,0.88,1.3,1,9
"497","9.4","1",0,"a",0,0.183848703314362,0.9,24.4,17,0.101598148942839,1,0.88,1.3,1,9
"498","10","1",0,"a",0,0.2044938292258,0.699999999999999,25.7,16,0.112729240671452,1,0.88,1.3,1,9
"499","7.1","2",1,"a",0.227272727272727,0.108414650325315,1.8,18.2,22,0.0590637549557212,1,0.88,1.3,1,9
"500","7.6","2",1,"a",0.238095238095238,0.121318623822842,1.6,18.9,21,0.0638473605521784,1,0.88,1.3,1,9
"501","8.2","2",1,"a",0.25,0.134315291776781,1.5,21.2,20,0.0786203689154736,1,0.88,1.3,1,9
"502","8.8","2",1,"a",0.263157894736842,0.151803416446037,1.2,22.2,19,0.0861347362791,1,0.88,1.3,1,9
"503","9.4","2",1,"a",0.294117647058824,0.183848703314362,0.9,24.4,17,0.101598148942839,1,0.88,1.3,1,9
"504","10","2",1,"a",0.3125,0.2044938292258,0.699999999999999,25.7,16,0.112729240671452,1,0.88,1.3,1,9
"505","7.1","0",0.529411764705882,"n",0.409090909090909,0.104058823171616,1.8,18.2,22,0.0590637549557212,1,0.94,1.3,1,10
"506","7.6","0",0.5,"n",0.380952380952381,0.116725707973945,1.6,18.9,21,0.0638473605521784,1,0.94,1.3,1,10
"507","8.2","0",0.466666666666667,"n",0.35,0.129542419269932,1.5,21.2,20,0.0786203689154736,1,0.94,1.3,1,10
"508","8.8","0",0.384615384615385,"n",0.277777777777778,0.159879225933846,1.1,22.5,18,0.0873248968312143,1,0.94,1.3,1,10
"509","9.4","0",0.333333333333333,"n",0.235294117647059,0.178603667082312,0.9,24.4,17,0.101598148942839,1,0.94,1.3,1,10
"510","10","0",0.272727272727273,"n",0.1875,0.199139676376163,0.699999999999999,25.7,16,0.112729240671452,1,0.94,1.3,1,10
"511","7.1","1",0,"n",0,0.104058823171616,1.8,18.2,22,0.0590637549557212,1,0.94,1.3,1,10
"512","7.6","1",0,"n",0,0.116725707973945,1.6,18.9,21,0.0638473605521784,1,0.94,1.3,1,10
"513","8.2","1",0.0666666666666667,"n",0.05,0.129542419269932,1.5,21.2,20,0.0786203689154736,1,0.94,1.3,1,10
"514","8.8","1",0.0769230769230769,"n",0.0555555555555556,0.159879225933846,1.1,22.5,18,0.0873248968312143,1,0.94,1.3,1,10
"515","9.4","1",0.0833333333333333,"n",0.0588235294117647,0.178603667082312,0.9,24.4,17,0.101598148942839,1,0.94,1.3,1,10
"516","10","1",0.0909090909090909,"n",0.0625,0.199139676376163,0.699999999999999,25.7,16,0.112729240671452,1,0.94,1.3,1,10
"517","7.1","2",0.470588235294118,"n",0.363636363636364,0.104058823171616,1.8,18.2,22,0.0590637549557212,1,0.94,1.3,1,10
"518","7.6","2",0.5,"n",0.380952380952381,0.116725707973945,1.6,18.9,21,0.0638473605521784,1,0.94,1.3,1,10
"519","8.2","2",0.466666666666667,"n",0.35,0.129542419269932,1.5,21.2,20,0.0786203689154736,1,0.94,1.3,1,10
"520","8.8","2",0.538461538461538,"n",0.388888888888889,0.159879225933846,1.1,22.5,18,0.0873248968312143,1,0.94,1.3,1,10
"521","9.4","2",0.583333333333333,"n",0.411764705882353,0.178603667082312,0.9,24.4,17,0.101598148942839,1,0.94,1.3,1,10
"522","10","2",0.636363636363636,"n",0.4375,0.199139676376163,0.699999999999999,25.7,16,0.112729240671452,1,0.94,1.3,1,10
"523","7.1","0",0,"a",0,0.104058823171616,1.8,18.2,22,0.0590637549557212,1,0.94,1.3,1,10
"524","7.6","0",0,"a",0,0.116725707973945,1.6,18.9,21,0.0638473605521784,1,0.94,1.3,1,10
"525","8.2","0",0,"a",0,0.129542419269932,1.5,21.2,20,0.0786203689154736,1,0.94,1.3,1,10
"526","8.8","0",0,"a",0,0.159879225933846,1.1,22.5,18,0.0873248968312143,1,0.94,1.3,1,10
"527","9.4","0",0,"a",0,0.178603667082312,0.9,24.4,17,0.101598148942839,1,0.94,1.3,1,10
"528","10","0",0,"a",0,0.199139676376163,0.699999999999999,25.7,16,0.112729240671452,1,0.94,1.3,1,10
"529","7.1","1",0,"a",0,0.104058823171616,1.8,18.2,22,0.0590637549557212,1,0.94,1.3,1,10
"530","7.6","1",0,"a",0,0.116725707973945,1.6,18.9,21,0.0638473605521784,1,0.94,1.3,1,10
"531","8.2","1",0,"a",0,0.129542419269932,1.5,21.2,20,0.0786203689154736,1,0.94,1.3,1,10
"532","8.8","1",0,"a",0,0.159879225933846,1.1,22.5,18,0.0873248968312143,1,0.94,1.3,1,10
"533","9.4","1",0,"a",0,0.178603667082312,0.9,24.4,17,0.101598148942839,1,0.94,1.3,1,10
"534","10","1",0,"a",0,0.199139676376163,0.699999999999999,25.7,16,0.112729240671452,1,0.94,1.3,1,10
"535","7.1","2",1,"a",0.227272727272727,0.104058823171616,1.8,18.2,22,0.0590637549557212,1,0.94,1.3,1,10
"536","7.6","2",1,"a",0.238095238095238,0.116725707973945,1.6,18.9,21,0.0638473605521784,1,0.94,1.3,1,10
"537","8.2","2",1,"a",0.25,0.129542419269932,1.5,21.2,20,0.0786203689154736,1,0.94,1.3,1,10
"538","8.8","2",1,"a",0.277777777777778,0.159879225933846,1.1,22.5,18,0.0873248968312143,1,0.94,1.3,1,10
"539","9.4","2",1,"a",0.294117647058824,0.178603667082312,0.9,24.4,17,0.101598148942839,1,0.94,1.3,1,10
"540","10","2",1,"a",0.3125,0.199139676376163,0.699999999999999,25.7,16,0.112729240671452,1,0.94,1.3,1,10
"541","7.1","0",0.785714285714286,"n",0.745762711864407,0.014244305214003,12.3,0,59,0.0308423858115958,0.7,1,1.3,1,1
"542","7.6","0",0.785714285714286,"n",0.745762711864407,0.0145815973241708,12.9,0,59,0.0340004172000557,0.7,1,1.3,1,1
"543","8.2","0",0.785714285714286,"n",0.745762711864407,0.0149704173034536,13.5,0,59,0.0377567767012637,0.7,1,1.3,1,1
"544","8.8","0",0.785714285714286,"n",0.745762711864407,0.0153511736588345,14.1,0,59,0.0418545754388353,0.7,1,1.3,1,1
"545","9.4","0",0.785714285714286,"n",0.745762711864407,0.0160171407815546,14.9,0,59,0.047086836514185,0.7,1,1.3,1,1
"546","10","0",0.785714285714286,"n",0.745762711864407,0.0163984271628482,15.8,0,59,0.0532525310736428,0.7,1,1.3,1,1
"547","7.1","1",0.0892857142857143,"n",0.0847457627118644,0.014244305214003,12.3,0,59,0.0308423858115958,0.7,1,1.3,1,1
"548","7.6","1",0.0892857142857143,"n",0.0847457627118644,0.0145815973241708,12.9,0,59,0.0340004172000557,0.7,1,1.3,1,1
"549","8.2","1",0.0892857142857143,"n",0.0847457627118644,0.0149704173034536,13.5,0,59,0.0377567767012637,0.7,1,1.3,1,1
"550","8.8","1",0.0892857142857143,"n",0.0847457627118644,0.0153511736588345,14.1,0,59,0.0418545754388353,0.7,1,1.3,1,1
"551","9.4","1",0.0892857142857143,"n",0.0847457627118644,0.0160171407815546,14.9,0,59,0.047086836514185,0.7,1,1.3,1,1
"552","10","1",0.0892857142857143,"n",0.0847457627118644,0.0163984271628482,15.8,0,59,0.0532525310736428,0.7,1,1.3,1,1
"553","7.1","2",0.125,"n",0.11864406779661,0.014244305214003,12.3,0,59,0.0308423858115958,0.7,1,1.3,1,1
"554","7.6","2",0.125,"n",0.11864406779661,0.0145815973241708,12.9,0,59,0.0340004172000557,0.7,1,1.3,1,1
"555","8.2","2",0.125,"n",0.11864406779661,0.0149704173034536,13.5,0,59,0.0377567767012637,0.7,1,1.3,1,1
"556","8.8","2",0.125,"n",0.11864406779661,0.0153511736588345,14.1,0,59,0.0418545754388353,0.7,1,1.3,1,1
"557","9.4","2",0.125,"n",0.11864406779661,0.0160171407815546,14.9,0,59,0.047086836514185,0.7,1,1.3,1,1
"558","10","2",0.125,"n",0.11864406779661,0.0163984271628482,15.8,0,59,0.0532525310736428,0.7,1,1.3,1,1
"559","7.1","0",0,"a",0,0.014244305214003,12.3,0,59,0.0308423858115958,0.7,1,1.3,1,1
"560","7.6","0",0,"a",0,0.0145815973241708,12.9,0,59,0.0340004172000557,0.7,1,1.3,1,1
"561","8.2","0",0,"a",0,0.0149704173034536,13.5,0,59,0.0377567767012637,0.7,1,1.3,1,1
"562","8.8","0",0,"a",0,0.0153511736588345,14.1,0,59,0.0418545754388353,0.7,1,1.3,1,1
"563","9.4","0",0,"a",0,0.0160171407815546,14.9,0,59,0.047086836514185,0.7,1,1.3,1,1
"564","10","0",0,"a",0,0.0163984271628482,15.8,0,59,0.0532525310736428,0.7,1,1.3,1,1
"565","7.1","1",0,"a",0,0.014244305214003,12.3,0,59,0.0308423858115958,0.7,1,1.3,1,1
"566","7.6","1",0,"a",0,0.0145815973241708,12.9,0,59,0.0340004172000557,0.7,1,1.3,1,1
"567","8.2","1",0,"a",0,0.0149704173034536,13.5,0,59,0.0377567767012637,0.7,1,1.3,1,1
"568","8.8","1",0,"a",0,0.0153511736588345,14.1,0,59,0.0418545754388353,0.7,1,1.3,1,1
"569","9.4","1",0,"a",0,0.0160171407815546,14.9,0,59,0.047086836514185,0.7,1,1.3,1,1
"570","10","1",0,"a",0,0.0163984271628482,15.8,0,59,0.0532525310736428,0.7,1,1.3,1,1
"571","7.1","2",1,"a",0.0508474576271186,0.014244305214003,12.3,0,59,0.0308423858115958,0.7,1,1.3,1,1
"572","7.6","2",1,"a",0.0508474576271186,0.0145815973241708,12.9,0,59,0.0340004172000557,0.7,1,1.3,1,1
"573","8.2","2",1,"a",0.0508474576271186,0.0149704173034536,13.5,0,59,0.0377567767012637,0.7,1,1.3,1,1
"574","8.8","2",1,"a",0.0508474576271186,0.0153511736588345,14.1,0,59,0.0418545754388353,0.7,1,1.3,1,1
"575","9.4","2",1,"a",0.0508474576271186,0.0160171407815546,14.9,0,59,0.047086836514185,0.7,1,1.3,1,1
"576","10","2",1,"a",0.0508474576271186,0.0163984271628482,15.8,0,59,0.0532525310736428,0.7,1,1.3,1,1
"577","7.1","0",0.785714285714286,"n",0.745762711864407,0.0101503032215684,12.3,0,59,0.0308423858115958,0.76,1,1.3,1,2
"578","7.6","0",0.785714285714286,"n",0.745762711864407,0.0104102237561173,12.9,0,59,0.0340004172000557,0.76,1,1.3,1,2
"579","8.2","0",0.785714285714286,"n",0.745762711864407,0.0107104793853392,13.5,0,59,0.0377567767012637,0.76,1,1.3,1,2
"580","8.8","0",0.785714285714286,"n",0.745762711864407,0.0110051810926512,14.1,0,59,0.0418545754388353,0.76,1,1.3,1,2
"581","9.4","0",0.785714285714286,"n",0.745762711864407,0.0115200433283073,14.9,0,59,0.047086836514185,0.76,1,1.3,1,2
"582","10","0",0.785714285714286,"n",0.745762711864407,0.0118167313981209,15.8,0,59,0.0532525310736428,0.76,1,1.3,1,2
"583","7.1","1",0.0892857142857143,"n",0.0847457627118644,0.0101503032215684,12.3,0,59,0.0308423858115958,0.76,1,1.3,1,2
"584","7.6","1",0.0892857142857143,"n",0.0847457627118644,0.0104102237561173,12.9,0,59,0.0340004172000557,0.76,1,1.3,1,2
"585","8.2","1",0.0892857142857143,"n",0.0847457627118644,0.0107104793853392,13.5,0,59,0.0377567767012637,0.76,1,1.3,1,2
"586","8.8","1",0.0892857142857143,"n",0.0847457627118644,0.0110051810926512,14.1,0,59,0.0418545754388353,0.76,1,1.3,1,2
"587","9.4","1",0.0892857142857143,"n",0.0847457627118644,0.0115200433283073,14.9,0,59,0.047086836514185,0.76,1,1.3,1,2
"588","10","1",0.0892857142857143,"n",0.0847457627118644,0.0118167313981209,15.8,0,59,0.0532525310736428,0.76,1,1.3,1,2
"589","7.1","2",0.125,"n",0.11864406779661,0.0101503032215684,12.3,0,59,0.0308423858115958,0.76,1,1.3,1,2
"590","7.6","2",0.125,"n",0.11864406779661,0.0104102237561173,12.9,0,59,0.0340004172000557,0.76,1,1.3,1,2
"591","8.2","2",0.125,"n",0.11864406779661,0.0107104793853392,13.5,0,59,0.0377567767012637,0.76,1,1.3,1,2
"592","8.8","2",0.125,"n",0.11864406779661,0.0110051810926512,14.1,0,59,0.0418545754388353,0.76,1,1.3,1,2
"593","9.4","2",0.125,"n",0.11864406779661,0.0115200433283073,14.9,0,59,0.047086836514185,0.76,1,1.3,1,2
"594","10","2",0.125,"n",0.11864406779661,0.0118167313981209,15.8,0,59,0.0532525310736428,0.76,1,1.3,1,2
"595","7.1","0",0,"a",0,0.0101503032215684,12.3,0,59,0.0308423858115958,0.76,1,1.3,1,2
"596","7.6","0",0,"a",0,0.0104102237561173,12.9,0,59,0.0340004172000557,0.76,1,1.3,1,2
"597","8.2","0",0,"a",0,0.0107104793853392,13.5,0,59,0.0377567767012637,0.76,1,1.3,1,2
"598","8.8","0",0,"a",0,0.0110051810926512,14.1,0,59,0.0418545754388353,0.76,1,1.3,1,2
"599","9.4","0",0,"a",0,0.0115200433283073,14.9,0,59,0.047086836514185,0.76,1,1.3,1,2
"600","10","0",0,"a",0,0.0118167313981209,15.8,0,59,0.0532525310736428,0.76,1,1.3,1,2
"601","7.1","1",0,"a",0,0.0101503032215684,12.3,0,59,0.0308423858115958,0.76,1,1.3,1,2
"602","7.6","1",0,"a",0,0.0104102237561173,12.9,0,59,0.0340004172000557,0.76,1,1.3,1,2
"603","8.2","1",0,"a",0,0.0107104793853392,13.5,0,59,0.0377567767012637,0.76,1,1.3,1,2
"604","8.8","1",0,"a",0,0.0110051810926512,14.1,0,59,0.0418545754388353,0.76,1,1.3,1,2
"605","9.4","1",0,"a",0,0.0115200433283073,14.9,0,59,0.047086836514185,0.76,1,1.3,1,2
"606","10","1",0,"a",0,0.0118167313981209,15.8,0,59,0.0532525310736428,0.76,1,1.3,1,2
"607","7.1","2",1,"a",0.0508474576271186,0.0101503032215684,12.3,0,59,0.0308423858115958,0.76,1,1.3,1,2
"608","7.6","2",1,"a",0.0508474576271186,0.0104102237561173,12.9,0,59,0.0340004172000557,0.76,1,1.3,1,2
"609","8.2","2",1,"a",0.0508474576271186,0.0107104793853392,13.5,0,59,0.0377567767012637,0.76,1,1.3,1,2
"610","8.8","2",1,"a",0.0508474576271186,0.0110051810926512,14.1,0,59,0.0418545754388353,0.76,1,1.3,1,2
"611","9.4","2",1,"a",0.0508474576271186,0.0115200433283073,14.9,0,59,0.047086836514185,0.76,1,1.3,1,2
"612","10","2",1,"a",0.0508474576271186,0.0118167313981209,15.8,0,59,0.0532525310736428,0.76,1,1.3,1,2
"613","7.1","0",0.68,"n",0.566666666666667,0.0709739836998682,3.5,15.3,30,0.0536732860357246,0.82,1,1.3,1,3
"614","7.6","0",0.647058823529412,"n",0.594594594594595,0.0411523464039972,5.6,12.4,37,0.0523852108857954,0.82,1,1.3,1,3
"615","8.2","0",0.619047619047619,"n",0.5,0.101666259347033,2.7,18.7,26,0.0715144725738188,0.82,1,1.3,1,3
"616","8.8","0",0.6,"n",0.545454545454545,0.0591114559088285,5,16.2,33,0.0736545834223382,0.82,1,1.3,1,3
"617","9.4","0",0.571428571428571,"n",0.516129032258065,0.0706005165332198,4.7,17.9,31,0.0849534336062737,0.82,1,1.3,1,3
"618","10","0",0.538461538461538,"n",0.482758620689655,0.0841528851697387,4.4,20.3,29,0.101598148942839,0.82,1,1.3,1,3
"619","7.1","1",0.04,"n",0.0333333333333333,0.0709739836998682,3.5,15.3,30,0.0536732860357246,0.82,1,1.3,1,3
"620","7.6","1",0.147058823529412,"n",0.135135135135135,0.0411523464039972,5.6,12.4,37,0.0523852108857954,0.82,1,1.3,1,3
"621","8.2","1",0.0476190476190476,"n",0.0384615384615385,0.101666259347033,2.7,18.7,26,0.0715144725738188,0.82,1,1.3,1,3
"622","8.8","1",0.166666666666667,"n",0.151515151515152,0.0591114559088285,5,16.2,33,0.0736545834223382,0.82,1,1.3,1,3
"623","9.4","1",0.178571428571429,"n",0.161290322580645,0.0706005165332198,4.7,17.9,31,0.0849534336062737,0.82,1,1.3,1,3
"624","10","1",0.192307692307692,"n",0.172413793103448,0.0841528851697387,4.4,20.3,29,0.101598148942839,0.82,1,1.3,1,3
"625","7.1","2",0.28,"n",0.233333333333333,0.0709739836998682,3.5,15.3,30,0.0536732860357246,0.82,1,1.3,1,3
"626","7.6","2",0.205882352941176,"n",0.189189189189189,0.0411523464039972,5.6,12.4,37,0.0523852108857954,0.82,1,1.3,1,3
"627","8.2","2",0.333333333333333,"n",0.269230769230769,0.101666259347033,2.7,18.7,26,0.0715144725738188,0.82,1,1.3,1,3
"628","8.8","2",0.233333333333333,"n",0.212121212121212,0.0591114559088285,5,16.2,33,0.0736545834223382,0.82,1,1.3,1,3
"629","9.4","2",0.25,"n",0.225806451612903,0.0706005165332198,4.7,17.9,31,0.0849534336062737,0.82,1,1.3,1,3
"630","10","2",0.269230769230769,"n",0.241379310344828,0.0841528851697387,4.4,20.3,29,0.101598148942839,0.82,1,1.3,1,3
"631","7.1","0",0,"a",0,0.0709739836998682,3.5,15.3,30,0.0536732860357246,0.82,1,1.3,1,3
"632","7.6","0",0,"a",0,0.0411523464039972,5.6,12.4,37,0.0523852108857954,0.82,1,1.3,1,3
"633","8.2","0",0,"a",0,0.101666259347033,2.7,18.7,26,0.0715144725738188,0.82,1,1.3,1,3
"634","8.8","0",0,"a",0,0.0591114559088285,5,16.2,33,0.0736545834223382,0.82,1,1.3,1,3
"635","9.4","0",0,"a",0,0.0706005165332198,4.7,17.9,31,0.0849534336062737,0.82,1,1.3,1,3
"636","10","0",0,"a",0,0.0841528851697387,4.4,20.3,29,0.101598148942839,0.82,1,1.3,1,3
"637","7.1","1",0,"a",0,0.0709739836998682,3.5,15.3,30,0.0536732860357246,0.82,1,1.3,1,3
"638","7.6","1",0,"a",0,0.0411523464039972,5.6,12.4,37,0.0523852108857954,0.82,1,1.3,1,3
"639","8.2","1",0,"a",0,0.101666259347033,2.7,18.7,26,0.0715144725738188,0.82,1,1.3,1,3
"640","8.8","1",0,"a",0,0.0591114559088285,5,16.2,33,0.0736545834223382,0.82,1,1.3,1,3
"641","9.4","1",0,"a",0,0.0706005165332198,4.7,17.9,31,0.0849534336062737,0.82,1,1.3,1,3
"642","10","1",0,"a",0,0.0841528851697387,4.4,20.3,29,0.101598148942839,0.82,1,1.3,1,3
"643","7.1","2",1,"a",0.166666666666667,0.0709739836998682,3.5,15.3,30,0.0536732860357246,0.82,1,1.3,1,3
"644","7.6","2",1,"a",0.0810810810810811,0.0411523464039972,5.6,12.4,37,0.0523852108857954,0.82,1,1.3,1,3
"645","8.2","2",1,"a",0.192307692307692,0.101666259347033,2.7,18.7,26,0.0715144725738188,0.82,1,1.3,1,3
"646","8.8","2",1,"a",0.0909090909090909,0.0591114559088285,5,16.2,33,0.0736545834223382,0.82,1,1.3,1,3
"647","9.4","2",1,"a",0.0967741935483871,0.0706005165332198,4.7,17.9,31,0.0849534336062737,0.82,1,1.3,1,3
"648","10","2",1,"a",0.103448275862069,0.0841528851697387,4.4,20.3,29,0.101598148942839,0.82,1,1.3,1,3
"649","7.1","0",0.6,"n",0.48,0.0940174396460892,2.5,17.3,25,0.0581388249819421,0.88,1,1.3,1,4
"650","7.6","0",0.619047619047619,"n",0.5,0.0876068524599657,2.7,17.3,26,0.0614224861024591,0.88,1,1.3,1,4
"651","8.2","0",0.466666666666667,"n",0.35,0.150723852601949,1.5,21.2,20,0.0786203689154736,0.88,1,1.3,1,4
"652","8.8","0",0.466666666666667,"n",0.35,0.152970947903805,1.5,21.9,20,0.0861347362791,0.88,1,1.3,1,4
"653","9.4","0",0.333333333333333,"n",0.235294117647059,0.201346498475356,0.9,24.4,17,0.101598148942839,0.88,1,1.3,1,4
"654","10","0",0.5,"n",0.444444444444444,0.0849282385471823,3.8,21.4,27,0.104828335740565,0.88,1,1.3,1,4
"655","7.1","1",0.05,"n",0.04,0.0940174396460892,2.5,17.3,25,0.0581388249819421,0.88,1,1.3,1,4
"656","7.6","1",0.0476190476190476,"n",0.0384615384615385,0.0876068524599657,2.7,17.3,26,0.0614224861024591,0.88,1,1.3,1,4
"657","8.2","1",0.0666666666666667,"n",0.05,0.150723852601949,1.5,21.2,20,0.0786203689154736,0.88,1,1.3,1,4
"658","8.8","1",0.0666666666666667,"n",0.05,0.152970947903805,1.5,21.9,20,0.0861347362791,0.88,1,1.3,1,4
"659","9.4","1",0.0833333333333333,"n",0.0588235294117647,0.201346498475356,0.9,24.4,17,0.101598148942839,0.88,1,1.3,1,4
"660","10","1",0.208333333333333,"n",0.185185185185185,0.0849282385471823,3.8,21.4,27,0.104828335740565,0.88,1,1.3,1,4
"661","7.1","2",0.35,"n",0.28,0.0940174396460892,2.5,17.3,25,0.0581388249819421,0.88,1,1.3,1,4
"662","7.6","2",0.333333333333333,"n",0.269230769230769,0.0876068524599657,2.7,17.3,26,0.0614224861024591,0.88,1,1.3,1,4
"663","8.2","2",0.466666666666667,"n",0.35,0.150723852601949,1.5,21.2,20,0.0786203689154736,0.88,1,1.3,1,4
"664","8.8","2",0.466666666666667,"n",0.35,0.152970947903805,1.5,21.9,20,0.0861347362791,0.88,1,1.3,1,4
"665","9.4","2",0.583333333333333,"n",0.411764705882353,0.201346498475356,0.9,24.4,17,0.101598148942839,0.88,1,1.3,1,4
