"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","N","yn","ya","iter_id"
"466","8.8","2",0.538461538461538,"a",0.11864406779661,0.0120964769521061,17.1,0,59,0.052570745139143,0.5,1,0.7,7
"467","9.4","2",0.5,"a",0.0677966101694915,0.012021007216935,17.6,0,59,0.060686818447056,0.5,1,0.7,7
"468","10","2",0.8,"a",0.0677966101694915,0.0120561516747167,18.8,0,59,0.0696936415414888,0.5,1,0.7,7
"469","7.1","0",0.816326530612245,"n",0.677966101694915,0.010230912802267,14.4,0,59,0.0372073549389763,0.75,1,0.7,10
"470","7.6","0",0.8,"n",0.677966101694915,0.0102425495798126,15.4,0,59,0.0423415511350238,0.75,1,0.7,10
"471","8.2","0",0.8125,"n",0.661016949152542,0.0108955665223371,16.1,0,59,0.0472483066368298,0.75,1,0.7,10
"472","8.8","0",0.8,"n",0.677966101694915,0.0113315354445113,17.1,0,59,0.0538946825479564,0.75,1,0.7,10
"473","9.4","0",0.836363636363636,"n",0.779661016949153,0.0116002047535507,17.9,0,59,0.0612283247355859,0.75,1,0.7,10
"474","10","0",0.836363636363636,"n",0.779661016949153,0.0120150180240655,19.1,0,59,0.0703040091545268,0.75,1,0.7,10
"475","7.1","1",0.0204081632653061,"n",0.0169491525423729,0.010230912802267,14.4,0,59,0.0372073549389763,0.75,1,0.7,10
"476","7.6","1",0.06,"n",0.0508474576271186,0.0102425495798126,15.4,0,59,0.0423415511350238,0.75,1,0.7,10
"477","8.2","1",0.0416666666666667,"n",0.0338983050847458,0.0108955665223371,16.1,0,59,0.0472483066368298,0.75,1,0.7,10
"478","8.8","1",0.02,"n",0.0169491525423729,0.0113315354445113,17.1,0,59,0.0538946825479564,0.75,1,0.7,10
"479","9.4","1",0.0181818181818182,"n",0.0169491525423729,0.0116002047535507,17.9,0,59,0.0612283247355859,0.75,1,0.7,10
"480","10","1",0.0181818181818182,"n",0.0169491525423729,0.0120150180240655,19.1,0,59,0.0703040091545268,0.75,1,0.7,10
"481","7.1","2",0.163265306122449,"n",0.135593220338983,0.010230912802267,14.4,0,59,0.0372073549389763,0.75,1,0.7,10
"482","7.6","2",0.14,"n",0.11864406779661,0.0102425495798126,15.4,0,59,0.0423415511350238,0.75,1,0.7,10
"483","8.2","2",0.145833333333333,"n",0.11864406779661,0.0108955665223371,16.1,0,59,0.0472483066368298,0.75,1,0.7,10
"484","8.8","2",0.18,"n",0.152542372881356,0.0113315354445113,17.1,0,59,0.0538946825479564,0.75,1,0.7,10
"485","9.4","2",0.145454545454545,"n",0.135593220338983,0.0116002047535507,17.9,0,59,0.0612283247355859,0.75,1,0.7,10
"486","10","2",0.145454545454545,"n",0.135593220338983,0.0120150180240655,19.1,0,59,0.0703040091545268,0.75,1,0.7,10
"487","7.1","0",0.6,"a",0.101694915254237,0.010230912802267,14.4,0,59,0.0372073549389763,0.75,1,0.7,10
"488","7.6","0",0.555555555555556,"a",0.0847457627118644,0.0102425495798126,15.4,0,59,0.0423415511350238,0.75,1,0.7,10
"489","8.2","0",0.545454545454545,"a",0.101694915254237,0.0108955665223371,16.1,0,59,0.0472483066368298,0.75,1,0.7,10
"490","8.8","0",0.666666666666667,"a",0.101694915254237,0.0113315354445113,17.1,0,59,0.0538946825479564,0.75,1,0.7,10
"491","9.4","0",0,"a",0,0.0116002047535507,17.9,0,59,0.0612283247355859,0.75,1,0.7,10
"492","10","0",0,"a",0,0.0120150180240655,19.1,0,59,0.0703040091545268,0.75,1,0.7,10
"493","7.1","1",0,"a",0,0.010230912802267,14.4,0,59,0.0372073549389763,0.75,1,0.7,10
"494","7.6","1",0,"a",0,0.0102425495798126,15.4,0,59,0.0423415511350238,0.75,1,0.7,10
"495","8.2","1",0.0909090909090909,"a",0.0169491525423729,0.0108955665223371,16.1,0,59,0.0472483066368298,0.75,1,0.7,10
"496","8.8","1",0,"a",0,0.0113315354445113,17.1,0,59,0.0538946825479564,0.75,1,0.7,10
"497","9.4","1",0,"a",0,0.0116002047535507,17.9,0,59,0.0612283247355859,0.75,1,0.7,10
"498","10","1",0,"a",0,0.0120150180240655,19.1,0,59,0.0703040091545268,0.75,1,0.7,10
"499","7.1","2",0.4,"a",0.0677966101694915,0.010230912802267,14.4,0,59,0.0372073549389763,0.75,1,0.7,10
"500","7.6","2",0.444444444444444,"a",0.0677966101694915,0.0102425495798126,15.4,0,59,0.0423415511350238,0.75,1,0.7,10
"501","8.2","2",0.363636363636364,"a",0.0677966101694915,0.0108955665223371,16.1,0,59,0.0472483066368298,0.75,1,0.7,10
"502","8.8","2",0.333333333333333,"a",0.0508474576271186,0.0113315354445113,17.1,0,59,0.0538946825479564,0.75,1,0.7,10
"503","9.4","2",1,"a",0.0677966101694915,0.0116002047535507,17.9,0,59,0.0612283247355859,0.75,1,0.7,10
"504","10","2",1,"a",0.0677966101694915,0.0120150180240655,19.1,0,59,0.0703040091545268,0.75,1,0.7,10
"505","7.1","0",0.779661016949153,"n",0.779661016949153,0.00953684125658892,14.5,0,59,0.0381902941385124,1,1,0.7,13
"506","7.6","0",0.779661016949153,"n",0.779661016949153,0.00991079892890024,15.1,0,59,0.0419819636249305,1,1,0.7,13
"507","8.2","0",0.779661016949153,"n",0.779661016949153,0.010370244240771,16.1,0,59,0.048042036930072,1,1,0.7,13
"508","8.8","0",0.779661016949153,"n",0.779661016949153,0.0108284656569937,17.1,0,59,0.0547735675861004,1,1,0.7,13
"509","9.4","0",0.779661016949153,"n",0.779661016949153,0.011296324154703,18.3,0,59,0.0631699313537312,1,1,0.7,13
"510","10","0",0.779661016949153,"n",0.779661016949153,0.0117678283122429,19.5,0,59,0.0724378301829455,1,1,0.7,13
"511","7.1","1",0.0169491525423729,"n",0.0169491525423729,0.00953684125658892,14.5,0,59,0.0381902941385124,1,1,0.7,13
"512","7.6","1",0.0169491525423729,"n",0.0169491525423729,0.00991079892890024,15.1,0,59,0.0419819636249305,1,1,0.7,13
"513","8.2","1",0.0169491525423729,"n",0.0169491525423729,0.010370244240771,16.1,0,59,0.048042036930072,1,1,0.7,13
"514","8.8","1",0.0169491525423729,"n",0.0169491525423729,0.0108284656569937,17.1,0,59,0.0547735675861004,1,1,0.7,13
"515","9.4","1",0.0169491525423729,"n",0.0169491525423729,0.011296324154703,18.3,0,59,0.0631699313537312,1,1,0.7,13
"516","10","1",0.0169491525423729,"n",0.0169491525423729,0.0117678283122429,19.5,0,59,0.0724378301829455,1,1,0.7,13
"517","7.1","2",0.203389830508475,"n",0.203389830508475,0.00953684125658892,14.5,0,59,0.0381902941385124,1,1,0.7,13
"518","7.6","2",0.203389830508475,"n",0.203389830508475,0.00991079892890024,15.1,0,59,0.0419819636249305,1,1,0.7,13
"519","8.2","2",0.203389830508475,"n",0.203389830508475,0.010370244240771,16.1,0,59,0.048042036930072,1,1,0.7,13
"520","8.8","2",0.203389830508475,"n",0.203389830508475,0.0108284656569937,17.1,0,59,0.0547735675861004,1,1,0.7,13
"521","9.4","2",0.203389830508475,"n",0.203389830508475,0.011296324154703,18.3,0,59,0.0631699313537312,1,1,0.7,13
"522","10","2",0.203389830508475,"n",0.203389830508475,0.0117678283122429,19.5,0,59,0.0724378301829455,1,1,0.7,13
"523","7.1","0",0,"a",0,0.00953684125658892,14.5,0,59,0.0381902941385124,1,1,0.7,13
"524","7.6","0",0,"a",0,0.00991079892890024,15.1,0,59,0.0419819636249305,1,1,0.7,13
"525","8.2","0",0,"a",0,0.010370244240771,16.1,0,59,0.048042036930072,1,1,0.7,13
"526","8.8","0",0,"a",0,0.0108284656569937,17.1,0,59,0.0547735675861004,1,1,0.7,13
"527","9.4","0",0,"a",0,0.011296324154703,18.3,0,59,0.0631699313537312,1,1,0.7,13
"528","10","0",0,"a",0,0.0117678283122429,19.5,0,59,0.0724378301829455,1,1,0.7,13
"529","7.1","1",0,"a",0,0.00953684125658892,14.5,0,59,0.0381902941385124,1,1,0.7,13
"530","7.6","1",0,"a",0,0.00991079892890024,15.1,0,59,0.0419819636249305,1,1,0.7,13
"531","8.2","1",0,"a",0,0.010370244240771,16.1,0,59,0.048042036930072,1,1,0.7,13
"532","8.8","1",0,"a",0,0.0108284656569937,17.1,0,59,0.0547735675861004,1,1,0.7,13
"533","9.4","1",0,"a",0,0.011296324154703,18.3,0,59,0.0631699313537312,1,1,0.7,13
"534","10","1",0,"a",0,0.0117678283122429,19.5,0,59,0.0724378301829455,1,1,0.7,13
"535","7.1","2",0,"a",0,0.00953684125658892,14.5,0,59,0.0381902941385124,1,1,0.7,13
"536","7.6","2",0,"a",0,0.00991079892890024,15.1,0,59,0.0419819636249305,1,1,0.7,13
"537","8.2","2",0,"a",0,0.010370244240771,16.1,0,59,0.048042036930072,1,1,0.7,13
"538","8.8","2",0,"a",0,0.0108284656569937,17.1,0,59,0.0547735675861004,1,1,0.7,13
"539","9.4","2",0,"a",0,0.011296324154703,18.3,0,59,0.0631699313537312,1,1,0.7,13
"540","10","2",0,"a",0,0.0117678283122429,19.5,0,59,0.0724378301829455,1,1,0.7,13
