"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","N","yn","ya","iter_id"
"105","8.2","2",1,"a",0.0508474576271186,0.00909294948514271,16.2,0,59,0.0470886013779075,0.5,1,1,9
"106","8.8","2",1,"a",0.0508474576271186,0.00957568570095928,17.1,0,59,0.0532543700327885,0.5,1,1,9
"107","9.4","2",0.666666666666667,"a",0.0338983050847458,0.00995021113672978,18,0,59,0.0606940716487946,0.5,1,1,9
"108","10","2",0.666666666666667,"a",0.0338983050847458,0.0103293949958501,19.2,0,59,0.0696222803625339,0.5,1,1,9
"109","7.1","0",0.789473684210526,"n",0.76271186440678,0.00872702800202482,14.5,0,59,0.037860250062648,0.75,1,1,12
"110","7.6","0",0.821428571428571,"n",0.779661016949153,0.00932433534447386,15.1,0,59,0.0409182330521651,0.75,1,1,12
"111","8.2","0",0.789473684210526,"n",0.76271186440678,0.00970401436021678,16.1,0,59,0.0476438613611569,0.75,1,1,12
"112","8.8","0",0.789473684210526,"n",0.76271186440678,0.0101310678064065,17,0,59,0.0538946825479564,0.75,1,1,12
"113","9.4","0",0.789473684210526,"n",0.76271186440678,0.01052017756633,18.1,0,59,0.0621937242512389,0.75,1,1,12
"114","10","0",0.789473684210526,"n",0.76271186440678,0.0110120487245589,19.2,0,59,0.0708335297903978,0.75,1,1,12
"115","7.1","1",0.0526315789473684,"n",0.0508474576271186,0.00872702800202482,14.5,0,59,0.037860250062648,0.75,1,1,12
"116","7.6","1",0.0178571428571429,"n",0.0169491525423729,0.00932433534447386,15.1,0,59,0.0409182330521651,0.75,1,1,12
"117","8.2","1",0.0526315789473684,"n",0.0508474576271186,0.00970401436021678,16.1,0,59,0.0476438613611569,0.75,1,1,12
"118","8.8","1",0.0526315789473684,"n",0.0508474576271186,0.0101310678064065,17,0,59,0.0538946825479564,0.75,1,1,12
"119","9.4","1",0.0350877192982456,"n",0.0338983050847458,0.01052017756633,18.1,0,59,0.0621937242512389,0.75,1,1,12
"120","10","1",0.0175438596491228,"n",0.0169491525423729,0.0110120487245589,19.2,0,59,0.0708335297903978,0.75,1,1,12
"121","7.1","2",0.157894736842105,"n",0.152542372881356,0.00872702800202482,14.5,0,59,0.037860250062648,0.75,1,1,12
"122","7.6","2",0.160714285714286,"n",0.152542372881356,0.00932433534447386,15.1,0,59,0.0409182330521651,0.75,1,1,12
"123","8.2","2",0.157894736842105,"n",0.152542372881356,0.00970401436021678,16.1,0,59,0.0476438613611569,0.75,1,1,12
"124","8.8","2",0.157894736842105,"n",0.152542372881356,0.0101310678064065,17,0,59,0.0538946825479564,0.75,1,1,12
"125","9.4","2",0.175438596491228,"n",0.169491525423729,0.01052017756633,18.1,0,59,0.0621937242512389,0.75,1,1,12
"126","10","2",0.192982456140351,"n",0.186440677966102,0.0110120487245589,19.2,0,59,0.0708335297903978,0.75,1,1,12
"127","7.1","0",0,"a",0,0.00872702800202482,14.5,0,59,0.037860250062648,0.75,1,1,12
"128","7.6","0",0,"a",0,0.00932433534447386,15.1,0,59,0.0409182330521651,0.75,1,1,12
"129","8.2","0",0,"a",0,0.00970401436021678,16.1,0,59,0.0476438613611569,0.75,1,1,12
"130","8.8","0",0,"a",0,0.0101310678064065,17,0,59,0.0538946825479564,0.75,1,1,12
"131","9.4","0",0,"a",0,0.01052017756633,18.1,0,59,0.0621937242512389,0.75,1,1,12
"132","10","0",0,"a",0,0.0110120487245589,19.2,0,59,0.0708335297903978,0.75,1,1,12
"133","7.1","1",0,"a",0,0.00872702800202482,14.5,0,59,0.037860250062648,0.75,1,1,12
"134","7.6","1",0,"a",0,0.00932433534447386,15.1,0,59,0.0409182330521651,0.75,1,1,12
"135","8.2","1",0,"a",0,0.00970401436021678,16.1,0,59,0.0476438613611569,0.75,1,1,12
"136","8.8","1",0,"a",0,0.0101310678064065,17,0,59,0.0538946825479564,0.75,1,1,12
"137","9.4","1",0.5,"a",0.0169491525423729,0.01052017756633,18.1,0,59,0.0621937242512389,0.75,1,1,12
"138","10","1",1,"a",0.0338983050847458,0.0110120487245589,19.2,0,59,0.0708335297903978,0.75,1,1,12
"139","7.1","2",1,"a",0.0338983050847458,0.00872702800202482,14.5,0,59,0.037860250062648,0.75,1,1,12
"140","7.6","2",1,"a",0.0508474576271186,0.00932433534447386,15.1,0,59,0.0409182330521651,0.75,1,1,12
"141","8.2","2",1,"a",0.0338983050847458,0.00970401436021678,16.1,0,59,0.0476438613611569,0.75,1,1,12
"142","8.8","2",1,"a",0.0338983050847458,0.0101310678064065,17,0,59,0.0538946825479564,0.75,1,1,12
"143","9.4","2",0.5,"a",0.0169491525423729,0.01052017756633,18.1,0,59,0.0621937242512389,0.75,1,1,12
"144","10","2",0,"a",0,0.0110120487245589,19.2,0,59,0.0708335297903978,0.75,1,1,12
"145","7.1","0",0.779661016949153,"n",0.779661016949153,0.00953684125658892,14.5,0,59,0.0381902941385124,1,1,1,15
"146","7.6","0",0.779661016949153,"n",0.779661016949153,0.00991079892890024,15.1,0,59,0.0419819636249305,1,1,1,15
"147","8.2","0",0.779661016949153,"n",0.779661016949153,0.010370244240771,16.1,0,59,0.048042036930072,1,1,1,15
"148","8.8","0",0.779661016949153,"n",0.779661016949153,0.0108284656569937,17.1,0,59,0.0547735675861004,1,1,1,15
"149","9.4","0",0.779661016949153,"n",0.779661016949153,0.011296324154703,18.3,0,59,0.0631699313537312,1,1,1,15
"150","10","0",0.779661016949153,"n",0.779661016949153,0.0117678283122429,19.5,0,59,0.0724378301829455,1,1,1,15
"151","7.1","1",0.0169491525423729,"n",0.0169491525423729,0.00953684125658892,14.5,0,59,0.0381902941385124,1,1,1,15
"152","7.6","1",0.0169491525423729,"n",0.0169491525423729,0.00991079892890024,15.1,0,59,0.0419819636249305,1,1,1,15
"153","8.2","1",0.0169491525423729,"n",0.0169491525423729,0.010370244240771,16.1,0,59,0.048042036930072,1,1,1,15
"154","8.8","1",0.0169491525423729,"n",0.0169491525423729,0.0108284656569937,17.1,0,59,0.0547735675861004,1,1,1,15
"155","9.4","1",0.0169491525423729,"n",0.0169491525423729,0.011296324154703,18.3,0,59,0.0631699313537312,1,1,1,15
"156","10","1",0.0169491525423729,"n",0.0169491525423729,0.0117678283122429,19.5,0,59,0.0724378301829455,1,1,1,15
"157","7.1","2",0.203389830508475,"n",0.203389830508475,0.00953684125658892,14.5,0,59,0.0381902941385124,1,1,1,15
"158","7.6","2",0.203389830508475,"n",0.203389830508475,0.00991079892890024,15.1,0,59,0.0419819636249305,1,1,1,15
"159","8.2","2",0.203389830508475,"n",0.203389830508475,0.010370244240771,16.1,0,59,0.048042036930072,1,1,1,15
"160","8.8","2",0.203389830508475,"n",0.203389830508475,0.0108284656569937,17.1,0,59,0.0547735675861004,1,1,1,15
"161","9.4","2",0.203389830508475,"n",0.203389830508475,0.011296324154703,18.3,0,59,0.0631699313537312,1,1,1,15
"162","10","2",0.203389830508475,"n",0.203389830508475,0.0117678283122429,19.5,0,59,0.0724378301829455,1,1,1,15
"163","7.1","0",0,"a",0,0.00953684125658892,14.5,0,59,0.0381902941385124,1,1,1,15
"164","7.6","0",0,"a",0,0.00991079892890024,15.1,0,59,0.0419819636249305,1,1,1,15
"165","8.2","0",0,"a",0,0.010370244240771,16.1,0,59,0.048042036930072,1,1,1,15
"166","8.8","0",0,"a",0,0.0108284656569937,17.1,0,59,0.0547735675861004,1,1,1,15
"167","9.4","0",0,"a",0,0.011296324154703,18.3,0,59,0.0631699313537312,1,1,1,15
"168","10","0",0,"a",0,0.0117678283122429,19.5,0,59,0.0724378301829455,1,1,1,15
"169","7.1","1",0,"a",0,0.00953684125658892,14.5,0,59,0.0381902941385124,1,1,1,15
"170","7.6","1",0,"a",0,0.00991079892890024,15.1,0,59,0.0419819636249305,1,1,1,15
"171","8.2","1",0,"a",0,0.010370244240771,16.1,0,59,0.048042036930072,1,1,1,15
"172","8.8","1",0,"a",0,0.0108284656569937,17.1,0,59,0.0547735675861004,1,1,1,15
"173","9.4","1",0,"a",0,0.011296324154703,18.3,0,59,0.0631699313537312,1,1,1,15
"174","10","1",0,"a",0,0.0117678283122429,19.5,0,59,0.0724378301829455,1,1,1,15
"175","7.1","2",0,"a",0,0.00953684125658892,14.5,0,59,0.0381902941385124,1,1,1,15
"176","7.6","2",0,"a",0,0.00991079892890024,15.1,0,59,0.0419819636249305,1,1,1,15
"177","8.2","2",0,"a",0,0.010370244240771,16.1,0,59,0.048042036930072,1,1,1,15
"178","8.8","2",0,"a",0,0.0108284656569937,17.1,0,59,0.0547735675861004,1,1,1,15
"179","9.4","2",0,"a",0,0.011296324154703,18.3,0,59,0.0631699313537312,1,1,1,15
"180","10","2",0,"a",0,0.0117678283122429,19.5,0,59,0.0724378301829455,1,1,1,15
"181","7.1","0",0,"n",0,0.246362587518595,0.100000000000001,20,13,0.0595301993804354,0,0.7,1,2
"182","7.6","0",0,"n",0,0.249430444698312,0.100000000000001,20.5,13,0.0643402457574889,0,0.7,1,2
"183","8.2","0",0,"n",0,0.252813047255365,0.100000000000001,22.6,13,0.0786203689154736,0,0.7,1,2
"184","8.8","0",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,0,0.7,1,2
"185","9.4","0",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,0,0.7,1,2
"186","10","0",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,0,0.7,1,2
"187","7.1","1",0,"n",0,0.246362587518595,0.100000000000001,20,13,0.0595301993804354,0,0.7,1,2
"188","7.6","1",0,"n",0,0.249430444698312,0.100000000000001,20.5,13,0.0643402457574889,0,0.7,1,2
"189","8.2","1",0,"n",0,0.252813047255365,0.100000000000001,22.6,13,0.0786203689154736,0,0.7,1,2
"190","8.8","1",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,0,0.7,1,2
"191","9.4","1",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,0,0.7,1,2
"192","10","1",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,0,0.7,1,2
"193","7.1","2",0,"n",0,0.246362587518595,0.100000000000001,20,13,0.0595301993804354,0,0.7,1,2
"194","7.6","2",0,"n",0,0.249430444698312,0.100000000000001,20.5,13,0.0643402457574889,0,0.7,1,2
"195","8.2","2",0,"n",0,0.252813047255365,0.100000000000001,22.6,13,0.0786203689154736,0,0.7,1,2
"196","8.8","2",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,0,0.7,1,2
"197","9.4","2",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,0,0.7,1,2
"198","10","2",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,0,0.7,1,2
"199","7.1","0",0,"a",0,0.246362587518595,0.100000000000001,20,13,0.0595301993804354,0,0.7,1,2
"200","7.6","0",0,"a",0,0.249430444698312,0.100000000000001,20.5,13,0.0643402457574889,0,0.7,1,2
"201","8.2","0",0,"a",0,0.252813047255365,0.100000000000001,22.6,13,0.0786203689154736,0,0.7,1,2
"202","8.8","0",0.277777777777778,"a",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,0,0.7,1,2
"203","9.4","0",0.235294117647059,"a",0.235294117647059,0.173859600605168,0.9,24.4,17,0.101598148942839,0,0.7,1,2
"204","10","0",0.1875,"a",0.1875,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,0,0.7,1,2
"205","7.1","1",0.0769230769230769,"a",0.0769230769230769,0.246362587518595,0.100000000000001,20,13,0.0595301993804354,0,0.7,1,2
"206","7.6","1",0.0769230769230769,"a",0.0769230769230769,0.249430444698312,0.100000000000001,20.5,13,0.0643402457574889,0,0.7,1,2
"207","8.2","1",0.0769230769230769,"a",0.0769230769230769,0.252813047255365,0.100000000000001,22.6,13,0.0786203689154736,0,0.7,1,2
"208","8.8","1",0.0555555555555556,"a",0.0555555555555556,0.155321754782881,1.1,22.5,18,0.0873248968312143,0,0.7,1,2
"209","9.4","1",0.0588235294117647,"a",0.0588235294117647,0.173859600605168,0.9,24.4,17,0.101598148942839,0,0.7,1,2
"210","10","1",0.0625,"a",0.0625,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,0,0.7,1,2
"211","7.1","2",0.923076923076923,"a",0.923076923076923,0.246362587518595,0.100000000000001,20,13,0.0595301993804354,0,0.7,1,2
"212","7.6","2",0.923076923076923,"a",0.923076923076923,0.249430444698312,0.100000000000001,20.5,13,0.0643402457574889,0,0.7,1,2
"213","8.2","2",0.923076923076923,"a",0.923076923076923,0.252813047255365,0.100000000000001,22.6,13,0.0786203689154736,0,0.7,1,2
"214","8.8","2",0.666666666666667,"a",0.666666666666667,0.155321754782881,1.1,22.5,18,0.0873248968312143,0,0.7,1,2
"215","9.4","2",0.705882352941177,"a",0.705882352941177,0.173859600605168,0.9,24.4,17,0.101598148942839,0,0.7,1,2
"216","10","2",0.75,"a",0.75,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,0,0.7,1,2
"217","7.1","0",0.882352941176471,"n",0.76271186440678,0.0252978657798095,14.5,0,59,0.0367879579001669,0.25,0.7,1,5
"218","7.6","0",0.882352941176471,"n",0.76271186440678,0.0260873982906245,15.4,0,59,0.0415013637172435,0.25,0.7,1,5
"219","8.2","0",0.882352941176471,"n",0.76271186440678,0.0268854371379538,16.3,0,59,0.0470886013779075,0.25,0.7,1,5
"220","8.8","0",0.882352941176471,"n",0.76271186440678,0.0276759197175024,17.3,0,59,0.0536864019714559,0.25,0.7,1,5
"221","9.4","0",0.882352941176471,"n",0.76271186440678,0.0284663709171898,18.5,0,59,0.0609610677654568,0.25,0.7,1,5
"222","10","0",0.882352941176471,"n",0.76271186440678,0.0304257136355693,19,0,59,0.0663541490840469,0.25,0.7,1,5
"223","7.1","1",0.0392156862745098,"n",0.0338983050847458,0.0252978657798095,14.5,0,59,0.0367879579001669,0.25,0.7,1,5
"224","7.6","1",0.0392156862745098,"n",0.0338983050847458,0.0260873982906245,15.4,0,59,0.0415013637172435,0.25,0.7,1,5
"225","8.2","1",0.0392156862745098,"n",0.0338983050847458,0.0268854371379538,16.3,0,59,0.0470886013779075,0.25,0.7,1,5
"226","8.8","1",0.0392156862745098,"n",0.0338983050847458,0.0276759197175024,17.3,0,59,0.0536864019714559,0.25,0.7,1,5
"227","9.4","1",0.0392156862745098,"n",0.0338983050847458,0.0284663709171898,18.5,0,59,0.0609610677654568,0.25,0.7,1,5
"228","10","1",0.0392156862745098,"n",0.0338983050847458,0.0304257136355693,19,0,59,0.0663541490840469,0.25,0.7,1,5
"229","7.1","2",0.0784313725490196,"n",0.0677966101694915,0.0252978657798095,14.5,0,59,0.0367879579001669,0.25,0.7,1,5
"230","7.6","2",0.0784313725490196,"n",0.0677966101694915,0.0260873982906245,15.4,0,59,0.0415013637172435,0.25,0.7,1,5
"231","8.2","2",0.0784313725490196,"n",0.0677966101694915,0.0268854371379538,16.3,0,59,0.0470886013779075,0.25,0.7,1,5
"232","8.8","2",0.0784313725490196,"n",0.0677966101694915,0.0276759197175024,17.3,0,59,0.0536864019714559,0.25,0.7,1,5
"233","9.4","2",0.0784313725490196,"n",0.0677966101694915,0.0284663709171898,18.5,0,59,0.0609610677654568,0.25,0.7,1,5
"234","10","2",0.0784313725490196,"n",0.0677966101694915,0.0304257136355693,19,0,59,0.0663541490840469,0.25,0.7,1,5
