"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","dn0","d","dn0_d"
"493","10","1",0,"n",0,0.214429039088511,0.5,28.5,15,0.130370973899859,1,0.7,1.42857142857143
"494","11.4","1",0,"n",0,0.269835679659668,0,32,13,0.160462972843907,1,0.7,1.42857142857143
"495","12.8","1",0,"n",0,0.271686765877464,0.0999999999999996,34.9,13,0.188475450937863,1,0.7,1.42857142857143
"496","14.3","1",0,"n",0,0.279214440161663,0,36.8,13,0.206837336284226,1,0.7,1.42857142857143
"497","15.7","1",0,"n",0,0.257433979296499,0.299999999999999,39.8,14,0.228171352986904,1,0.7,1.42857142857143
"498","17.1","1",0,"n",0,0.286283717335558,0,42.7,13,0.24189727230066,1,0.7,1.42857142857143
"499","18.6","1",0,"n",0,0.218928165238554,0.899999999999999,40.5,16,0.242520085209171,1,0.7,1.42857142857143
"500","20","1",0,"n",0,0.242791773562323,0.600000000000001,39.4,15,0.242520085209171,1,0.7,1.42857142857143
"501","7.1","2",1,"n",0.384615384615385,0.246362587518595,0.100000000000001,22.4,13,0.0715123580986902,1,0.7,1.42857142857143
"502","8.5","2",1,"n",0.277777777777778,0.154189312385277,1.1,24.3,18,0.0965159414842865,1,0.7,1.42857142857143
"503","10","2",1,"n",0.333333333333333,0.214429039088511,0.5,28.5,15,0.130370973899859,1,0.7,1.42857142857143
"504","11.4","2",1,"n",0.615384615384615,0.269835679659668,0,32,13,0.160462972843907,1,0.7,1.42857142857143
"505","12.8","2",1,"n",0.384615384615385,0.271686765877464,0.0999999999999996,34.9,13,0.188475450937863,1,0.7,1.42857142857143
"506","14.3","2",1,"n",0.615384615384615,0.279214440161663,0,36.8,13,0.206837336284226,1,0.7,1.42857142857143
"507","15.7","2",1,"n",0.571428571428571,0.257433979296499,0.299999999999999,39.8,14,0.228171352986904,1,0.7,1.42857142857143
"508","17.1","2",1,"n",0.615384615384615,0.286283717335558,0,42.7,13,0.24189727230066,1,0.7,1.42857142857143
"509","18.6","2",1,"n",0.5,0.218928165238554,0.899999999999999,40.5,16,0.242520085209171,1,0.7,1.42857142857143
"510","20","2",1,"n",0.533333333333333,0.242791773562323,0.600000000000001,39.4,15,0.242520085209171,1,0.7,1.42857142857143
"511","7.1","0",0,"a",0,0.246362587518595,0.100000000000001,22.4,13,0.0715123580986902,1,0.7,1.42857142857143
"512","8.5","0",0.384615384615385,"a",0.277777777777778,0.154189312385277,1.1,24.3,18,0.0965159414842865,1,0.7,1.42857142857143
"513","10","0",0.2,"a",0.133333333333333,0.214429039088511,0.5,28.5,15,0.130370973899859,1,0.7,1.42857142857143
"514","11.4","0",0,"a",0,0.269835679659668,0,32,13,0.160462972843907,1,0.7,1.42857142857143
"515","12.8","0",0,"a",0,0.271686765877464,0.0999999999999996,34.9,13,0.188475450937863,1,0.7,1.42857142857143
"516","14.3","0",0,"a",0,0.279214440161663,0,36.8,13,0.206837336284226,1,0.7,1.42857142857143
"517","15.7","0",0.166666666666667,"a",0.0714285714285714,0.257433979296499,0.299999999999999,39.8,14,0.228171352986904,1,0.7,1.42857142857143
"518","17.1","0",0,"a",0,0.286283717335558,0,42.7,13,0.24189727230066,1,0.7,1.42857142857143
"519","18.6","0",0.375,"a",0.1875,0.218928165238554,0.899999999999999,40.5,16,0.242520085209171,1,0.7,1.42857142857143
"520","20","0",0.285714285714286,"a",0.133333333333333,0.242791773562323,0.600000000000001,39.4,15,0.242520085209171,1,0.7,1.42857142857143
"521","7.1","1",0.125,"a",0.0769230769230769,0.246362587518595,0.100000000000001,22.4,13,0.0715123580986902,1,0.7,1.42857142857143
"522","8.5","1",0.0769230769230769,"a",0.0555555555555556,0.154189312385277,1.1,24.3,18,0.0965159414842865,1,0.7,1.42857142857143
"523","10","1",0.1,"a",0.0666666666666667,0.214429039088511,0.5,28.5,15,0.130370973899859,1,0.7,1.42857142857143
"524","11.4","1",0,"a",0,0.269835679659668,0,32,13,0.160462972843907,1,0.7,1.42857142857143
"525","12.8","1",0.125,"a",0.0769230769230769,0.271686765877464,0.0999999999999996,34.9,13,0.188475450937863,1,0.7,1.42857142857143
"526","14.3","1",0,"a",0,0.279214440161663,0,36.8,13,0.206837336284226,1,0.7,1.42857142857143
"527","15.7","1",0,"a",0,0.257433979296499,0.299999999999999,39.8,14,0.228171352986904,1,0.7,1.42857142857143
"528","17.1","1",0,"a",0,0.286283717335558,0,42.7,13,0.24189727230066,1,0.7,1.42857142857143
"529","18.6","1",0,"a",0,0.218928165238554,0.899999999999999,40.5,16,0.242520085209171,1,0.7,1.42857142857143
"530","20","1",0,"a",0,0.242791773562323,0.600000000000001,39.4,15,0.242520085209171,1,0.7,1.42857142857143
"531","7.1","2",0.875,"a",0.538461538461538,0.246362587518595,0.100000000000001,22.4,13,0.0715123580986902,1,0.7,1.42857142857143
"532","8.5","2",0.538461538461538,"a",0.388888888888889,0.154189312385277,1.1,24.3,18,0.0965159414842865,1,0.7,1.42857142857143
"533","10","2",0.7,"a",0.466666666666667,0.214429039088511,0.5,28.5,15,0.130370973899859,1,0.7,1.42857142857143
"534","11.4","2",1,"a",0.384615384615385,0.269835679659668,0,32,13,0.160462972843907,1,0.7,1.42857142857143
"535","12.8","2",0.875,"a",0.538461538461538,0.271686765877464,0.0999999999999996,34.9,13,0.188475450937863,1,0.7,1.42857142857143
"536","14.3","2",1,"a",0.384615384615385,0.279214440161663,0,36.8,13,0.206837336284226,1,0.7,1.42857142857143
"537","15.7","2",0.833333333333333,"a",0.357142857142857,0.257433979296499,0.299999999999999,39.8,14,0.228171352986904,1,0.7,1.42857142857143
"538","17.1","2",1,"a",0.384615384615385,0.286283717335558,0,42.7,13,0.24189727230066,1,0.7,1.42857142857143
"539","18.6","2",0.625,"a",0.3125,0.218928165238554,0.899999999999999,40.5,16,0.242520085209171,1,0.7,1.42857142857143
"540","20","2",0.714285714285714,"a",0.333333333333333,0.242791773562323,0.600000000000001,39.4,15,0.242520085209171,1,0.7,1.42857142857143
"541","7.1","0",0,"n",0,0.246362587518595,0.100000000000001,21.1,13,0.0648357599731341,1,0.9,1.11111111111111
"542","8.5","0",0,"n",0,0.254396605154422,0.0999999999999996,23.5,13,0.0855429691176269,1,0.9,1.11111111111111
"543","10","0",0,"n",0,0.194247847617525,0.699999999999999,25.9,16,0.114064668269126,1,0.9,1.11111111111111
"544","11.4","0",0,"n",0,0.24200159108438,0.299999999999999,29.7,14,0.146885375758421,1,0.9,1.11111111111111
"545","12.8","0",0,"n",0,0.271686765877464,0.0999999999999996,32.4,13,0.172962480965869,1,0.9,1.11111111111111
"546","14.3","0",0,"n",0,0.278106843147113,0.5,33.9,13,0.187879057495477,1,0.9,1.11111111111111
"547","15.7","0",0,"n",0,0.278486920023484,1.1,35.3,13,0.200469643488992,1,0.9,1.11111111111111
"548","17.1","0",0,"n",0,0.233711353231327,1.1,37,15,0.21890984291903,1,0.9,1.11111111111111
"549","18.6","0",0,"n",0,0.259801343352826,1.1,40,14,0.235518174672722,1,0.9,1.11111111111111
"550","20","0",0,"n",0,0.201065960341547,1.2,40.1,17,0.242490661215507,1,0.9,1.11111111111111
"551","7.1","1",0,"n",0,0.246362587518595,0.100000000000001,21.1,13,0.0648357599731341,1,0.9,1.11111111111111
"552","8.5","1",0,"n",0,0.254396605154422,0.0999999999999996,23.5,13,0.0855429691176269,1,0.9,1.11111111111111
"553","10","1",0,"n",0,0.194247847617525,0.699999999999999,25.9,16,0.114064668269126,1,0.9,1.11111111111111
"554","11.4","1",0,"n",0,0.24200159108438,0.299999999999999,29.7,14,0.146885375758421,1,0.9,1.11111111111111
"555","12.8","1",0,"n",0,0.271686765877464,0.0999999999999996,32.4,13,0.172962480965869,1,0.9,1.11111111111111
"556","14.3","1",0,"n",0,0.278106843147113,0.5,33.9,13,0.187879057495477,1,0.9,1.11111111111111
"557","15.7","1",0,"n",0,0.278486920023484,1.1,35.3,13,0.200469643488992,1,0.9,1.11111111111111
"558","17.1","1",0,"n",0,0.233711353231327,1.1,37,15,0.21890984291903,1,0.9,1.11111111111111
"559","18.6","1",0,"n",0,0.259801343352826,1.1,40,14,0.235518174672722,1,0.9,1.11111111111111
"560","20","1",0,"n",0,0.201065960341547,1.2,40.1,17,0.242490661215507,1,0.9,1.11111111111111
"561","7.1","2",1,"n",0.384615384615385,0.246362587518595,0.100000000000001,21.1,13,0.0648357599731341,1,0.9,1.11111111111111
"562","8.5","2",1,"n",0.384615384615385,0.254396605154422,0.0999999999999996,23.5,13,0.0855429691176269,1,0.9,1.11111111111111
"563","10","2",1,"n",0.3125,0.194247847617525,0.699999999999999,25.9,16,0.114064668269126,1,0.9,1.11111111111111
"564","11.4","2",1,"n",0.357142857142857,0.24200159108438,0.299999999999999,29.7,14,0.146885375758421,1,0.9,1.11111111111111
"565","12.8","2",1,"n",0.384615384615385,0.271686765877464,0.0999999999999996,32.4,13,0.172962480965869,1,0.9,1.11111111111111
"566","14.3","2",1,"n",0.615384615384615,0.278106843147113,0.5,33.9,13,0.187879057495477,1,0.9,1.11111111111111
"567","15.7","2",1,"n",0.384615384615385,0.278486920023484,1.1,35.3,13,0.200469643488992,1,0.9,1.11111111111111
"568","17.1","2",1,"n",0.333333333333333,0.233711353231327,1.1,37,15,0.21890984291903,1,0.9,1.11111111111111
"569","18.6","2",1,"n",0.357142857142857,0.259801343352826,1.1,40,14,0.235518174672722,1,0.9,1.11111111111111
"570","20","2",1,"n",0.470588235294118,0.201065960341547,1.2,40.1,17,0.242490661215507,1,0.9,1.11111111111111
"571","7.1","0",0,"a",0,0.246362587518595,0.100000000000001,21.1,13,0.0648357599731341,1,0.9,1.11111111111111
"572","8.5","0",0,"a",0,0.254396605154422,0.0999999999999996,23.5,13,0.0855429691176269,1,0.9,1.11111111111111
"573","10","0",0.272727272727273,"a",0.1875,0.194247847617525,0.699999999999999,25.9,16,0.114064668269126,1,0.9,1.11111111111111
"574","11.4","0",0.111111111111111,"a",0.0714285714285714,0.24200159108438,0.299999999999999,29.7,14,0.146885375758421,1,0.9,1.11111111111111
"575","12.8","0",0,"a",0,0.271686765877464,0.0999999999999996,32.4,13,0.172962480965869,1,0.9,1.11111111111111
"576","14.3","0",0,"a",0,0.278106843147113,0.5,33.9,13,0.187879057495477,1,0.9,1.11111111111111
"577","15.7","0",0,"a",0,0.278486920023484,1.1,35.3,13,0.200469643488992,1,0.9,1.11111111111111
"578","17.1","0",0.2,"a",0.133333333333333,0.233711353231327,1.1,37,15,0.21890984291903,1,0.9,1.11111111111111
"579","18.6","0",0.111111111111111,"a",0.0714285714285714,0.259801343352826,1.1,40,14,0.235518174672722,1,0.9,1.11111111111111
"580","20","0",0.444444444444444,"a",0.235294117647059,0.201065960341547,1.2,40.1,17,0.242490661215507,1,0.9,1.11111111111111
"581","7.1","1",0.125,"a",0.0769230769230769,0.246362587518595,0.100000000000001,21.1,13,0.0648357599731341,1,0.9,1.11111111111111
"582","8.5","1",0.125,"a",0.0769230769230769,0.254396605154422,0.0999999999999996,23.5,13,0.0855429691176269,1,0.9,1.11111111111111
"583","10","1",0.0909090909090909,"a",0.0625,0.194247847617525,0.699999999999999,25.9,16,0.114064668269126,1,0.9,1.11111111111111
"584","11.4","1",0.111111111111111,"a",0.0714285714285714,0.24200159108438,0.299999999999999,29.7,14,0.146885375758421,1,0.9,1.11111111111111
"585","12.8","1",0.125,"a",0.0769230769230769,0.271686765877464,0.0999999999999996,32.4,13,0.172962480965869,1,0.9,1.11111111111111
"586","14.3","1",0,"a",0,0.278106843147113,0.5,33.9,13,0.187879057495477,1,0.9,1.11111111111111
"587","15.7","1",0.125,"a",0.0769230769230769,0.278486920023484,1.1,35.3,13,0.200469643488992,1,0.9,1.11111111111111
"588","17.1","1",0.1,"a",0.0666666666666667,0.233711353231327,1.1,37,15,0.21890984291903,1,0.9,1.11111111111111
"589","18.6","1",0.111111111111111,"a",0.0714285714285714,0.259801343352826,1.1,40,14,0.235518174672722,1,0.9,1.11111111111111
"590","20","1",0,"a",0,0.201065960341547,1.2,40.1,17,0.242490661215507,1,0.9,1.11111111111111
"591","7.1","2",0.875,"a",0.538461538461538,0.246362587518595,0.100000000000001,21.1,13,0.0648357599731341,1,0.9,1.11111111111111
"592","8.5","2",0.875,"a",0.538461538461538,0.254396605154422,0.0999999999999996,23.5,13,0.0855429691176269,1,0.9,1.11111111111111
"593","10","2",0.636363636363636,"a",0.4375,0.194247847617525,0.699999999999999,25.9,16,0.114064668269126,1,0.9,1.11111111111111
"594","11.4","2",0.777777777777778,"a",0.5,0.24200159108438,0.299999999999999,29.7,14,0.146885375758421,1,0.9,1.11111111111111
"595","12.8","2",0.875,"a",0.538461538461538,0.271686765877464,0.0999999999999996,32.4,13,0.172962480965869,1,0.9,1.11111111111111
"596","14.3","2",1,"a",0.384615384615385,0.278106843147113,0.5,33.9,13,0.187879057495477,1,0.9,1.11111111111111
"597","15.7","2",0.875,"a",0.538461538461538,0.278486920023484,1.1,35.3,13,0.200469643488992,1,0.9,1.11111111111111
"598","17.1","2",0.7,"a",0.466666666666667,0.233711353231327,1.1,37,15,0.21890984291903,1,0.9,1.11111111111111
"599","18.6","2",0.777777777777778,"a",0.5,0.259801343352826,1.1,40,14,0.235518174672722,1,0.9,1.11111111111111
"600","20","2",0.555555555555556,"a",0.294117647058824,0.201065960341547,1.2,40.1,17,0.242490661215507,1,0.9,1.11111111111111
