"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","ya"
"81","7.1","2",1,"n",0.0847457627118644,0.117310401953481,5,0,59,0.0169447404031116,0.3
"82","8.5","2",1,"n",0.0847457627118644,0.121951135829678,6.4,0,59,0.0220203953387493,0.3
"83","10","2",1,"n",0.0847457627118644,0.12671977002779,7.9,0,59,0.02897282490912,0.3
"84","11.4","2",1,"n",0.0847457627118644,0.132739171203125,8.9,0,59,0.0358749081368944,0.3
"85","12.8","2",1,"n",0.0847457627118644,0.134555387137979,8.9,0,59,0.0405220926785244,0.3
"86","14.3","2",1,"n",0.0847457627118644,0.136178887039857,9.6,0,59,0.0488318424694035,0.3
"87","15.7","2",1,"n",0.0847457627118644,0.137672275233715,10.3,0,59,0.05798060540039,0.3
"88","17.1","2",1,"n",0.0847457627118644,0.139108111819894,11,0,59,0.068358720064261,0.3
"89","18.6","2",1,"n",0.0847457627118644,0.141602048310616,11.6,0,59,0.079956502361664,0.3
"90","20","2",1,"n",0.0847457627118644,0.144982094154124,11.9,0,59,0.0901917579097704,0.3
"91","7.1","0",0.777777777777778,"a",0.711864406779661,0.117310401953481,5,0,59,0.0169447404031116,0.3
"92","8.5","0",0.777777777777778,"a",0.711864406779661,0.121951135829678,6.4,0,59,0.0220203953387493,0.3
"93","10","0",0.777777777777778,"a",0.711864406779661,0.12671977002779,7.9,0,59,0.02897282490912,0.3
"94","11.4","0",0.777777777777778,"a",0.711864406779661,0.132739171203125,8.9,0,59,0.0358749081368944,0.3
"95","12.8","0",0.777777777777778,"a",0.711864406779661,0.134555387137979,8.9,0,59,0.0405220926785244,0.3
"96","14.3","0",0.777777777777778,"a",0.711864406779661,0.136178887039857,9.6,0,59,0.0488318424694035,0.3
"97","15.7","0",0.777777777777778,"a",0.711864406779661,0.137672275233715,10.3,0,59,0.05798060540039,0.3
"98","17.1","0",0.777777777777778,"a",0.711864406779661,0.139108111819894,11,0,59,0.068358720064261,0.3
"99","18.6","0",0.796296296296296,"a",0.728813559322034,0.141602048310616,11.6,0,59,0.079956502361664,0.3
"100","20","0",0.777777777777778,"a",0.711864406779661,0.144982094154124,11.9,0,59,0.0901917579097704,0.3
"101","7.1","1",0.166666666666667,"a",0.152542372881356,0.117310401953481,5,0,59,0.0169447404031116,0.3
"102","8.5","1",0.166666666666667,"a",0.152542372881356,0.121951135829678,6.4,0,59,0.0220203953387493,0.3
"103","10","1",0.166666666666667,"a",0.152542372881356,0.12671977002779,7.9,0,59,0.02897282490912,0.3
"104","11.4","1",0.166666666666667,"a",0.152542372881356,0.132739171203125,8.9,0,59,0.0358749081368944,0.3
"105","12.8","1",0.166666666666667,"a",0.152542372881356,0.134555387137979,8.9,0,59,0.0405220926785244,0.3
"106","14.3","1",0.166666666666667,"a",0.152542372881356,0.136178887039857,9.6,0,59,0.0488318424694035,0.3
"107","15.7","1",0.166666666666667,"a",0.152542372881356,0.137672275233715,10.3,0,59,0.05798060540039,0.3
"108","17.1","1",0.166666666666667,"a",0.152542372881356,0.139108111819894,11,0,59,0.068358720064261,0.3
"109","18.6","1",0.12962962962963,"a",0.11864406779661,0.141602048310616,11.6,0,59,0.079956502361664,0.3
"110","20","1",0.166666666666667,"a",0.152542372881356,0.144982094154124,11.9,0,59,0.0901917579097704,0.3
"111","7.1","2",0.0555555555555556,"a",0.0508474576271186,0.117310401953481,5,0,59,0.0169447404031116,0.3
"112","8.5","2",0.0555555555555556,"a",0.0508474576271186,0.121951135829678,6.4,0,59,0.0220203953387493,0.3
"113","10","2",0.0555555555555556,"a",0.0508474576271186,0.12671977002779,7.9,0,59,0.02897282490912,0.3
"114","11.4","2",0.0555555555555556,"a",0.0508474576271186,0.132739171203125,8.9,0,59,0.0358749081368944,0.3
"115","12.8","2",0.0555555555555556,"a",0.0508474576271186,0.134555387137979,8.9,0,59,0.0405220926785244,0.3
"116","14.3","2",0.0555555555555556,"a",0.0508474576271186,0.136178887039857,9.6,0,59,0.0488318424694035,0.3
"117","15.7","2",0.0555555555555556,"a",0.0508474576271186,0.137672275233715,10.3,0,59,0.05798060540039,0.3
"118","17.1","2",0.0555555555555556,"a",0.0508474576271186,0.139108111819894,11,0,59,0.068358720064261,0.3
"119","18.6","2",0.0740740740740741,"a",0.0677966101694915,0.141602048310616,11.6,0,59,0.079956502361664,0.3
"120","20","2",0.0555555555555556,"a",0.0508474576271186,0.144982094154124,11.9,0,59,0.0901917579097704,0.3
"121","7.1","0",0,"n",0,0.0387271061963275,5.4,0,59,0.0163581058374281,0.5
"122","8.5","0",0,"n",0,0.0411716321269777,6.8,0,59,0.0212754621715009,0.5
"123","10","0",0,"n",0,0.0437675334366427,8.3,0,59,0.0280168332118403,0.5
"124","11.4","0",0,"n",0,0.0472446377368834,8.6,0,59,0.0342029517147445,0.5
"125","12.8","0",0,"n",0,0.0483063138930763,8.6,0,59,0.0386570823899577,0.5
"126","14.3","0",0,"n",0,0.0484332660179724,9.9,0,59,0.0473119984750308,0.5
"127","15.7","0",0,"n",0,0.049358903482084,10.6,0,59,0.0562195528653911,0.5
"128","17.1","0",0,"n",0,0.0502537619109113,11.3,0,59,0.0663383787318634,0.5
"129","18.6","0",0,"n",0,0.0511425888071682,11.5,0,59,0.0777594716106196,0.5
"130","20","0",0,"n",0,0.0529750563161173,11.8,0,59,0.0877523638826425,0.5
"131","7.1","1",0,"n",0,0.0387271061963275,5.4,0,59,0.0163581058374281,0.5
"132","8.5","1",0,"n",0,0.0411716321269777,6.8,0,59,0.0212754621715009,0.5
"133","10","1",0,"n",0,0.0437675334366427,8.3,0,59,0.0280168332118403,0.5
"134","11.4","1",0,"n",0,0.0472446377368834,8.6,0,59,0.0342029517147445,0.5
"135","12.8","1",0,"n",0,0.0483063138930763,8.6,0,59,0.0386570823899577,0.5
"136","14.3","1",0,"n",0,0.0484332660179724,9.9,0,59,0.0473119984750308,0.5
"137","15.7","1",0,"n",0,0.049358903482084,10.6,0,59,0.0562195528653911,0.5
"138","17.1","1",0,"n",0,0.0502537619109113,11.3,0,59,0.0663383787318634,0.5
"139","18.6","1",0,"n",0,0.0511425888071682,11.5,0,59,0.0777594716106196,0.5
"140","20","1",0,"n",0,0.0529750563161173,11.8,0,59,0.0877523638826425,0.5
"141","7.1","2",1,"n",0.0847457627118644,0.0387271061963275,5.4,0,59,0.0163581058374281,0.5
"142","8.5","2",1,"n",0.0847457627118644,0.0411716321269777,6.8,0,59,0.0212754621715009,0.5
"143","10","2",1,"n",0.0847457627118644,0.0437675334366427,8.3,0,59,0.0280168332118403,0.5
"144","11.4","2",1,"n",0.0847457627118644,0.0472446377368834,8.6,0,59,0.0342029517147445,0.5
"145","12.8","2",1,"n",0.0847457627118644,0.0483063138930763,8.6,0,59,0.0386570823899577,0.5
"146","14.3","2",1,"n",0.0847457627118644,0.0484332660179724,9.9,0,59,0.0473119984750308,0.5
"147","15.7","2",1,"n",0.0847457627118644,0.049358903482084,10.6,0,59,0.0562195528653911,0.5
"148","17.1","2",1,"n",0.0847457627118644,0.0502537619109113,11.3,0,59,0.0663383787318634,0.5
"149","18.6","2",1,"n",0.0847457627118644,0.0511425888071682,11.5,0,59,0.0777594716106196,0.5
"150","20","2",1,"n",0.0847457627118644,0.0529750563161173,11.8,0,59,0.0877523638826425,0.5
"151","7.1","0",0.814814814814815,"a",0.745762711864407,0.0387271061963275,5.4,0,59,0.0163581058374281,0.5
"152","8.5","0",0.814814814814815,"a",0.745762711864407,0.0411716321269777,6.8,0,59,0.0212754621715009,0.5
"153","10","0",0.814814814814815,"a",0.745762711864407,0.0437675334366427,8.3,0,59,0.0280168332118403,0.5
"154","11.4","0",0.833333333333333,"a",0.76271186440678,0.0472446377368834,8.6,0,59,0.0342029517147445,0.5
"155","12.8","0",0.833333333333333,"a",0.76271186440678,0.0483063138930763,8.6,0,59,0.0386570823899577,0.5
"156","14.3","0",0.796296296296296,"a",0.728813559322034,0.0484332660179724,9.9,0,59,0.0473119984750308,0.5
"157","15.7","0",0.796296296296296,"a",0.728813559322034,0.049358903482084,10.6,0,59,0.0562195528653911,0.5
"158","17.1","0",0.796296296296296,"a",0.728813559322034,0.0502537619109113,11.3,0,59,0.0663383787318634,0.5
"159","18.6","0",0.796296296296296,"a",0.728813559322034,0.0511425888071682,11.5,0,59,0.0777594716106196,0.5
"160","20","0",0.796296296296296,"a",0.728813559322034,0.0529750563161173,11.8,0,59,0.0877523638826425,0.5
"161","7.1","1",0.0925925925925926,"a",0.0847457627118644,0.0387271061963275,5.4,0,59,0.0163581058374281,0.5
"162","8.5","1",0.0925925925925926,"a",0.0847457627118644,0.0411716321269777,6.8,0,59,0.0212754621715009,0.5
"163","10","1",0.0925925925925926,"a",0.0847457627118644,0.0437675334366427,8.3,0,59,0.0280168332118403,0.5
"164","11.4","1",0.0555555555555556,"a",0.0508474576271186,0.0472446377368834,8.6,0,59,0.0342029517147445,0.5
"165","12.8","1",0.0555555555555556,"a",0.0508474576271186,0.0483063138930763,8.6,0,59,0.0386570823899577,0.5
"166","14.3","1",0.12962962962963,"a",0.11864406779661,0.0484332660179724,9.9,0,59,0.0473119984750308,0.5
"167","15.7","1",0.12962962962963,"a",0.11864406779661,0.049358903482084,10.6,0,59,0.0562195528653911,0.5
"168","17.1","1",0.12962962962963,"a",0.11864406779661,0.0502537619109113,11.3,0,59,0.0663383787318634,0.5
"169","18.6","1",0.12962962962963,"a",0.11864406779661,0.0511425888071682,11.5,0,59,0.0777594716106196,0.5
"170","20","1",0.12962962962963,"a",0.11864406779661,0.0529750563161173,11.8,0,59,0.0877523638826425,0.5
"171","7.1","2",0.0925925925925926,"a",0.0847457627118644,0.0387271061963275,5.4,0,59,0.0163581058374281,0.5
"172","8.5","2",0.0925925925925926,"a",0.0847457627118644,0.0411716321269777,6.8,0,59,0.0212754621715009,0.5
"173","10","2",0.0925925925925926,"a",0.0847457627118644,0.0437675334366427,8.3,0,59,0.0280168332118403,0.5
"174","11.4","2",0.111111111111111,"a",0.101694915254237,0.0472446377368834,8.6,0,59,0.0342029517147445,0.5
"175","12.8","2",0.111111111111111,"a",0.101694915254237,0.0483063138930763,8.6,0,59,0.0386570823899577,0.5
"176","14.3","2",0.0740740740740741,"a",0.0677966101694915,0.0484332660179724,9.9,0,59,0.0473119984750308,0.5
"177","15.7","2",0.0740740740740741,"a",0.0677966101694915,0.049358903482084,10.6,0,59,0.0562195528653911,0.5
"178","17.1","2",0.0740740740740741,"a",0.0677966101694915,0.0502537619109113,11.3,0,59,0.0663383787318634,0.5
"179","18.6","2",0.0740740740740741,"a",0.0677966101694915,0.0511425888071682,11.5,0,59,0.0777594716106196,0.5
"180","20","2",0.0740740740740741,"a",0.0677966101694915,0.0529750563161173,11.8,0,59,0.0877523638826425,0.5
"181","7.1","0",0.615384615384615,"n",0.363636363636364,0.150681612973004,1.8,18.2,22,0.0581388249819421,0.7
"182","8.5","0",0.6,"n",0.444444444444444,0.0958026661275446,2.8,18.4,27,0.0715144725738188,0.7
"183","10","0",0.384615384615385,"n",0.227272727272727,0.15613620981523,1.8,22.9,22,0.101598148942839,0.7
"184","11.4","0",0,"n",0,0.14962614978351,2.7,21.8,26,0.104828335740565,0.7
"185","12.8","0",0,"n",0,0.125412628462803,3.3,21.2,29,0.114064668269126,0.7
"186","14.3","0",0,"n",0,0.156356035120934,2.7,25.3,26,0.148256093072167,0.7
"187","15.7","0",0.444444444444444,"n",0.148148148148148,0.139713393184868,3.2,26.7,27,0.173605354280564,0.7
"188","17.1","0",0.6875,"n",0.323529411764706,0.0801057958062579,6.6,22.7,34,0.177426591361112,0.7
"189","18.6","0",0.642857142857143,"n",0.25,0.0738141827232398,7.5,21.8,36,0.186076914286697,0.7
"190","20","0",0.444444444444444,"n",0.111111111111111,0.0822549564887464,7,21.8,36,0.186076914286697,0.7
"191","7.1","1",0.0769230769230769,"n",0.0454545454545455,0.150681612973004,1.8,18.2,22,0.0581388249819421,0.7
"192","8.5","1",0,"n",0,0.0958026661275446,2.8,18.4,27,0.0715144725738188,0.7
"193","10","1",0,"n",0,0.15613620981523,1.8,22.9,22,0.101598148942839,0.7
"194","11.4","1",0,"n",0,0.14962614978351,2.7,21.8,26,0.104828335740565,0.7
"195","12.8","1",0,"n",0,0.125412628462803,3.3,21.2,29,0.114064668269126,0.7
"196","14.3","1",0,"n",0,0.156356035120934,2.7,25.3,26,0.148256093072167,0.7
"197","15.7","1",0,"n",0,0.139713393184868,3.2,26.7,27,0.173605354280564,0.7
"198","17.1","1",0,"n",0,0.0801057958062579,6.6,22.7,34,0.177426591361112,0.7
"199","18.6","1",0,"n",0,0.0738141827232398,7.5,21.8,36,0.186076914286697,0.7
"200","20","1",0,"n",0,0.0822549564887464,7,21.8,36,0.186076914286697,0.7
"201","7.1","2",0.307692307692308,"n",0.181818181818182,0.150681612973004,1.8,18.2,22,0.0581388249819421,0.7
"202","8.5","2",0.4,"n",0.296296296296296,0.0958026661275446,2.8,18.4,27,0.0715144725738188,0.7
"203","10","2",0.615384615384615,"n",0.363636363636364,0.15613620981523,1.8,22.9,22,0.101598148942839,0.7
"204","11.4","2",1,"n",0.192307692307692,0.14962614978351,2.7,21.8,26,0.104828335740565,0.7
"205","12.8","2",1,"n",0.172413793103448,0.125412628462803,3.3,21.2,29,0.114064668269126,0.7
"206","14.3","2",1,"n",0.192307692307692,0.156356035120934,2.7,25.3,26,0.148256093072167,0.7
"207","15.7","2",0.555555555555556,"n",0.185185185185185,0.139713393184868,3.2,26.7,27,0.173605354280564,0.7
"208","17.1","2",0.3125,"n",0.147058823529412,0.0801057958062579,6.6,22.7,34,0.177426591361112,0.7
"209","18.6","2",0.357142857142857,"n",0.138888888888889,0.0738141827232398,7.5,21.8,36,0.186076914286697,0.7
"210","20","2",0.555555555555556,"n",0.138888888888889,0.0822549564887464,7,21.8,36,0.186076914286697,0.7
"211","7.1","0",0.111111111111111,"a",0.0454545454545455,0.150681612973004,1.8,18.2,22,0.0581388249819421,0.7
"212","8.5","0",0,"a",0,0.0958026661275446,2.8,18.4,27,0.0715144725738188,0.7
"213","10","0",0.111111111111111,"a",0.0454545454545455,0.15613620981523,1.8,22.9,22,0.101598148942839,0.7
"214","11.4","0",0.619047619047619,"a",0.5,0.14962614978351,2.7,21.8,26,0.104828335740565,0.7
"215","12.8","0",0.666666666666667,"a",0.551724137931034,0.125412628462803,3.3,21.2,29,0.114064668269126,0.7
"216","14.3","0",0.619047619047619,"a",0.5,0.156356035120934,2.7,25.3,26,0.148256093072167,0.7
"217","15.7","0",0.555555555555556,"a",0.37037037037037,0.139713393184868,3.2,26.7,27,0.173605354280564,0.7
"218","17.1","0",0.555555555555556,"a",0.294117647058824,0.0801057958062579,6.6,22.7,34,0.177426591361112,0.7
"219","18.6","0",0.636363636363636,"a",0.388888888888889,0.0738141827232398,7.5,21.8,36,0.186076914286697,0.7
"220","20","0",0.703703703703704,"a",0.527777777777778,0.0822549564887464,7,21.8,36,0.186076914286697,0.7
"221","7.1","1",0,"a",0,0.150681612973004,1.8,18.2,22,0.0581388249819421,0.7
"222","8.5","1",0.714285714285714,"a",0.185185185185185,0.0958026661275446,2.8,18.4,27,0.0715144725738188,0.7
"223","10","1",0.777777777777778,"a",0.318181818181818,0.15613620981523,1.8,22.9,22,0.101598148942839,0.7
"224","11.4","1",0.0476190476190476,"a",0.0384615384615385,0.14962614978351,2.7,21.8,26,0.104828335740565,0.7
"225","12.8","1",0.0416666666666667,"a",0.0344827586206897,0.125412628462803,3.3,21.2,29,0.114064668269126,0.7
"226","14.3","1",0.0476190476190476,"a",0.0384615384615385,0.156356035120934,2.7,25.3,26,0.148256093072167,0.7
"227","15.7","1",0.0555555555555556,"a",0.037037037037037,0.139713393184868,3.2,26.7,27,0.173605354280564,0.7
"228","17.1","1",0.0555555555555556,"a",0.0294117647058824,0.0801057958062579,6.6,22.7,34,0.177426591361112,0.7
"229","18.6","1",0.0454545454545455,"a",0.0277777777777778,0.0738141827232398,7.5,21.8,36,0.186076914286697,0.7
"230","20","1",0.037037037037037,"a",0.0277777777777778,0.0822549564887464,7,21.8,36,0.186076914286697,0.7
"231","7.1","2",0.888888888888889,"a",0.363636363636364,0.150681612973004,1.8,18.2,22,0.0581388249819421,0.7
"232","8.5","2",0.285714285714286,"a",0.0740740740740741,0.0958026661275446,2.8,18.4,27,0.0715144725738188,0.7
"233","10","2",0.111111111111111,"a",0.0454545454545455,0.15613620981523,1.8,22.9,22,0.101598148942839,0.7
"234","11.4","2",0.333333333333333,"a",0.269230769230769,0.14962614978351,2.7,21.8,26,0.104828335740565,0.7
"235","12.8","2",0.291666666666667,"a",0.241379310344828,0.125412628462803,3.3,21.2,29,0.114064668269126,0.7
"236","14.3","2",0.333333333333333,"a",0.269230769230769,0.156356035120934,2.7,25.3,26,0.148256093072167,0.7
"237","15.7","2",0.388888888888889,"a",0.259259259259259,0.139713393184868,3.2,26.7,27,0.173605354280564,0.7
"238","17.1","2",0.388888888888889,"a",0.205882352941176,0.0801057958062579,6.6,22.7,34,0.177426591361112,0.7
"239","18.6","2",0.318181818181818,"a",0.194444444444444,0.0738141827232398,7.5,21.8,36,0.186076914286697,0.7
"240","20","2",0.259259259259259,"a",0.194444444444444,0.0822549564887464,7,21.8,36,0.186076914286697,0.7
"241","7.1","0",0.578947368421053,"n",0.458333333333333,0.104405419091024,2.2,17.6,24,0.0581388249819421,0.9
"242","8.5","0",0.375,"n",0.3,0.154898811542791,1.4,21.1,20,0.0774996901503023,0.9
"243","10","0",0.428571428571429,"n",0.315789473684211,0.178991591325554,1.2,23.8,19,0.101598148942839,0.9
"244","11.4","0",0.619047619047619,"n",0.481481481481481,0.0927320317623771,4,22.6,27,0.122164430122959,0.9
"245","12.8","0",0.523809523809524,"n",0.44,0.112970731020219,3.7,26.1,25,0.153715160504045,0.9
"246","14.3","0",0.473684210526316,"n",0.391304347826087,0.136452363992437,3.1,29.5,23,0.18180159202578,0.9
"247","15.7","0",0.652173913043478,"n",0.535714285714286,0.094316888237832,5,27.6,28,0.191424223305194,0.9
"248","17.1","0",0.636363636363636,"n",0.518518518518518,0.104959409257621,4.8,30.2,27,0.211866187738025,0.9
"249","18.6","0",0.733333333333333,"n",0.628571428571429,0.0562690054642986,9.4,24.5,35,0.211375341317102,0.9
"250","20","0",0.733333333333333,"n",0.628571428571429,0.0586212095821044,9.6,25,35,0.218007493025617,0.9
"251","7.1","1",0,"n",0,0.104405419091024,2.2,17.6,24,0.0581388249819421,0.9
"252","8.5","1",0.125,"n",0.1,0.154898811542791,1.4,21.1,20,0.0774996901503023,0.9
"253","10","1",0,"n",0,0.178991591325554,1.2,23.8,19,0.101598148942839,0.9
"254","11.4","1",0,"n",0,0.0927320317623771,4,22.6,27,0.122164430122959,0.9
"255","12.8","1",0.0952380952380952,"n",0.08,0.112970731020219,3.7,26.1,25,0.153715160504045,0.9
"256","14.3","1",0.105263157894737,"n",0.0869565217391304,0.136452363992437,3.1,29.5,23,0.18180159202578,0.9
"257","15.7","1",0,"n",0,0.094316888237832,5,27.6,28,0.191424223305194,0.9
"258","17.1","1",0,"n",0,0.104959409257621,4.8,30.2,27,0.211866187738025,0.9
"259","18.6","1",0,"n",0,0.0562690054642986,9.4,24.5,35,0.211375341317102,0.9
"260","20","1",0,"n",0,0.0586212095821044,9.6,25,35,0.218007493025617,0.9
"261","7.1","2",0.421052631578947,"n",0.333333333333333,0.104405419091024,2.2,17.6,24,0.0581388249819421,0.9
"262","8.5","2",0.5,"n",0.4,0.154898811542791,1.4,21.1,20,0.0774996901503023,0.9
"263","10","2",0.571428571428571,"n",0.421052631578947,0.178991591325554,1.2,23.8,19,0.101598148942839,0.9
