"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","m"
"183","10","0",0.6,"n",0.48,0.1168548281894,3.2,14.3,25,0.0101828792024961,-0.55
"184","11.4","0",0.6,"n",0.48,0.117442669144426,3.2,14.4,25,0.0103828441169894,-0.55
"185","12.8","0",0.6,"n",0.48,0.118022042430389,3.2,14.6,25,0.0104852459927767,-0.55
"186","14.3","0",0.545454545454545,"n",0.461538461538462,0.107903163643452,3.4,14.4,26,0.0105885760866366,-0.55
"187","15.7","0",0.428571428571429,"n",0.375,0.126279296714092,3.5,15.1,24,0.0106928430065722,-0.55
"188","17.1","0",0.454545454545455,"n",0.4,0.116853019221877,3.7,15,25,0.0107980553859366,-0.55
"189","18.6","0",0.428571428571429,"n",0.375,0.127393858875279,3.5,15.3,24,0.0109042218850926,-0.55
"190","20","0",0.454545454545455,"n",0.4,0.117906429481125,3.7,15,25,0.0110113511929541,-0.55
"191","7.1","1",0,"n",0,0.117053431638023,3.2,14.1,25,0.00998448601015641,-0.55
"192","8.5","1",0,"n",0,0.116257403108867,3.2,14.3,25,0.0100832351450263,-0.55
"193","10","1",0,"n",0,0.1168548281894,3.2,14.3,25,0.0101828792024961,-0.55
"194","11.4","1",0,"n",0,0.117442669144426,3.2,14.4,25,0.0103828441169894,-0.55
"195","12.8","1",0.05,"n",0.04,0.118022042430389,3.2,14.6,25,0.0104852459927767,-0.55
"196","14.3","1",0.0909090909090909,"n",0.0769230769230769,0.107903163643452,3.4,14.4,26,0.0105885760866366,-0.55
"197","15.7","1",0.238095238095238,"n",0.208333333333333,0.126279296714092,3.5,15.1,24,0.0106928430065722,-0.55
"198","17.1","1",0.227272727272727,"n",0.2,0.116853019221877,3.7,15,25,0.0107980553859366,-0.55
"199","18.6","1",0.238095238095238,"n",0.208333333333333,0.127393858875279,3.5,15.3,24,0.0109042218850926,-0.55
"200","20","1",0.227272727272727,"n",0.2,0.117906429481125,3.7,15,25,0.0110113511929541,-0.55
"201","7.1","2",0.4,"n",0.32,0.117053431638023,3.2,14.1,25,0.00998448601015641,-0.55
"202","8.5","2",0.4,"n",0.32,0.116257403108867,3.2,14.3,25,0.0100832351450263,-0.55
"203","10","2",0.4,"n",0.32,0.1168548281894,3.2,14.3,25,0.0101828792024961,-0.55
"204","11.4","2",0.4,"n",0.32,0.117442669144426,3.2,14.4,25,0.0103828441169894,-0.55
"205","12.8","2",0.35,"n",0.28,0.118022042430389,3.2,14.6,25,0.0104852459927767,-0.55
"206","14.3","2",0.363636363636364,"n",0.307692307692308,0.107903163643452,3.4,14.4,26,0.0105885760866366,-0.55
"207","15.7","2",0.333333333333333,"n",0.291666666666667,0.126279296714092,3.5,15.1,24,0.0106928430065722,-0.55
"208","17.1","2",0.318181818181818,"n",0.28,0.116853019221877,3.7,15,25,0.0107980553859366,-0.55
"209","18.6","2",0.333333333333333,"n",0.291666666666667,0.127393858875279,3.5,15.3,24,0.0109042218850926,-0.55
"210","20","2",0.318181818181818,"n",0.28,0.117906429481125,3.7,15,25,0.0110113511929541,-0.55
"211","7.1","0",0,"a",0,0.117053431638023,3.2,14.1,25,0.00998448601015641,-0.55
"212","8.5","0",0,"a",0,0.116257403108867,3.2,14.3,25,0.0100832351450263,-0.55
"213","10","0",0,"a",0,0.1168548281894,3.2,14.3,25,0.0101828792024961,-0.55
"214","11.4","0",0,"a",0,0.117442669144426,3.2,14.4,25,0.0103828441169894,-0.55
"215","12.8","0",0,"a",0,0.118022042430389,3.2,14.6,25,0.0104852459927767,-0.55
"216","14.3","0",0,"a",0,0.107903163643452,3.4,14.4,26,0.0105885760866366,-0.55
"217","15.7","0",0,"a",0,0.126279296714092,3.5,15.1,24,0.0106928430065722,-0.55
"218","17.1","0",0,"a",0,0.116853019221877,3.7,15,25,0.0107980553859366,-0.55
"219","18.6","0",0,"a",0,0.127393858875279,3.5,15.3,24,0.0109042218850926,-0.55
"220","20","0",0,"a",0,0.117906429481125,3.7,15,25,0.0110113511929541,-0.55
"221","7.1","1",0,"a",0,0.117053431638023,3.2,14.1,25,0.00998448601015641,-0.55
"222","8.5","1",0.2,"a",0.04,0.116257403108867,3.2,14.3,25,0.0100832351450263,-0.55
"223","10","1",0.2,"a",0.04,0.1168548281894,3.2,14.3,25,0.0101828792024961,-0.55
"224","11.4","1",0.2,"a",0.04,0.117442669144426,3.2,14.4,25,0.0103828441169894,-0.55
"225","12.8","1",0,"a",0,0.118022042430389,3.2,14.6,25,0.0104852459927767,-0.55
"226","14.3","1",0.25,"a",0.0384615384615385,0.107903163643452,3.4,14.4,26,0.0105885760866366,-0.55
"227","15.7","1",0,"a",0,0.126279296714092,3.5,15.1,24,0.0106928430065722,-0.55
"228","17.1","1",0,"a",0,0.116853019221877,3.7,15,25,0.0107980553859366,-0.55
"229","18.6","1",0,"a",0,0.127393858875279,3.5,15.3,24,0.0109042218850926,-0.55
"230","20","1",0,"a",0,0.117906429481125,3.7,15,25,0.0110113511929541,-0.55
"231","7.1","2",1,"a",0.2,0.117053431638023,3.2,14.1,25,0.00998448601015641,-0.55
"232","8.5","2",0.8,"a",0.16,0.116257403108867,3.2,14.3,25,0.0100832351450263,-0.55
"233","10","2",0.8,"a",0.16,0.1168548281894,3.2,14.3,25,0.0101828792024961,-0.55
"234","11.4","2",0.8,"a",0.16,0.117442669144426,3.2,14.4,25,0.0103828441169894,-0.55
"235","12.8","2",1,"a",0.2,0.118022042430389,3.2,14.6,25,0.0104852459927767,-0.55
"236","14.3","2",0.75,"a",0.115384615384615,0.107903163643452,3.4,14.4,26,0.0105885760866366,-0.55
"237","15.7","2",1,"a",0.125,0.126279296714092,3.5,15.1,24,0.0106928430065722,-0.55
"238","17.1","2",1,"a",0.12,0.116853019221877,3.7,15,25,0.0107980553859366,-0.55
"239","18.6","2",1,"a",0.125,0.127393858875279,3.5,15.3,24,0.0109042218850926,-0.55
"240","20","2",1,"a",0.12,0.117906429481125,3.7,15,25,0.0110113511929541,-0.55
"241","7.1","0",0.6,"n",0.48,0.0926634107877039,3.2,14.1,25,0.00989155841727362,-0.4
"242","8.5","0",0.6,"n",0.48,0.0920218055982869,3.2,14.3,25,0.00998934102573962,-0.4
"243","10","0",0.6,"n",0.48,0.0924849108189143,3.2,14.3,25,0.0100880145295205,-0.4
"244","11.4","0",0.6,"n",0.48,0.0929414787212577,3.2,14.4,25,0.0102860781125541,-0.4
"245","12.8","0",0.6,"n",0.48,0.0933923555497966,3.2,14.6,25,0.0103874916786222,-0.4
"246","14.3","0",0.545454545454545,"n",0.461538461538462,0.0845829046688856,3.4,14.4,26,0.0104898288230679,-0.4
"247","15.7","0",0.428571428571429,"n",0.375,0.100852475259691,3.5,15.1,24,0.0105930979728311,-0.4
"248","17.1","0",0.454545454545455,"n",0.4,0.0924495842854305,3.7,15,25,0.0106973075861821,-0.4
"249","18.6","0",0.428571428571429,"n",0.375,0.101733824063401,3.5,15.3,24,0.0108024661539818,-0.4
"250","20","0",0.454545454545455,"n",0.4,0.093276354964513,3.7,15,25,0.0109085822008522,-0.4
"251","7.1","1",0,"n",0,0.0926634107877039,3.2,14.1,25,0.00989155841727362,-0.4
"252","8.5","1",0,"n",0,0.0920218055982869,3.2,14.3,25,0.00998934102573962,-0.4
"253","10","1",0,"n",0,0.0924849108189143,3.2,14.3,25,0.0100880145295205,-0.4
"254","11.4","1",0,"n",0,0.0929414787212577,3.2,14.4,25,0.0102860781125541,-0.4
"255","12.8","1",0.05,"n",0.04,0.0933923555497966,3.2,14.6,25,0.0103874916786222,-0.4
"256","14.3","1",0.0909090909090909,"n",0.0769230769230769,0.0845829046688856,3.4,14.4,26,0.0104898288230679,-0.4
"257","15.7","1",0.238095238095238,"n",0.208333333333333,0.100852475259691,3.5,15.1,24,0.0105930979728311,-0.4
"258","17.1","1",0.227272727272727,"n",0.2,0.0924495842854305,3.7,15,25,0.0106973075861821,-0.4
"259","18.6","1",0.238095238095238,"n",0.208333333333333,0.101733824063401,3.5,15.3,24,0.0108024661539818,-0.4
"260","20","1",0.227272727272727,"n",0.2,0.093276354964513,3.7,15,25,0.0109085822008522,-0.4
"261","7.1","2",0.4,"n",0.32,0.0926634107877039,3.2,14.1,25,0.00989155841727362,-0.4
"262","8.5","2",0.4,"n",0.32,0.0920218055982869,3.2,14.3,25,0.00998934102573962,-0.4
"263","10","2",0.4,"n",0.32,0.0924849108189143,3.2,14.3,25,0.0100880145295205,-0.4
"264","11.4","2",0.4,"n",0.32,0.0929414787212577,3.2,14.4,25,0.0102860781125541,-0.4
"265","12.8","2",0.35,"n",0.28,0.0933923555497966,3.2,14.6,25,0.0103874916786222,-0.4
"266","14.3","2",0.363636363636364,"n",0.307692307692308,0.0845829046688856,3.4,14.4,26,0.0104898288230679,-0.4
"267","15.7","2",0.333333333333333,"n",0.291666666666667,0.100852475259691,3.5,15.1,24,0.0105930979728311,-0.4
"268","17.1","2",0.318181818181818,"n",0.28,0.0924495842854305,3.7,15,25,0.0106973075861821,-0.4
"269","18.6","2",0.333333333333333,"n",0.291666666666667,0.101733824063401,3.5,15.3,24,0.0108024661539818,-0.4
"270","20","2",0.318181818181818,"n",0.28,0.093276354964513,3.7,15,25,0.0109085822008522,-0.4
"271","7.1","0",0,"a",0,0.0926634107877039,3.2,14.1,25,0.00989155841727362,-0.4
"272","8.5","0",0,"a",0,0.0920218055982869,3.2,14.3,25,0.00998934102573962,-0.4
