"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","ya","yn","yn_ya"
"555","12.8","1",0.08,"n",0.0689655172413793,0.0759406063968657,4,13.1,29,1,0.9,0.9
"556","14.3","1",0,"n",0,0.0983887207322719,3.4,14.4,26,1,0.9,0.9
"557","15.7","1",0.217391304347826,"n",0.192307692307692,0.0988874858478854,3.9,14.4,26,1,0.9,0.9
"558","17.1","1",0.217391304347826,"n",0.192307692307692,0.0993100494845971,3.9,14.6,26,1,0.9,0.9
"559","18.6","1",0.217391304347826,"n",0.192307692307692,0.0997270106667012,3.9,14.6,26,1,0.9,0.9
"560","20","1",0.217391304347826,"n",0.192307692307692,0.100138505120958,3.9,14.6,26,1,0.9,0.9
"561","7.1","2",0.363636363636364,"n",0.296296296296296,0.0882635511788136,3.6,13.4,27,1,0.9,0.9
"562","8.5","2",0.363636363636364,"n",0.296296296296296,0.0887044538690812,3.6,13.6,27,1,0.9,0.9
"563","10","2",0.363636363636364,"n",0.296296296296296,0.0891391821840443,3.6,13.6,27,1,0.9,0.9
"564","11.4","2",0.4,"n",0.32,0.10615113297289,3.2,14.4,25,1,0.9,0.9
"565","12.8","2",0.32,"n",0.275862068965517,0.0759406063968657,4,13.1,29,1,0.9,0.9
"566","14.3","2",0.380952380952381,"n",0.307692307692308,0.0983887207322719,3.4,14.4,26,1,0.9,0.9
"567","15.7","2",0.304347826086957,"n",0.269230769230769,0.0988874858478854,3.9,14.4,26,1,0.9,0.9
"568","17.1","2",0.304347826086957,"n",0.269230769230769,0.0993100494845971,3.9,14.6,26,1,0.9,0.9
"569","18.6","2",0.304347826086957,"n",0.269230769230769,0.0997270106667012,3.9,14.6,26,1,0.9,0.9
"570","20","2",0.304347826086957,"n",0.269230769230769,0.100138505120958,3.9,14.6,26,1,0.9,0.9
"571","7.1","0",0,"a",0,0.0882635511788136,3.6,13.4,27,1,0.9,0.9
"572","8.5","0",0,"a",0,0.0887044538690812,3.6,13.6,27,1,0.9,0.9
"573","10","0",0,"a",0,0.0891391821840443,3.6,13.6,27,1,0.9,0.9
"574","11.4","0",0,"a",0,0.10615113297289,3.2,14.4,25,1,0.9,0.9
"575","12.8","0",0,"a",0,0.0759406063968657,4,13.1,29,1,0.9,0.9
"576","14.3","0",0,"a",0,0.0983887207322719,3.4,14.4,26,1,0.9,0.9
"577","15.7","0",0,"a",0,0.0988874858478854,3.9,14.4,26,1,0.9,0.9
"578","17.1","0",0,"a",0,0.0993100494845971,3.9,14.6,26,1,0.9,0.9
"579","18.6","0",0,"a",0,0.0997270106667012,3.9,14.6,26,1,0.9,0.9
"580","20","0",0,"a",0,0.100138505120958,3.9,14.6,26,1,0.9,0.9
"581","7.1","1",0.2,"a",0.037037037037037,0.0882635511788136,3.6,13.4,27,1,0.9,0.9
"582","8.5","1",0.2,"a",0.037037037037037,0.0887044538690812,3.6,13.6,27,1,0.9,0.9
"583","10","1",0.2,"a",0.037037037037037,0.0891391821840443,3.6,13.6,27,1,0.9,0.9
"584","11.4","1",0.2,"a",0.04,0.10615113297289,3.2,14.4,25,1,0.9,0.9
"585","12.8","1",0.25,"a",0.0344827586206897,0.0759406063968657,4,13.1,29,1,0.9,0.9
"586","14.3","1",0.2,"a",0.0384615384615385,0.0983887207322719,3.4,14.4,26,1,0.9,0.9
"587","15.7","1",0,"a",0,0.0988874858478854,3.9,14.4,26,1,0.9,0.9
"588","17.1","1",0,"a",0,0.0993100494845971,3.9,14.6,26,1,0.9,0.9
"589","18.6","1",0,"a",0,0.0997270106667012,3.9,14.6,26,1,0.9,0.9
"590","20","1",0,"a",0,0.100138505120958,3.9,14.6,26,1,0.9,0.9
"591","7.1","2",0.8,"a",0.148148148148148,0.0882635511788136,3.6,13.4,27,1,0.9,0.9
"592","8.5","2",0.8,"a",0.148148148148148,0.0887044538690812,3.6,13.6,27,1,0.9,0.9
"593","10","2",0.8,"a",0.148148148148148,0.0891391821840443,3.6,13.6,27,1,0.9,0.9
"594","11.4","2",0.8,"a",0.16,0.10615113297289,3.2,14.4,25,1,0.9,0.9
"595","12.8","2",0.75,"a",0.103448275862069,0.0759406063968657,4,13.1,29,1,0.9,0.9
"596","14.3","2",0.8,"a",0.153846153846154,0.0983887207322719,3.4,14.4,26,1,0.9,0.9
"597","15.7","2",1,"a",0.115384615384615,0.0988874858478854,3.9,14.4,26,1,0.9,0.9
"598","17.1","2",1,"a",0.115384615384615,0.0993100494845971,3.9,14.6,26,1,0.9,0.9
"599","18.6","2",1,"a",0.115384615384615,0.0997270106667012,3.9,14.6,26,1,0.9,0.9
"600","20","2",1,"a",0.115384615384615,0.100138505120958,3.9,14.6,26,1,0.9,0.9
